_uid_,gridref,km_sq,record_dat,species,adults,males,females,mating,eggs,larvae,nests,pupae,rec_year,rec_month,rec_day,x,y
1118,NM792690,NM7969,05/06/2002,Chequered Skipper,1,,,,,,,,2002,6,5,179250,769050
1119,NN248811,NN2481,10/06/2001,Chequered Skipper,2,,,,,,,,2001,6,10,224850,781150
1120,NN248811,NN2481,12/06/2001,Chequered Skipper,1,,,,,,,,2001,6,12,224850,781150
1121,NM932801,NM9380,21/06/2001,Chequered Skipper,1,,,,,,,,2001,6,21,193250,780150
1122,NN022799,NN0279,21/06/2001,Chequered Skipper,1,,,,,,,,2001,6,21,202250,779950
1123,NN023800,NN0280,22/06/2001,Chequered Skipper,B,,,,,,,,2001,6,22,202350,780050
1124,NM7461,NM7461,06/06/2001,Chequered Skipper,9,,,,,,,,2001,6,6,174500,761500
1125,NM746618,NM7461,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,174650,761850
1126,NM8263,NM8263,21/05/2001,Chequered Skipper,7,,,,,,,,2001,5,21,182500,763500
1127,NM8263,NM8263,06/06/2001,Chequered Skipper,7,,,,,,,,2001,6,6,182500,763500
1128,NM8263,NM8263,23/06/2001,Chequered Skipper,5,,,,,,,,2001,6,23,182500,763500
1129,NM832636,NM8363,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,183250,763650
1130,NM8363,NM8363,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,183500,763500
1131,NM901796,NM9079,15/06/2001,Chequered Skipper,1,,,,,,,,2001,6,15,190150,779650
1132,NM9079,NM9079,22/06/2001,Chequered Skipper,5,,,,,,,,2001,6,22,190500,779500
1133,NM9079,NM9079,26/06/2001,Chequered Skipper,4,,,,,,,,2001,6,26,190500,779500
1134,NM917799,NM9179,22/06/2001,Chequered Skipper,1,,,,,,,,2001,6,22,191750,779950
1135,NM917800,NM9180,24/05/2001,Chequered Skipper,1,,,,,,,,2001,5,24,191750,780050
1136,NM923794,NM9279,15/05/2001,Chequered Skipper,2,,,,,,,,2001,5,15,192350,779450
1137,NM923794,NM9279,22/06/2001,Chequered Skipper,2,,,,,,,,2001,6,22,192350,779450
1138,NN150775,NN1577,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,215050,777550
1139,NN162783,NN1678,06/06/2001,Chequered Skipper,4,,,,,,,,2001,6,6,216250,778350
1140,NN0791,NN0791,24/05/2001,Chequered Skipper,7,,,,,,,,2001,5,24,207500,791500
1141,NN0891,NN0891,24/05/2001,Chequered Skipper,9,,,,,,,,2001,5,24,208500,791500
1142,NM799677,NM7967,15/06/2001,Chequered Skipper,2,,,,,,,,2001,6,15,179950,767750
1143,NM799677,NM7967,26/06/2001,Chequered Skipper,1,,,,,,,,2001,6,26,179950,767750
1144,NM808674,NM8067,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,180850,767450
1145,NM782693,NM7869,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,178250,769350
1146,NM782693,NM7869,26/06/2001,Chequered Skipper,2,,,,,,,,2001,6,26,178250,769350
1147,NN1682,NN1682,25/05/2001,Chequered Skipper,7,,,,,,,,2001,5,25,216500,782500
1148,NM8373,NM8373,14/05/2001,Chequered Skipper,2,,,,,,,,2001,5,14,183500,773500
1149,NM8373,NM8373,20/05/2001,Chequered Skipper,6,,,,,,,,2001,5,20,183500,773500
1150,NM8373,NM8373,29/05/2001,Chequered Skipper,6,,,,,,,,2001,5,29,183500,773500
1151,NM8373,NM8373,10/06/2001,Chequered Skipper,4,,,,,,,,2001,6,10,183500,773500
1152,NM839734,NM8373,23/05/2001,Chequered Skipper,1,,,,,,,,2001,5,23,183950,773450
1153,NM839735,NM8373,18/06/2001,Chequered Skipper,1,,,,,,,,2001,6,18,183950,773550
1154,NM842734,NM8473,23/06/2001,Chequered Skipper,1,,,,,,,,2001,6,23,184250,773450
1155,NM8473,NM8473,20/05/2001,Chequered Skipper,7,,,,,,,,2001,5,20,184500,773500
1156,NM8473,NM8473,29/05/2001,Chequered Skipper,9,,,,,,,,2001,5,29,184500,773500
1157,NM8473,NM8473,10/06/2001,Chequered Skipper,7,,,,,,,,2001,6,10,184500,773500
1158,NM8473,NM8473,18/06/2001,Chequered Skipper,3,,,,,,,,2001,6,18,184500,773500
1159,NM746618,NM7461,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,174650,761850
1160,NM746618,NM7461,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,174650,761850
1161,NM747617,NM7461,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,174750,761750
1162,NM747618,NM7461,06/06/2001,Chequered Skipper,3,,,,,,,,2001,6,6,174750,761850
1163,NM826633,NM8263,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,182650,763350
1164,NM826634,NM8263,21/05/2001,Chequered Skipper,1,,,,,,,,2001,5,21,182650,763450
1165,NM826634,NM8263,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,182650,763450
1166,NM827635,NM8263,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,182750,763550
1167,NM827635,NM8263,06/06/2001,Chequered Skipper,1,,,,,,,,2001,6,6,182750,763550
1168,NM828634,NM8263,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,182850,763450
1169,NM828634,NM8263,06/06/2001,Chequered Skipper,1,,,,,,,,2001,6,6,182850,763450
1170,NM828634,NM8263,23/06/2001,Chequered Skipper,2,,,,,,,,2001,6,23,182850,763450
1171,NM828635,NM8263,21/05/2001,Chequered Skipper,1,,,,,,,,2001,5,21,182850,763550
1172,NM828635,NM8263,06/06/2001,Chequered Skipper,1,,,,,,,,2001,6,6,182850,763550
1173,NM828635,NM8263,23/06/2001,Chequered Skipper,2,,,,,,,,2001,6,23,182850,763550
1174,NM829635,NM8263,21/05/2001,Chequered Skipper,3,,,,,,,,2001,5,21,182950,763550
1175,NM829635,NM8263,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,182950,763550
1176,NM829635,NM8263,23/06/2001,Chequered Skipper,1,,,,,,,,2001,6,23,182950,763550
1177,NM831635,NM8363,21/05/2001,Chequered Skipper,1,,,,,,,,2001,5,21,183150,763550
1178,NM831635,NM8363,06/06/2001,Chequered Skipper,1,,,,,,,,2001,6,6,183150,763550
1179,NM831635,NM8363,23/06/2001,Chequered Skipper,1,,,,,,,,2001,6,23,183150,763550
1180,NM832636,NM8363,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,183250,763650
1181,NM832636,NM8363,06/06/2001,Chequered Skipper,1,,,,,,,,2001,6,6,183250,763650
1182,NN077919,NN0791,25/05/2001,Chequered Skipper,4,,,,,,,,2001,5,25,207750,791950
1183,NN078919,NN0791,25/05/2001,Chequered Skipper,3,,,,,,,,2001,5,25,207850,791950
1184,NN081918,NN0891,25/05/2001,Chequered Skipper,3,,,,,,,,2001,5,25,208150,791850
1185,NN086916,NN0891,25/05/2001,Chequered Skipper,4,,,,,,,,2001,5,25,208650,791650
1186,NN089915,NN0891,25/05/2001,Chequered Skipper,2,,,,,,,,2001,5,25,208950,791550
1187,NM901796,NM9079,15/06/2001,Chequered Skipper,1,,,,,,,,2001,6,15,190150,779650
1188,NM901796,NM9079,22/06/2001,Chequered Skipper,2,,,,,,,,2001,6,22,190150,779650
1189,NM901796,NM9079,26/06/2001,Chequered Skipper,2,,,,,,,,2001,6,26,190150,779650
1190,NM906799,NM9079,22/06/2001,Chequered Skipper,3,,,,,,,,2001,6,22,190650,779950
1191,NM906799,NM9079,26/06/2001,Chequered Skipper,2,,,,,,,,2001,6,26,190650,779950
1192,NM917799,NM9179,22/06/2001,Chequered Skipper,1,,,,,,,,2001,6,22,191750,779950
1193,NM917800,NM9180,24/05/2001,Chequered Skipper,1,,,,,,,,2001,5,24,191750,780050
1194,NM923794,NM9279,15/05/2001,Chequered Skipper,2,,,,,,,,2001,5,15,192350,779450
1195,NM923794,NM9279,22/06/2001,Chequered Skipper,2,,,,,,,,2001,6,22,192350,779450
1196,NN150775,NN1577,06/06/2001,Chequered Skipper,2,,,,,,,,2001,6,6,215050,777550
1197,NN162783,NN1678,06/06/2001,Chequered Skipper,4,,,,,,,,2001,6,6,216250,778350
1198,NM799677,NM7967,15/06/2001,Chequered Skipper,2,,,,,,,,2001,6,15,179950,767750
1199,NM799677,NM7967,26/06/2001,Chequered Skipper,1,,,,,,,,2001,6,26,179950,767750
1200,NM808674,NM8067,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,180850,767450
1201,NM782693,NM7869,21/05/2001,Chequered Skipper,2,,,,,,,,2001,5,21,178250,769350
1202,NM782693,NM7869,26/06/2001,Chequered Skipper,2,,,,,,,,2001,6,26,178250,769350
1203,NN163820,NN1682,25/05/2001,Chequered Skipper,5,,,,,,,,2001,5,25,216350,782050
1204,NN164820,NN1682,25/05/2001,Chequered Skipper,2,,,,,,,,2001,5,25,216450,782050
1205,NM838734,NM8373,20/05/2001,Chequered Skipper,2,,,,,,,,2001,5,20,183850,773450
1206,NM838734,NM8373,29/05/2001,Chequered Skipper,1,,,,,,,,2001,5,29,183850,773450
1207,NM838734,NM8373,10/06/2001,Chequered Skipper,2,,,,,,,,2001,6,10,183850,773450
1208,NM839734,NM8373,14/05/2001,Chequered Skipper,1,,,,,,,,2001,5,14,183950,773450
1209,NM839734,NM8373,20/05/2001,Chequered Skipper,2,,,,,,,,2001,5,20,183950,773450
1210,NM839734,NM8373,23/05/2001,Chequered Skipper,1,,,,,,,,2001,5,23,183950,773450
1211,NM839734,NM8373,29/05/2001,Chequered Skipper,3,,,,,,,,2001,5,29,183950,773450
1212,NM839734,NM8373,10/06/2001,Chequered Skipper,1,,,,,,,,2001,6,10,183950,773450
1213,NM839735,NM8373,14/05/2001,Chequered Skipper,1,,,,,,,,2001,5,14,183950,773550
1214,NM839735,NM8373,20/05/2001,Chequered Skipper,2,,,,,,,,2001,5,20,183950,773550
1215,NM839735,NM8373,29/05/2001,Chequered Skipper,2,,,,,,,,2001,5,29,183950,773550
1216,NM839735,NM8373,10/06/2001,Chequered Skipper,1,,,,,,,,2001,6,10,183950,773550
1217,NM839735,NM8373,18/06/2001,Chequered Skipper,1,,,,,,,,2001,6,18,183950,773550
1218,NM840734,NM8473,20/05/2001,Chequered Skipper,1,,,,,,,,2001,5,20,184050,773450
1219,NM840734,NM8473,29/05/2001,Chequered Skipper,1,,,,,,,,2001,5,29,184050,773450
1220,NM840734,NM8473,10/06/2001,Chequered Skipper,2,,,,,,,,2001,6,10,184050,773450
1221,NM841734,NM8473,20/05/2001,Chequered Skipper,1,,,,,,,,2001,5,20,184150,773450
1222,NM841734,NM8473,29/05/2001,Chequered Skipper,2,,,,,,,,2001,5,29,184150,773450
1223,NM841734,NM8473,10/06/2001,Chequered Skipper,1,,,,,,,,2001,6,10,184150,773450
1224,NM841734,NM8473,18/06/2001,Chequered Skipper,1,,,,,,,,2001,6,18,184150,773450
1225,NM842734,NM8473,20/05/2001,Chequered Skipper,1,,,,,,,,2001,5,20,184250,773450
1226,NM842734,NM8473,29/05/2001,Chequered Skipper,2,,,,,,,,2001,5,29,184250,773450
1227,NM842734,NM8473,10/06/2001,Chequered Skipper,2,,,,,,,,2001,6,10,184250,773450
1228,NM842734,NM8473,18/06/2001,Chequered Skipper,2,,,,,,,,2001,6,18,184250,773450
1229,NM842734,NM8473,23/06/2001,Chequered Skipper,1,,,,,,,,2001,6,23,184250,773450
1230,NM934449,NM9344,10/06/2002,Chequered Skipper,1,,,,,,,,2002,6,10,193450,744950
1231,NM9243,NM9243,17/06/2002,Chequered Skipper,1,,,,,,,,2002,6,17,192500,743500
1232,NN1291,NN1291,01/06/2002,Chequered Skipper,6,,,,,,,,2002,6,1,212500,791500
1233,NM992917,NM9991,01/06/2002,Chequered Skipper,2,,,,,,,,2002,6,1,199250,791750
1234,NN104913,NN1091,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,210450,791350
1235,NN0146,NN0146,30/05/2002,Chequered Skipper,C,,,,,,,,2002,5,30,201500,746500
1236,NN1091,NN1091,31/05/2002,Chequered Skipper,C,,,,,,,,2002,5,31,210500,791500
1237,NN104915,NN1091,01/06/2002,Chequered Skipper,B,,,,,,,,2002,6,1,210450,791550
1238,NN104915,NN1091,07/06/2002,Chequered Skipper,1,,,,,,,,2002,6,7,210450,791550
1239,NN119914,NN1191,01/06/2002,Chequered Skipper,C,,,,,,,,2002,6,1,211950,791450
1240,NN120913,NN1291,07/06/2002,Chequered Skipper,1,,,,,,,,2002,6,7,212050,791350
1241,NN122911,NN1291,11/06/2002,Chequered Skipper,1,,,,,,,,2002,6,11,212250,791150
1242,NN053924,NN0592,01/06/2002,Chequered Skipper,B,,,,,,,,2002,6,1,205350,792450
1243,NN053924,NN0592,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,205350,792450
1244,NN104914,NN1091,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,210450,791450
1245,NN118913,NN1191,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,211850,791350
1246,NN121914,NN1291,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,212150,791450
1247,NN1291,NN1291,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,212500,791500
1248,NM8761,NM8761,16/06/2002,Chequered Skipper,1,,,,,,,,2002,6,16,187500,761500
1249,NN0792,NN0792,16/06/2002,Chequered Skipper,1,,,,,,,,2002,6,16,207500,792500
1250,NM746618,NM7461,21/05/2002,Chequered Skipper,B,,,,,,,,2002,5,21,174650,761850
1251,NM746618,NM7461,20/06/2002,Chequered Skipper,1,,,,,,,,2002,6,20,174650,761850
1252,NM846618,NM8461,06/06/2002,Chequered Skipper,2,,,,,,,,2002,6,6,184650,761850
1253,NM827632,NM8263,20/06/2002,Chequered Skipper,1,,,,,,,,2002,6,20,182750,763250
1254,NM831635,NM8363,06/06/2002,Chequered Skipper,2,,,,,,,,2002,6,6,183150,763550
1255,NM832636,NM8363,23/06/2002,Chequered Skipper,2,,,,,,,,2002,6,23,183250,763650
1256,NM840734,NM8473,18/05/2002,Chequered Skipper,B,,,,,,,,2002,5,18,184050,773450
1257,NM840734,NM8473,28/05/2002,Chequered Skipper,B,,,,,,,,2002,5,28,184050,773450
1258,NM840734,NM8473,01/06/2002,Chequered Skipper,C,,,,,,,,2002,6,1,184050,773450
1259,NM840734,NM8473,08/06/2002,Chequered Skipper,B,,,,,,,,2002,6,8,184050,773450
1260,NM840734,NM8473,15/06/2002,Chequered Skipper,B,,,,,,,,2002,6,15,184050,773450
1261,NM840734,NM8473,25/06/2002,Chequered Skipper,B,,,,,,,,2002,6,25,184050,773450
1262,NN121914,NN1291,01/06/2002,Chequered Skipper,0,,,,,,,,2002,6,1,212150,791450
1263,NM840820,NM8482,01/06/2002,Chequered Skipper,C,,,,,,,,2002,6,1,184050,782050
1264,NM706648,NM7064,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,170650,764850
1265,NM746618,NM7461,21/05/2002,Chequered Skipper,2,,,,,,,,2002,5,21,174650,761850
1266,NM746618,NM7461,20/06/2002,Chequered Skipper,1,,,,,,,,2002,6,20,174650,761850
1267,NM747617,NM7461,21/05/2002,Chequered Skipper,2,,,,,,,,2002,5,21,174750,761750
1268,NM846618,NM8461,06/06/2002,Chequered Skipper,2,,,,,,,,2002,6,6,184650,761850
1269,NM827632,NM8263,20/06/2002,Chequered Skipper,1,,,,,,,,2002,6,20,182750,763250
1270,NM831635,NM8363,06/06/2002,Chequered Skipper,2,,,,,,,,2002,6,6,183150,763550
1271,NM832636,NM8363,23/06/2002,Chequered Skipper,2,,,,,,,,2002,6,23,183250,763650
1272,NM838734,NM8373,28/05/2002,Chequered Skipper,1,,,,,,,,2002,5,28,183850,773450
1273,NM838734,NM8373,01/06/2002,Chequered Skipper,2,,,,,,,,2002,6,1,183850,773450
1274,NM839734,NM8373,18/05/2002,Chequered Skipper,2,,,,,,,,2002,5,18,183950,773450
1275,NM839734,NM8373,28/05/2002,Chequered Skipper,3,,,,,,,,2002,5,28,183950,773450
1276,NM839734,NM8373,01/06/2002,Chequered Skipper,3,,,,,,,,2002,6,1,183950,773450
1277,NM839734,NM8373,08/06/2002,Chequered Skipper,1,,,,,,,,2002,6,8,183950,773450
1278,NM839734,NM8373,15/06/2002,Chequered Skipper,2,,,,,,,,2002,6,15,183950,773450
1279,NM839734,NM8373,25/06/2002,Chequered Skipper,2,,,,,,,,2002,6,25,183950,773450
1280,NM839735,NM8373,18/05/2002,Chequered Skipper,1,,,,,,,,2002,5,18,183950,773550
1281,NM839735,NM8373,01/06/2002,Chequered Skipper,1,,,,,,,,2002,6,1,183950,773550
1282,NM839735,NM8373,08/06/2002,Chequered Skipper,2,,,,,,,,2002,6,8,183950,773550
1283,NM839735,NM8373,15/06/2002,Chequered Skipper,2,,,,,,,,2002,6,15,183950,773550
1284,NM839735,NM8373,25/06/2002,Chequered Skipper,1,,,,,,,,2002,6,25,183950,773550
1285,NM840734,NM8473,18/05/2002,Chequered Skipper,1,,,,,,,,2002,5,18,184050,773450
1286,NM840734,NM8473,28/05/2002,Chequered Skipper,2,,,,,,,,2002,5,28,184050,773450
1287,NM840734,NM8473,01/06/2002,Chequered Skipper,4,,,,,,,,2002,6,1,184050,773450
1288,NM840734,NM8473,08/06/2002,Chequered Skipper,1,,,,,,,,2002,6,8,184050,773450
1289,NM840734,NM8473,15/06/2002,Chequered Skipper,3,,,,,,,,2002,6,15,184050,773450
1290,NM840734,NM8473,25/06/2002,Chequered Skipper,1,,,,,,,,2002,6,25,184050,773450
1293,NM9835,NM9835,07/06/2001,Chequered Skipper,1,,,,,,,,2001,6,7,198500,735500
1294,NM977447,NM9744,23/06/2001,Chequered Skipper,0,,,,,,,,2001,6,23,197750,744750
1295,NM9744,NM9744,12/05/2001,Chequered Skipper,0,,,,,,,,2001,5,12,197500,744500
1296,NN048500,NN0450,30/05/2001,Chequered Skipper,5,,,,,,,,2001,5,30,204850,750050
1297,NM992450,NM9945,24/05/2001,Chequered Skipper,19,,,,,,,,2001,5,24,199250,745050
1298,NM992450,NM9945,30/05/2001,Chequered Skipper,15,,,,,,,,2001,5,30,199250,745050
1299,NM992450,NM9945,06/06/2001,Chequered Skipper,4,,,,,,,,2001,6,6,199250,745050
1300,NM9243,NM9243,17/06/2002,Chequered Skipper,0,,,,,,,,2002,6,17,192500,743500
1301,NM934449,NM9344,10/06/2002,Chequered Skipper,0,,,,,,,,2002,6,10,193450,744950
1302,NM997452,NM9945,05/06/2002,Chequered Skipper,9,,,,,,,,2002,6,5,199750,745250
1303,NM977444,NM9744,05/06/2002,Chequered Skipper,8,,,,,,,,2002,6,5,197750,744450
1304,NM934449,NM9344,10/06/2002,Chequered Skipper,1,,,,,,,,2002,6,10,193450,744950
1305,NM9243,NM9243,17/06/2002,Chequered Skipper,1,,,,,,,,2002,6,17,192500,743500
1306,NN0146,NN0146,30/05/2002,Chequered Skipper,C,,,,,,,,2002,5,30,201500,746500
1307,NN04D,,21/05/2002,Chequered Skipper,B,,,,,,,,2002,5,21,201000,747000
1308,NM988450,NM9845,06/06/2002,Chequered Skipper,0,,,,,,,,2002,6,6,198850,745050
1309,NN083375,NN0837,28/05/2002,Chequered Skipper,B,,,,,,,,2002,5,28,208350,737550
1310,NN045360,NN0436,30/05/2002,Chequered Skipper,B,,,,,,,,2002,5,30,204550,736050
1311,NN048353,NN0435,30/05/2002,Chequered Skipper,B,,,,,,,,2002,5,30,204850,735350
1312,NN227815,NN2281,10/06/2003,Chequered Skipper,3,,,,,,,,2003,6,10,222750,781550
1313,NM998453,NM9945,09/06/2004,Chequered Skipper,7,,,,,,,,2004,6,9,199850,745350
1314,NN005443,NN0044,09/06/2004,Chequered Skipper,2,,,,,,,,2004,6,9,200550,744350
1315,NM840642,NM8464,16/06/2003,Chequered Skipper,1,,,,,,,,2003,6,16,184050,764250
1316,NM835641,NM8364,03/06/2003,Chequered Skipper,1,,,,,,,,2003,6,3,183550,764150
1317,NM836640,NM8364,30/05/2003,Chequered Skipper,2,,,,,,,,2003,5,30,183650,764050
1318,NM837641,NM8364,30/05/2003,Chequered Skipper,1,,,,,,,,2003,5,30,183750,764150
1319,NM838641,NM8364,30/05/2003,Chequered Skipper,1,,,,,,,,2003,5,30,183850,764150
1320,NM838641,NM8364,30/05/2003,Chequered Skipper,1,,,,,,,,2003,5,30,183850,764150
1321,NM840642,NM8464,03/06/2003,Chequered Skipper,1,,,,,,,,2003,6,3,184050,764250
1322,NM840642,NM8464,09/06/2003,Chequered Skipper,1,,,,,,,,2003,6,9,184050,764250
1323,NM840642,NM8464,03/06/2003,Chequered Skipper,2,,,,,,,,2003,6,3,184050,764250
1324,NM840642,NM8464,09/06/2003,Chequered Skipper,2,,,,,,,,2003,6,9,184050,764250
1325,NM840642,NM8464,16/06/2003,Chequered Skipper,2,,,,,,,,2003,6,16,184050,764250
1326,NM965615,NM9661,24/05/2003,Chequered Skipper,2,,,,,,,,2003,5,24,196550,761550
1327,NM965615,NM9661,31/05/2003,Chequered Skipper,2,,,,,,,,2003,5,31,196550,761550
1328,NM965615,NM9661,31/05/2003,Chequered Skipper,1,,,,,,,,2003,5,31,196550,761550
1329,NM965615,NM9661,07/06/2003,Chequered Skipper,1,,,,,,,,2003,6,7,196550,761550
1330,NN055705,NN0570,24/05/2003,Chequered Skipper,1,,,,,,,,2003,5,24,205550,770550
1331,NN055705,NN0570,07/06/2003,Chequered Skipper,1,,,,,,,,2003,6,7,205550,770550
1332,NN055705,NN0570,31/05/2003,Chequered Skipper,3,,,,,,,,2003,5,31,205550,770550
1333,NN055705,NN0570,31/05/2003,Chequered Skipper,1,,,,,,,,2003,5,31,205550,770550
1334,NN055705,NN0570,07/06/2003,Chequered Skipper,1,,,,,,,,2003,6,7,205550,770550
1335,NN055705,NN0570,14/06/2003,Chequered Skipper,1,,,,,,,,2003,6,14,205550,770550
1336,NN055705,NN0570,31/05/2003,Chequered Skipper,1,,,,,,,,2003,5,31,205550,770550
1337,NN055705,NN0570,07/06/2003,Chequered Skipper,1,,,,,,,,2003,6,7,205550,770550
1338,NN055705,NN0570,31/05/2003,Chequered Skipper,1,,,,,,,,2003,5,31,205550,770550
1339,NN055705,NN0570,07/06/2003,Chequered Skipper,1,,,,,,,,2003,6,7,205550,770550
1340,NN055705,NN0570,24/05/2003,Chequered Skipper,1,,,,,,,,2003,5,24,205550,770550
1341,NN0045,NN0045,05/06/2003,Chequered Skipper,12,,,,,,,,2003,6,5,200500,745500
1342,NN0045,NN0045,05/06/2003,Chequered Skipper,1,,,,,,,,2003,6,5,200500,745500
1343,NN0045,NN0045,15/05/2003,Chequered Skipper,2,,,,,,,,2003,5,15,200500,745500
1344,NN0045,NN0045,30/05/2003,Chequered Skipper,2,,,,,,,,2003,5,30,200500,745500
1345,NN0045,NN0045,15/05/2003,Chequered Skipper,4,,,,,,,,2003,5,15,200500,745500
1346,NN0045,NN0045,30/05/2003,Chequered Skipper,4,,,,,,,,2003,5,30,200500,745500
1347,NN0045,NN0045,12/06/2003,Chequered Skipper,4,,,,,,,,2003,6,12,200500,745500
1348,NN0045,NN0045,15/05/2003,Chequered Skipper,1,,,,,,,,2003,5,15,200500,745500
1349,NN0045,NN0045,30/05/2003,Chequered Skipper,1,,,,,,,,2003,5,30,200500,745500
1350,NN0045,NN0045,15/05/2003,Chequered Skipper,1,,,,,,,,2003,5,15,200500,745500
1351,NN0045,NN0045,30/05/2003,Chequered Skipper,1,,,,,,,,2003,5,30,200500,745500
1352,NN0045,NN0045,15/05/2003,Chequered Skipper,5,,,,,,,,2003,5,15,200500,745500
1353,NN0045,NN0045,05/06/2003,Chequered Skipper,6,,,,,,,,2003,6,5,200500,745500
1354,NN0045,NN0045,15/05/2003,Chequered Skipper,1,,,,,,,,2003,5,15,200500,745500
1355,NN0045,NN0045,30/05/2003,Chequered Skipper,1,,,,,,,,2003,5,30,200500,745500
1356,NN0045,NN0045,05/06/2003,Chequered Skipper,1,,,,,,,,2003,6,5,200500,745500
1357,NM792688,NM7968,04/06/2003,Chequered Skipper,1,,,,,,,,2003,6,4,179250,768850
1358,NM794690,NM7969,04/06/2003,Chequered Skipper,1,,,,,,,,2003,6,4,179450,769050
1359,NM792690,NM7969,14/06/2003,Chequered Skipper,2,,,,,,,,2003,6,14,179250,769050
1360,NM838735,NM8373,05/06/2003,Chequered Skipper,3,,,,,,,,2003,6,5,183850,773550
1361,NM839735,NM8373,14/06/2003,Chequered Skipper,3,,,,,,,,2003,6,14,183950,773550
1362,NM838735,NM8373,24/05/2003,Chequered Skipper,3,,,,,,,,2003,5,24,183850,773550
1363,NM838735,NM8373,31/05/2003,Chequered Skipper,3,,,,,,,,2003,5,31,183850,773550
1364,NM838735,NM8373,05/06/2003,Chequered Skipper,3,,,,,,,,2003,6,5,183850,773550
1365,NM837735,NM8373,31/05/2003,Chequered Skipper,1,,,,,,,,2003,5,31,183750,773550
1366,NM843734,NM8473,15/05/2003,Chequered Skipper,1,,,,,,,,2003,5,15,184350,773450
1367,NM842734,NM8473,05/06/2003,Chequered Skipper,18,,,,,,,,2003,6,5,184250,773450
1368,NM840735,NM8473,31/05/2003,Chequered Skipper,7,,,,,,,,2003,5,31,184050,773550
1369,NN105913,NN1091,08/06/2004,Chequered Skipper,6,,,,,,,,2004,6,8,210550,791350
1370,NN105915,NN1091,08/06/2004,Chequered Skipper,1,,,,,,,,2004,6,8,210550,791550
1371,NN101915,NN1091,08/06/2004,Chequered Skipper,4,,,,,,,,2004,6,8,210150,791550
1372,NN120911,NN1291,08/06/2004,Chequered Skipper,1,,,,,,,,2004,6,8,212050,791150
1373,NN120911,NN1291,08/06/2004,Chequered Skipper,1,,,,,,,,2004,6,8,212050,791150
1374,NN122915,NN1291,08/06/2004,Chequered Skipper,2,,,,,,,,2004,6,8,212250,791550
1375,NN121914,NN1291,26/05/2004,Chequered Skipper,2,,,,,,,,2004,5,26,212150,791450
1376,NM836641,NM8364,27/05/2004,Chequered Skipper,1,,,,,,,,2004,5,27,183650,764150
1377,NM837641,NM8364,15/05/2004,Chequered Skipper,1,,,,,,,,2004,5,15,183750,764150
1378,NM838641,NM8364,15/05/2004,Chequered Skipper,1,,,,,,,,2004,5,15,183850,764150
1379,NN0045,NN0045,27/05/2004,Chequered Skipper,12,,,,,,,,2004,5,27,200500,745500
1380,NN0045,NN0045,08/06/2004,Chequered Skipper,12,,,,,,,,2004,6,8,200500,745500
1381,NN0045,NN0045,27/05/2004,Chequered Skipper,3,,,,,,,,2004,5,27,200500,745500
1382,NN0045,NN0045,08/06/2004,Chequered Skipper,3,,,,,,,,2004,6,8,200500,745500
1383,NN0045,NN0045,08/06/2004,Chequered Skipper,2,,,,,,,,2004,6,8,200500,745500
1384,NN0045,NN0045,08/06/2004,Chequered Skipper,2,,,,,,,,2004,6,8,200500,745500
1385,NN0045,NN0045,08/06/2004,Chequered Skipper,3,,,,,,,,2004,6,8,200500,745500
1386,NN0045,NN0045,12/06/2004,Chequered Skipper,3,,,,,,,,2004,6,12,200500,745500
1387,NN0045,NN0045,27/05/2004,Chequered Skipper,4,,,,,,,,2004,5,27,200500,745500
1388,NN0045,NN0045,08/06/2004,Chequered Skipper,1,,,,,,,,2004,6,8,200500,745500
1389,NN0045,NN0045,12/06/2004,Chequered Skipper,1,,,,,,,,2004,6,12,200500,745500
1390,NM792688,NM7968,31/05/2004,Chequered Skipper,5,,,,,,,,2004,5,31,179250,768850
1391,NM792690,NM7969,31/05/2004,Chequered Skipper,2,,,,,,,,2004,5,31,179250,769050
1392,NM789687,NM7868,31/05/2004,Chequered Skipper,1,,,,,,,,2004,5,31,178950,768750
