"","km_sq","easting","northing","Presence"
"873","NN1076",210500,776500,0
"874","NM6567",165500,767500,0
"875","NR6632",166500,632500,0
"876","NR8138",181500,638500,0
"877","NN0362",203500,762500,0
"878","NN0363",203500,763500,0
"879","NN0364",203500,764500,0
"880","NN0877",208500,777500,0
"881","NN1375",213500,775500,0
"882","NN0057",200500,757500,0
"883","NN0857",208500,757500,0
"884","NN0078",200500,778500,0
"885","NH1501",215500,801500,0
"886","NN1483",214500,783500,0
"887","NM6896",168500,796500,0
"888","NN1161",211500,761500,0
"889","NM6692",166500,792500,0
"890","NM8654",186500,754500,0
"891","NM9763",197500,763500,0
"892","NG6303",163500,803500,0
"893","NM7961",179500,761500,0
"894","NN2057",220500,757500,0
"895","NN1581",215500,781500,0
"896","NN1283",212500,783500,0
"897","NM6284",162500,784500,0
"898","NM4467",144500,767500,0
"899","NG6113",161500,813500,0
"900","NM6984",169500,784500,0
"901","NN1449",214500,749500,0
"902","NM4584",145500,784500,0
"903","NM4790",147500,790500,0
"904","NR6927",169500,627500,0
"905","NM3318",133500,718500,0
"906","NM3854",138500,754500,0
"907","NM3953",139500,753500,0
"908","NR2741",127500,641500,0
"909","NM3753",137500,753500,0
"910","NM3346",133500,746500,0
"911","NM3549",135500,749500,0
"912","NM3648",136500,748500,0
"913","NM3748",137500,748500,0
"914","NS3039",230500,639500,0
"915","NM8419",184500,719500,0
"916","NS0266",202500,666500,0
"917","NS1153",211500,653500,0
"918","NR3890",138500,690500,0
"919","NS0037",200500,637500,0
"920","NM8629",186500,729500,0
"921","NM8704",187500,704500,0
"922","NS2372",223500,672500,0
"923","NS2052",220500,652500,0
"924","NR3590",135500,690500,0
"925","NR3592",135500,692500,0
"926","NR3796",137500,696500,0
"927","NR3991",139500,691500,0
"928","NR3992",139500,692500,0
"929","NR4299",142500,699500,0
"930","NR3386",133500,686500,0
"931","NR9822",198500,622500,0
"932","NR8687",186500,687500,0
"933","NS3164",231500,664500,0
"934","NS3268",232500,668500,0
"935","NM8037",180500,737500,0
"936","NM8137",181500,737500,0
"937","NM9135",191500,735500,0
"938","NM4351",143500,751500,0
"939","NL9445",94500,745500,0
"940","NL9947",99500,747500,0
"941","NS1968",219500,668500,0
"942","NM7410",174500,710500,0
"943","NS1676",216500,676500,0
"944","NS0038",200500,638500,0
"945","NN3220",232500,720500,0
"946","NM9854",198500,754500,0
"947","NS0174",201500,674500,0
"948","NS1052",210500,652500,0
"949","NM8005",180500,705500,0
"950","NR9269",192500,669500,0
"951","NN3235",232500,735500,0
"952","NN3230",232500,730500,0
"953","NN2742",227500,742500,0
"954","NS0133",201500,633500,0
"955","NM3647",136500,747500,0
"956","NR9771",197500,671500,0
"957","NR9671",196500,671500,0
"958","NM7927",179500,727500,0
"959","NM8127",181500,727500,0
"960","NR6525",165500,625500,0
"961","NM4558",145500,758500,0
"962","NM5350",153500,750500,0
"963","NM5521",155500,721500,0
"964","NM7038",170500,738500,0
"965","NM7236",172500,736500,0
"966","NM7535",175500,735500,0
"967","NM6641",166500,741500,0
"968","NM5341",153500,741500,0
"969","NM5441",154500,741500,0
"970","NM5429",154500,729500,0
"971","NM7235",172500,735500,0
"972","NM7233",172500,733500,0
"973","NM7335",173500,735500,0
"974","NM7432",174500,732500,0
"975","NS0225",202500,625500,0
"976","NM7037",170500,737500,0
"977","NM3846",138500,746500,0
"978","NM3947",139500,747500,0
"979","NM3651",136500,751500,0
"980","NM3948",139500,748500,0
"981","NM3746",137500,746500,0
"982","NM3646",136500,746500,0
"983","NR9351",193500,651500,0
"984","NM9146",191500,746500,0
"985","NM9141",191500,741500,0
"986","NM8627",186500,727500,0
"987","NM9830",198500,730500,0
"988","NN0130",201500,730500,0
"989","NS0221",202500,621500,0
"990","NS1952",219500,652500,0
"991","NM8745",187500,745500,0
"992","NM9816",198500,716500,0
"993","NR8179",181500,679500,0
"994","NS3075",230500,675500,0
"995","NS0274",202500,674500,0
"996","NM8020",180500,720500,0
"997","NR8828",188500,628500,0
"998","NS2186",221500,686500,0
"999","NM0244",102500,744500,0
"1000","NL9545",95500,745500,0
"1001","NR8829",188500,629500,0
"1002","NM9134",191500,734500,0
"1003","NM7936",179500,736500,0
"1004","NS2741",227500,641500,0
"1005","NS1682",216500,682500,0
"1006","NM9246",192500,746500,0
"1007","NR9449",194500,649500,0
"1008","NR9452",194500,652500,0
"1009","NM9133",191500,733500,0
"1010","NM8828",188500,728500,0
"1011","NM5034",150500,734500,0
"1012","NM5135",151500,735500,0
"1013","NN2625",226500,725500,0
"1014","NS0425",204500,625500,0
"1015","NR8694",186500,694500,0
"1016","NN3028",230500,728500,0
"1017","NH2110",221500,810500,0
"1018","NM9247",192500,747500,0
"1019","NG7600",176500,800500,0
"1020","NN2081",220500,781500,0
"1021","NN0943",209500,743500,0
"1022","NN1043",210500,743500,0
"1023","NN1044",210500,744500,0
"1024","NN1145",211500,745500,0
"1025","NN1084",210500,784500,0
"1026","NN0759",207500,759500,0
"1027","NN0960",209500,760500,0
"1028","NN1378",213500,778500,0
"1029","NN1477",214500,777500,0
"1030","NM6672",166500,772500,0
"1031","NN0860",208500,760500,0
"1032","NM7883",178500,783500,0
"1033","NM9755",197500,755500,0
"1034","NH1301",213500,801500,0
"1035","NM9891",198500,791500,0
"1036","NN0884",208500,784500,0
"1037","NN2082",220500,782500,0
"1038","NM7411",174500,711500,0
"1039","NR6947",169500,647500,0
"1040","NM4557",145500,757500,0
"1041","NM7434",174500,734500,0
"1042","NM6441",164500,741500,0
"1043","NM6739",167500,739500,0
"1044","NM5054",150500,754500,0
"1045","NS1063",210500,663500,0
"1046","NS1058",210500,658500,0
"1047","NM3719",137500,719500,0
"1048","NM3845",138500,745500,0
"1049","NM4453",144500,753500,0
"1050","NM3219",132500,719500,0
"1051","NM4118",141500,718500,0
"1052","NM9946",199500,746500,0
"1053","NN2344",223500,744500,0
"1054","NS3162",231500,662500,0
"1055","NS2864",228500,664500,0
"1056","NS2964",229500,664500,0
"1057","NM4757",147500,757500,0
"1058","NS1748",217500,648500,0
"1059","NM4954",149500,754500,0
"1060","NM4054",140500,754500,0
"1061","NM6123",161500,723500,0
"1062","NS2057",220500,657500,0
"1063","NM9236",192500,736500,0
"1064","NM7412",174500,712500,0
"1065","NM7407",174500,707500,0
"1066","NM8724",187500,724500,0
"1067","NM9231",192500,731500,0
"1068","NM8520",185500,720500,0
"1069","NM8620",186500,720500,0
"1070","NM8120",181500,720500,0
"1071","NM7819",178500,719500,0
"1072","NM8400",184500,700500,0
"1073","NM8401",184500,701500,0
"1074","NM8829",188500,729500,0
"1075","NN0132",201500,732500,0
"1076","NM8312",183500,712500,0
"1077","NM7417",174500,717500,0
"1078","NM7516",175500,716500,0
"1079","NM4100",141500,700500,0
"1080","NR3593",135500,693500,0
"1081","NR3687",136500,687500,0
"1082","NR3787",137500,687500,0
"1083","NR3789",137500,689500,0
"1084","NR3994",139500,694500,0
"1085","NN0248",202500,748500,0
"1086","NN2002",220500,702500,0
"1087","NL9946",99500,746500,0
"1088","NR8558",185500,658500,0
"1089","NR8657",186500,657500,0
"1090","NS2171",221500,671500,0
"1091","NS0087",200500,687500,0
"1092","NS2466",224500,666500,0
"1093","NR9369",193500,669500,0
"1094","NR9873",198500,673500,0
"1095","NS3355",233500,655500,0
"1096","NL9547",95500,747500,0
"1097","NM0245",102500,745500,0
"1098","NN2342",223500,742500,0
"1099","NM8528",185500,728500,0
"1100","NS3231",232500,631500,0
"1101","NM9931",199500,731500,0
"1102","NM9332",193500,732500,0
"1103","NM2161",121500,761500,0
"1104","NM7515",175500,715500,0
"1105","NM8019",180500,719500,0
"1106","NR8187",181500,687500,0
"1107","NS3262",232500,662500,0
"1108","NN3009",230500,709500,0
"1109","NM9137",191500,737500,0
"1110","NR7525",175500,625500,0
"1111","NF8113",81500,813500,0
"1112","NH2210",222500,810500,0
"1113","NM6161",161500,761500,0
"1114","NM5163",151500,763500,0
"1115","NM6685",166500,785500,0
"1116","NM6260",162500,760500,0
"1117","NN1059",210500,759500,0
"1118","NN0958",209500,758500,0
"1119","NN1677",216500,777500,0
"1120","NN1889",218500,789500,0
"1121","NN1669",216500,769500,0
"1122","NM6551",165500,751500,0
"1123","NN1158",211500,758500,0
"1124","NN1173",211500,773500,0
"1125","NM8147",181500,747500,0
"1126","NM8146",181500,746500,0
"1127","NM8145",181500,745500,0
"1128","NM8246",182500,746500,0
"1129","NR8261",182500,661500,0
"1130","NM6125",161500,725500,0
"1131","NM5548",155500,748500,0
"1132","NM4746",147500,746500,0
"1133","NM5351",153500,751500,0
"1134","NS3241",232500,641500,0
"1135","NM3119",131500,719500,0
"1136","NM7534",175500,734500,0
"1137","NM7331",173500,731500,0
"1138","NM5229",152500,729500,0
"1139","NM5253",152500,753500,0
"1140","NR8843",188500,643500,0
"1141","NN2307",223500,707500,0
"1142","NM9738",197500,738500,0
"1143","NN1805",218500,705500,0
"1144","NM5140",151500,740500,0
"1145","NM5226",152500,726500,0
"1146","NM8727",187500,727500,0
"1147","NS2046",220500,646500,0
"1148","NS2243",222500,643500,0
"1149","NS3143",231500,643500,0
"1150","NR8655",186500,655500,0
"1151","NS2242",222500,642500,0
"1152","NM8111",181500,711500,0
"1153","NS2939",229500,639500,0
"1154","NM0348",103500,748500,0
"1155","NS2883",228500,683500,0
"1156","NM6223",162500,723500,0
"1157","NR2664",126500,664500,0
"1158","NS1776",217500,676500,0
"1159","NS2371",223500,671500,0
"1160","NS2471",224500,671500,0
"1161","NM9346",193500,746500,0
"1162","NM9223",192500,723500,0
"1163","NM8720",187500,720500,0
"1164","NM7513",175500,713500,0
"1165","NS2740",227500,640500,0
"1166","NS2839",228500,639500,0
"1167","NS2938",229500,638500,0
"1168","NR7990",179500,690500,0
"1169","NR7829",178500,629500,0
"1170","NS1385",213500,685500,0
"1171","NM9954",199500,754500,0
"1172","NG6005",160500,805500,0
"1173","NM7180",171500,780500,0
"1174","NN1457",214500,757500,0
"1175","NM9464",194500,764500,0
"1176","NM4662",146500,762500,0
"1177","NN1668",216500,768500,0
"1178","NN0158",201500,758500,0
"1179","NR7127",171500,627500,0
"1180","NM7431",174500,731500,0
"1181","NM4456",144500,756500,0
"1182","NM4256",142500,756500,0
"1183","NM5823",158500,723500,0
"1184","NM7231",172500,731500,0
"1185","NM6532",165500,732500,0
"1186","NS2641",226500,641500,0
"1187","NS0762",207500,662500,0
"1188","NS0864",208500,664500,0
"1189","NR8768",187500,668500,0
"1190","NM5352",153500,752500,0
"1191","NS2640",226500,640500,0
"1192","NM9024",190500,724500,0
"1193","NM9124",191500,724500,0
"1194","NM9930",199500,730500,0
"1195","NS3248",232500,648500,0
"1196","NS1852",218500,652500,0
"1197","NS2972",229500,672500,0
"1198","NS2871",228500,671500,0
"1199","NM8612",186500,712500,0
"1200","NM8516",185500,716500,0
"1201","NR3070",130500,670500,0
"1202","NR7150",171500,650500,0
"1203","NR8485",184500,685500,0
"1204","NM6226",162500,726500,0
"1205","NM9533",195500,733500,0
"1206","NS2771",227500,671500,0
"1207","NS2048",220500,648500,0
"1208","NG5905",159500,805500,0
"1209","NG5908",159500,808500,0
"1210","NG5706",157500,806500,0
"1211","NN1550",215500,750500,0
"1212","NN0660",206500,760500,0
"1213","NN1551",215500,751500,0
"1214","NN1962",219500,762500,0
"1215","NN1448",214500,748500,0
"1216","NM9792",197500,792500,0
"1217","NM9992",199500,792500,0
"1218","NN0092",200500,792500,0
"1219","NM9791",197500,791500,0
"1220","NM1556",115500,756500,0
"1221","NM5929",159500,729500,0
"1222","NM6531",165500,731500,0
"1223","NM9644",196500,744500,0
"1224","NN0027",200500,727500,0
"1225","NM8501",185500,701500,0
"1226","NM8512",185500,712500,0
"1227","NR8797",187500,697500,0
"1228","NR8897",188500,697500,0
"1229","NM8825",188500,725500,0
"1230","NM9928",199500,728500,0
"1231","NM4252",142500,752500,0
"1232","NM1756",117500,756500,0
"1233","NM1653",116500,753500,0
"1234","NM9123",191500,723500,0
"1235","NN0740",207500,740500,0
"1236","NR8095",180500,695500,0
"1237","NM7313",173500,713500,0
"1238","NR8293",182500,693500,0
"1239","NR7996",179500,696500,0
"1240","NR8399",183500,699500,0
"1241","NM8529",185500,729500,0
"1242","NM8101",181500,701500,0
"1243","NR7485",174500,685500,0
"1244","NS2573",225500,673500,0
"1245","NM9315",193500,715500,0
"1246","NS3041",230500,641500,0
"1247","NM1552",115500,752500,0
"1248","NM1754",117500,754500,0
"1249","NM1454",114500,754500,0
"1250","NM2256",122500,756500,0
"1251","NM1854",118500,754500,0
"1252","NM2258",122500,758500,0
"1253","NN0814",208500,714500,0
"1254","NM7616",176500,716500,0
"1255","NM9733",197500,733500,0
"1256","NM9545",195500,745500,0
"1257","NR8392",183500,692500,0
"1258","NR9350",193500,650500,0
"1259","NM9510",195500,710500,0
"1260","NM9347",193500,747500,0
"1261","NM8611",186500,711500,0
"1262","NR8178",181500,678500,0
"1263","NR7778",177500,678500,0
"1264","NM9833",198500,733500,0
"1265","NN0640",206500,740500,0
"1266","NN0539",205500,739500,0
"1267","NM7601",176500,701500,0
"1268","NM7702",177500,702500,0
"1269","NH2801",228500,801500,0
"1270","NM7050",170500,750500,0
"1271","NM8161",181500,761500,0
"1272","NN1184",211500,784500,0
"1273","NG6106",161500,806500,0
"1274","NN1346",213500,746500,0
"1275","NN1751",217500,751500,0
"1276","NN1568",215500,768500,0
"1277","NN1562",215500,762500,0
"1278","NM7272",172500,772500,0
"1279","NM5942",159500,742500,0
"1280","NM5329",153500,729500,0
"1281","NM7602",176500,702500,0
"1282","NM9428",194500,728500,0
"1283","NR8498",184500,698500,0
"1284","NM8301",183500,701500,0
"1285","NM8428",184500,728500,0
"1286","NM3918",139500,718500,0
"1287","NM2060",120500,760500,0
"1288","NM1353",113500,753500,0
"1289","NM8513",185500,713500,0
"1290","NR6547",165500,647500,0
"1291","NR9491",194500,691500,0
"1292","NM7618",176500,718500,0
"1293","NR8294",182500,694500,0
"1294","NM8330",183500,730500,0
"1295","NR6636",166500,636500,0
"1296","NR2742",127500,642500,0
"1297","NS2587",225500,687500,0
"1298","NM9818",198500,718500,0
"1299","NM9917",199500,717500,0
"1300","NN0840",208500,740500,0
"1301","NG9904",199500,804500,0
"1302","NN1662",216500,762500,0
"1303","NN2578",225500,778500,0
"1304","NM5126",151500,726500,0
"1305","NM8525",185500,725500,0
"1306","NM9532",195500,732500,0
"1307","NM8526",185500,726500,0
"1308","NM1758",117500,758500,0
"1309","NM1858",118500,758500,0
"1310","NM7051",170500,751500,0
"1311","NM7151",171500,751500,0
"1312","NM9943",199500,743500,0
"1313","NM4758",147500,758500,0
"1314","NN0672",206500,772500,0
"1315","NS1887",218500,687500,0
"1316","NM7559",175500,759500,0
"1317","NM7163",171500,763500,0
"1318","NM7263",172500,763500,0
"1319","NM9140",191500,740500,0
"1320","NM8924",189500,724500,0
"1321","NM8211",182500,711500,0
"1322","NS2161",221500,661500,0
"1323","NG3704",137500,804500,0
"1324","NM6572",165500,772500,0
"1325","NS1168",211500,668500,0
"1326","NM3821",138500,721500,0
"1327","NG3604",136500,804500,0
"1328","NM8701",187500,701500,0
"1329","NR9987",199500,687500,0
"1330","NM9932",199500,732500,1
"1331","NR7099",170500,699500,1
"1332","NR7080",170500,680500,1
"1333","NM7232",172500,732500,1
"1334","NR6979",169500,679500,1
"1335","NR7181",171500,681500,1
"1336","NR7081",170500,681500,1
"1337","NM7903",179500,703500,1
"1338","NR8093",180500,693500,1
"1339","NM8725",187500,725500,1
"1340","NM9830",198500,730500,1
"1341","NM7514",175500,714500,1
"1342","NR7285",172500,685500,1
"1343","NM8107",181500,707500,1
"1344","NR6980",169500,680500,1
"1345","NR7283",172500,683500,1
"1346","NR7284",172500,684500,1
"1347","NR7384",173500,684500,1
"1348","NR7385",173500,685500,1
"1349","NR2772",127500,672500,1
"1350","NR2773",127500,673500,1
"1351","NM8423",184500,723500,1
"1352","NR2768",127500,668500,1
"1353","NM7614",176500,714500,1
"1354","NM9342",193500,742500,1
"1355","NR7282",172500,682500,1
"1356","NM9140",191500,740500,1
"1357","NR1752",117500,652500,1
"1358","NM9633",196500,733500,1
"1359","NM9831",198500,731500,1
"1360","NM8942",189500,742500,1
"1361","NR2965",129500,665500,1
"1362","NR1751",117500,651500,1
"1363","NR2562",125500,662500,1
"1364","NR7383",173500,683500,1
"1365","NM7432",174500,732500,1
"1366","NM7615",176500,715500,1
"1367","NR2769",127500,669500,1
"1368","NR7079",170500,679500,1
"1369","NR2269",122500,669500,1
"1370","NR2872",128500,672500,1
"1371","NR3373",133500,673500,1
"1372","NM7333",173500,733500,1
"1373","NR3386",133500,686500,1
"1374","NR6899",168500,699500,1
"1375","NR6185",161500,685500,1
"1376","NR6996",169500,696500,1
"1377","NR7097",170500,697500,1
"1378","NR7096",170500,696500,1
"1379","NR6894",168500,694500,1
"1380","NR6895",168500,695500,1
"1381","NR4469",144500,669500,1
"1382","NR3689",136500,689500,1
"1383","NM7031",170500,731500,1
"1384","NM7332",173500,732500,1
"1385","NM8240",182500,740500,1
"1386","NM8441",184500,741500,1
"1387","NM5146",151500,746500,1
"1388","NM6829",168500,729500,1
"1389","NM5147",151500,747500,1
"1390","NM8339",183500,739500,1
"1391","NM7131",171500,731500,1
"1392","NM7902",179500,702500,1
"1393","NM9041",190500,741500,1
"1394","NR7387",173500,687500,1
"1395","NM7433",174500,733500,1
"1396","NR2170",121500,670500,1
"1397","NR4552",145500,652500,1
"1398","NR2066",120500,666500,1
"1399","NM8627",186500,727500,1
"1400","NR3962",139500,662500,1
"1401","NR4164",141500,664500,1
"1402","NM9146",191500,746500,1
"1403","NM8340",183500,740500,1
"1404","NN0030",200500,730500,1
"1405","NR1654",116500,654500,1
"1406","NM7703",177500,703500,1
"1407","NM7803",178500,703500,1
"1408","NR7180",171500,680500,1
"1409","NM7330",173500,730500,1
"1410","NM7328",173500,728500,1
"1411","NM7802",178500,702500,1
"1412","NR1653",116500,653500,1
"1413","NM7430",174500,730500,1
"1414","NR8490",184500,690500,1
"1415","NM3923",139500,723500,1
"1416","NR2871",128500,671500,1
"1417","NR6893",168500,693500,1
"1418","NR6692",166500,692500,1
"1419","NM7804",178500,704500,1
"1420","NR6183",161500,683500,1
"1421","NR8094",180500,694500,1
"1422","NR3359",133500,659500,1
"1423","NM9242",192500,742500,1
"1424","NM4339",143500,739500,1
"1425","NM4439",144500,739500,1
"1426","NR3968",139500,668500,1
"1427","NM8442",184500,742500,1
"1428","NR8796",187500,696500,1
"1429","NM4023",140500,723500,1
"1430","NM7701",177500,701500,1
"1431","NR4553",145500,653500,1
"1432","NM4022",140500,722500,1
"1433","NR8591",185500,691500,1
"1434","NM5445",154500,745500,1
"1435","NR2770",127500,670500,1
"1436","NM8422",184500,722500,1
"1437","NR5063",150500,663500,1
"1438","NR8390",183500,690500,1
"1439","NR2660",126500,660500,1
"1440","NR1553",115500,653500,1
"1441","NR2569",125500,669500,1
"1442","NN1256",212500,756500,1
"1443","NM9243",192500,743500,1
"1444","NM9832",198500,732500,1
"1445","NR7791",177500,691500,1
"1446","NR7689",176500,689500,1
"1447","NM7921",179500,721500,1
"1448","NM8303",183500,703500,1
"1449","NM8105",181500,705500,1
"1450","NM8601",186500,701500,1
"1451","NM6830",168500,730500,1
"1452","NM8532",185500,732500,1
"1453","NR6879",168500,679500,1
"1454","NR8190",181500,690500,1
"1455","NS0274",202500,674500,1
"1456","NM9544",195500,744500,1
"1457","NR6653",166500,653500,1
"1458","NM8541",185500,741500,1
"1459","NM8123",181500,723500,1
"1460","NS1152",211500,652500,1
"1461","NR2673",126500,673500,1
"1462","NR1655",116500,655500,1
"1463","NM5630",156500,730500,1
"1464","NM8039",180500,739500,1
"1465","NM7431",174500,731500,1
"1466","NR5471",154500,671500,1
"1467","NM6897",168500,797500,1
"1468","NM7600",176500,700500,1
"1469","NM7700",177500,700500,1
"1470","NR8161",181500,661500,1
"1471","NM9040",190500,740500,1
"1472","NM9644",196500,744500,1
"1473","NM8207",182500,707500,1
"1474","NR3766",137500,666500,1
"1475","NR3877",138500,677500,1
"1476","NR3978",139500,678500,1
"1477","NR4078",140500,678500,1
"1478","NR3673",136500,673500,1
"1479","NR3674",136500,674500,1
"1480","NR3665",136500,665500,1
"1481","NR3776",137500,676500,1
"1482","NR3568",135500,668500,1
"1483","NR3676",136500,676500,1
"1484","NR3574",135500,674500,1
"1485","NR3166",131500,666500,1
"1486","NR3267",132500,667500,1
"1487","NR3467",134500,667500,1
"1488","NR3566",135500,666500,1
"1489","NR3067",130500,667500,1
"1490","NR2764",127500,664500,1
"1491","NR2271",122500,671500,1
"1492","NR2461",124500,661500,1
"1493","NR2672",126500,672500,1
"1494","NR2665",126500,665500,1
"1495","NR3558",135500,658500,1
"1496","NR3346",133500,646500,1
"1497","NR3344",133500,644500,1
"1498","NR3445",134500,645500,1
"1499","NR3044",130500,644500,1
"1500","NR3342",133500,642500,1
"1501","NR4556",145500,656500,1
"1502","NR4655",146500,655500,1
"1503","NR4658",146500,658500,1
"1504","NR4452",144500,652500,1
"1505","NR3867",138500,667500,1
"1506","NR3857",138500,657500,1
"1507","NR4461",144500,661500,1
"1508","NR7599",175500,699500,1
"1509","NR7699",176500,699500,1
"1510","NR3455",134500,655500,1
"1511","NM6800",168500,700500,1
"1512","NM6930",169500,730500,1
"1513","NM5548",155500,748500,1
"1514","NM5448",154500,748500,1
"1515","NM5449",154500,749500,1
"1516","NM5549",155500,749500,1
"1517","NM9030",190500,730500,1
"1518","NM8929",189500,729500,1
"1519","NM8827",188500,727500,1
"1520","NM8828",188500,728500,1
"1521","NS0960",209500,660500,1
"1522","NR3561",135500,661500,1
"1523","NR3345",133500,645500,1
"1524","NR3447",134500,647500,1
"1525","NR5977",159500,677500,1
"1526","NR3351",133500,651500,1
"1527","NR3563",135500,663500,1
"1528","NM7129",171500,729500,1
"1529","NM7702",177500,702500,1
"1530","NM7904",179500,704500,1
"1531","NR3746",137500,646500,1
"1532","NR3646",136500,646500,1
"1533","NR3847",138500,647500,1
"1534","NM9931",199500,731500,1
"1535","NM8527",185500,727500,1
"1536","NM8323",183500,723500,1
"1537","NM9930",199500,730500,1
"1538","NN0130",201500,730500,1
"1539","NN0029",200500,729500,1
"1540","NM9929",199500,729500,1
"1541","NM9141",191500,741500,1
"1542","NM9444",194500,744500,1
"1543","NM9246",192500,746500,1
"1544","NS0174",201500,674500,1
"1545","NM7304",173500,704500,1
"1546","NM6740",167500,740500,1
"1547","NM7435",174500,735500,1
"1548","NM7535",175500,735500,1
"1549","NM7038",170500,738500,1
"1550","NM6432",164500,732500,1
"1551","NM7335",173500,735500,1
"1552","NM7138",171500,738500,1
"1553","NM6739",167500,739500,1
"1554","NM6243",162500,743500,1
"1555","NM6839",168500,739500,1
"1556","NM5462",154500,762500,1
"1557","NM5220",152500,720500,1
"1558","NR6778",167500,678500,1
"1559","NM7127",171500,727500,1
"1560","NM8716",187500,716500,1
"1561","NM9655",196500,755500,1
"1562","NM7406",174500,706500,1
"1563","NM6433",164500,733500,1
"1564","NM6532",165500,732500,1
"1565","NM7434",174500,734500,1
"1566","NM9833",198500,733500,1
"1567","NM9933",199500,733500,1
"1568","NR7960",179500,660500,1
"1569","NM7412",174500,712500,1
"1570","NM8726",187500,726500,1
"1571","NR8162",181500,662500,1
"1572","NM8628",186500,728500,1
"1573","NR8261",182500,661500,1
"1574","NR8393",183500,693500,1
"1575","NR3490",134500,690500,1
"1576","NR3898",138500,698500,1
"1577","NR3692",136500,692500,1
"1578","NR3592",135500,692500,1
"1579","NR8399",183500,699500,1
"1580","NM7230",172500,730500,1
"1581","NS0961",209500,661500,1
"1582","NM7236",172500,736500,1
"1583","NM7329",173500,729500,1
"1584","NS0457",204500,657500,1
"1585","NM6331",163500,731500,1
"1586","NM6332",163500,732500,1
"1587","NM8727",187500,727500,1
"1588","NM9755",197500,755500,1
"1589","NM8037",180500,737500,1
"1590","NM8139",181500,739500,1
"1591","NM8137",181500,737500,1
"1592","NM7534",175500,734500,1
"1593","NM7513",175500,713500,1
"1594","NM7533",175500,733500,1
"1595","NN0534",205500,734500,1
"1596","NM7512",175500,712500,1
"1597","NM6320",163500,720500,1
"1598","NR3590",135500,690500,1
"1599","NR3589",135500,689500,1
"1600","NR3491",134500,691500,1
"1601","NR3591",135500,691500,1
"1602","NR7472",174500,672500,1
"1603","NM5743",157500,743500,1
"1604","NM6730",167500,730500,1
"1605","NM5054",150500,754500,1
"1606","NM6744",167500,744500,1
"1607","NS0459",204500,659500,1
"1608","NR6596",165500,696500,1
"1609","NM8008",180500,708500,1
"1610","NM4357",143500,757500,1
"1611","NM6531",165500,731500,1
"1612","NM4954",149500,754500,1
"1613","NM5428",154500,728500,1
"1614","NM5530",155500,730500,1
"1615","NR3690",136500,690500,1
"1616","NM4955",149500,755500,1
"1617","NM3819",138500,719500,1
"1618","NM3818",138500,718500,1
"1619","NR3141",131500,641500,1
"1620","NM7920",179500,720500,1
"1621","NM5842",158500,742500,1
"1622","NM4719",147500,719500,1
"1623","NM6631",166500,731500,1
"1624","NM7226",172500,726500,1
"1625","NM8121",181500,721500,1
"1626","NM8701",187500,701500,1
"1627","NM8700",187500,700500,1
"1628","NM9133",191500,733500,1
"1629","NM9532",195500,732500,1
"1630","NN0437",204500,737500,1
"1631","NN0026",200500,726500,1
"1632","NN0027",200500,727500,1
"1633","NM8414",184500,714500,1
"1634","NN0127",201500,727500,1
"1635","NN0126",201500,726500,1
"1636","NR3144",131500,644500,1
"1637","NM5221",152500,721500,1
"1638","NM9733",197500,733500,1
"1639","NM5329",153500,729500,1
"1640","NM5562",155500,762500,1
"1641","NM9632",196500,732500,1
"1642","NM4787",147500,787500,1
"1643","NM4484",144500,784500,1
"1644","NM9845",198500,745500,1
"1645","NM8400",184500,700500,1
"1646","NM7602",176500,702500,1
"1647","NM7601",176500,701500,1
"1648","NM7801",178500,701500,1
"1649","NR8095",180500,695500,1
"1650","NR8092",180500,692500,1
"1651","NR2742",127500,642500,1
"1652","NM7005",170500,705500,1
"1653","NM7105",171500,705500,1
"1654","NM4683",146500,783500,1
"1655","NR6881",168500,681500,1
"1656","NM5229",152500,729500,1
"1657","NM4118",141500,718500,1
"1658","NM7937",179500,737500,1
"1659","NM8239",182500,739500,1
"1660","NM8542",185500,742500,1
"1661","NM7334",173500,734500,1
"1662","NM7231",172500,731500,1
"1663","NM5228",152500,728500,1
"1664","NM5723",157500,723500,1
"1665","NR2741",127500,641500,1
"1666","NM7310",173500,710500,1
"1667","NM4024",140500,724500,1
"1668","NM8733",187500,733500,1
"1669","NM5929",159500,729500,1
"1670","NM6525",165500,725500,1
"1671","NM6822",168500,722500,1
"1672","NM6622",166500,722500,1
"1673","NM9533",195500,733500,1
"1674","NN1330",213500,730500,1
"1675","NM8520",185500,720500,1
"1676","NM8720",187500,720500,1
"1677","NM8528",185500,728500,1
"1678","NR5978",159500,678500,1
"1679","NR5979",159500,679500,1
"1680","NR6082",160500,682500,1
"1681","NM7227",172500,727500,1
"1682","NR3895",138500,695500,1
"1683","NM0246",102500,746500,1
"1684","NM0345",103500,745500,1
"1685","NM0245",102500,745500,1
"1686","NM0244",102500,744500,1
"1687","NM0247",102500,747500,1
"1688","NM0145",101500,745500,1
"1689","NR6880",168500,680500,1
"1690","NR8699",186500,699500,1
"1691","NR8698",186500,698500,1
"1692","NR3760",137500,660500,1
"1693","NR3661",136500,661500,1
"1694","NM5730",157500,730500,1
"1695","NM6029",160500,729500,1
"1696","NM6231",162500,731500,1
"1697","NM7030",170500,730500,1
"1698","NM5429",154500,729500,1
"1699","NM6230",162500,730500,1
"1700","NM6130",161500,730500,1
"1701","NM6220",162500,720500,1
