"easting","northing","n50m","mean","min","max"
175000,674000,400,86.7895001792908,8.19999980926514,176.100006103516
176000,674000,400,144.574999675751,81.5999984741211,198.600006103516
177000,674000,400,175.676250152588,141.199996948242,254.899993896484
178000,674000,400,252.421249656677,160.100006103516,341.399993896484
179000,674000,400,301.527249755859,231.699996948242,403.899993896484
180000,674000,400,391.301999588013,331.899993896484,452.299987792969
181000,674000,400,448.88124961853,374.100006103516,561.400024414062
182000,674000,400,404.418749389648,306,533.5
183000,674000,400,391.864249954224,296.200012207031,482
184000,674000,400,305.622500343323,207.899993896484,431.5
185000,674000,400,149.956749916077,63.5999984741211,254.899993896484
186000,674000,108,34.2074074193283,-1.29999995231628,78.0999984741211
190000,674000,16,4.79375004023314,-0.800000011920929,30.6000003814697
191000,674000,381,25.9574803438556,-0.800000011920929,120.599998474121
192000,674000,400,85.9887502026558,8.30000019073486,221.800003051758
193000,674000,400,139.831751022339,70.3000030517578,225.600006103516
194000,674000,400,151.338250350952,128.199996948242,202.600006103516
195000,674000,400,164.289000053406,127.900001525879,228.5
196000,674000,400,215.606499900818,149.899993896484,332.5
197000,674000,400,289.214000320435,207.300003051758,373.899993896484
198000,674000,400,231.334249277115,44.5999984741211,310.899993896484
199000,674000,339,88.2793509439733,-0.800000011920929,243.899993896484
201000,674000,298,42.8560403356666,-1,115.300003051758
202000,674000,146,11.1500000465814,-1,41.4000015258789
203000,674000,321,47.7526480031441,-1,165.699996948242
204000,674000,400,225.059999666214,37.2999992370605,369.399993896484
205000,674000,400,371.498249359131,286.100006103516,481.299987792969
206000,674000,400,381.078249549866,224.600006103516,448.100006103516
207000,674000,304,112.002631572026,-1,263.600006103516
209000,674000,353,97.4951842756515,-1,256.399993896484
210000,674000,400,351.12674987793,172.899993896484,468.600006103516
211000,674000,400,338.824499893188,142.5,471.399993896484
212000,674000,400,205.17949968338,127.599998474121,374.399993896484
213000,674000,400,354.326750640869,263.100006103516,401.100006103516
214000,674000,400,340.148750228882,279.600006103516,371.899993896484
215000,674000,400,196.031249866486,46.7000007629395,309.899993896484
216000,674000,237,72.173417413788,-1.10000002384186,141.300003051758
220000,674000,312,48.092628124767,-1.20000004768372,120.800003051758
221000,674000,400,131.126999912262,70.4000015258789,158.600006103516
222000,674000,400,103.040750017166,34.2999992370605,158.899993896484
223000,674000,400,74.1295000362396,34.0999984741211,180.199996948242
224000,674000,400,157.73424987793,42.2999992370605,231.699996948242
225000,674000,400,195.583499832153,129.399993896484,250.5
226000,674000,400,191.311250114441,96.9000015258789,236.600006103516
227000,674000,400,176.451000366211,127.199996948242,228.5
228000,674000,400,132.000499944687,62.2000007629395,203.5
229000,674000,400,101.278250184059,15.8999996185303,198.5
230000,674000,400,92.1337501049042,4.30000019073486,186.100006103516
231000,674000,388,46.8623712532914,-1.29999995231628,158.5
133000,674000,273,12.0483516378008,-0.600000023841858,24.7000007629395
2e+05,674000,100,38.3000000238419,-1,108.699996948242
232000,674000,273,27.9897436894777,-1.29999995231628,131.399993896484
132000,674000,1,-0.600000023841858,-0.600000023841858,-0.600000023841858
130000,674000,2,-0.600000023841858,-0.600000023841858,-0.600000023841858
128000,673000,399,24.3057643781629,-0.699999988079071,33.9000015258789
129000,673000,324,8.78611111926076,-0.699999988079071,27.3999996185303
130000,673000,191,-0.172251318059667,-0.699999988079071,1.89999997615814
132000,673000,250,5.26519998815656,-0.699999988079071,21.7999992370605
133000,673000,400,21.436500009764,-0.600000023841858,40.5
134000,673000,400,59.6042499494553,27.1000003814697,102.400001525879
135000,673000,400,119.628999881744,69.1999969482422,196.899993896484
136000,673000,400,124.458750095367,87.6999969482422,190.600006103516
137000,673000,400,158.274000053406,110.5,270.799987792969
138000,673000,400,206.118999862671,156.199996948242,303.799987792969
139000,673000,400,165.310000152588,118,211.199996948242
