"","km_sq","Presence","easting","northing"
"865","NN0535",1,205000,735000
"866","NN0537",1,205000,737000
"867","NN0538",1,205000,738000
"868","NN0539",1,205000,739000
"869","NN0548",1,205000,748000
"870","NN0559",0,205000,759000
"871","NN0560",1,205000,760000
"872","NN0570",1,205000,770000
"873","NN0571",1,205000,771000
"874","NN0592",1,205000,792000
"875","NN0635",1,206000,735000
"876","NN0639",1,206000,739000
"877","NN0640",1,206000,740000
"878","NN0660",0,206000,760000
"879","NN0672",1,206000,772000
"880","NN0723",1,207000,723000
"881","NN0726",0,207000,726000
"882","NN0727",0,207000,727000
"883","NN0736",1,207000,736000
"884","NN0740",1,207000,740000
"885","NN0759",1,207000,759000
"886","NN0777",1,207000,777000
"887","NN0778",1,207000,778000
"888","NN0784",0,207000,784000
"889","NN0791",1,207000,791000
"890","NN0792",1,207000,792000
"891","NN0814",0,208000,714000
"892","NN0826",0,208000,726000
"893","NN0827",0,208000,727000
"894","NN0837",1,208000,737000
"895","NN0840",1,208000,740000
"896","NN0841",1,208000,741000
"897","NN0857",0,208000,757000
"898","NN0858",0,208000,758000
"899","NN0860",1,208000,760000
"900","NN0870",1,208000,770000
"901","NN0871",1,208000,771000
"902","NN0877",1,208000,777000
"903","NN0878",1,208000,778000
"904","NN0884",0,208000,784000
"905","NN0891",1,208000,791000
"906","NN0941",1,209000,741000
"907","NN0942",1,209000,742000
"908","NN0943",1,209000,743000
"909","NN0958",0,209000,758000
"910","NN0960",1,209000,760000
"911","NN0970",1,209000,770000
"912","NN0971",1,209000,771000
"913","NN0976",0,209000,776000
"914","NN0977",1,209000,777000
"915","NN0978",1,209000,778000
"916","NN0983",1,209000,783000
"917","NN0984",1,209000,784000
"918","NN1036",1,210000,736000
"919","NN1043",1,210000,743000
"920","NN1044",1,210000,744000
"921","NN1045",1,210000,745000
"922","NN1058",1,210000,758000
"923","NN1059",0,210000,759000
"924","NN1076",1,210000,776000
"925","NN1084",1,210000,784000
"926","NN1091",1,210000,791000
"927","NN1126",0,211000,726000
"928","NN1145",1,211000,745000
"929","NN1156",0,211000,756000
"930","NN1157",1,211000,757000
"931","NN1158",1,211000,758000
"932","NN1161",1,211000,761000
"933","NN1164",1,211000,764000
"934","NN1173",1,211000,773000
"935","NN1174",0,211000,774000
"936","NN1177",0,211000,777000
"937","NN1183",1,211000,783000
"938","NN1184",1,211000,784000
"939","NN1191",1,211000,791000
"940","NN1227",0,212000,727000
"941","NN1245",1,212000,745000
"942","NN1246",1,212000,746000
"943","NN1256",1,212000,756000
"944","NN1257",0,212000,757000
"945","NN1261",1,212000,761000
"946","NN1271",1,212000,771000
"947","NN1273",1,212000,773000
"948","NN1276",1,212000,776000
"949","NN1277",1,212000,777000
"950","NN1279",0,212000,779000
"951","NN1283",1,212000,783000
"952","NN1291",1,212000,791000
"953","NN1292",1,212000,792000
"954","NN1345",1,213000,745000
"955","NN1346",1,213000,746000
"956","NN1361",1,213000,761000
"957","NN1371",1,213000,771000
"958","NN1372",0,213000,772000
"959","NN1375",1,213000,775000
"960","NN1377",1,213000,777000
"961","NN1378",1,213000,778000
"962","NN1379",1,213000,779000
"963","NN1382",1,213000,782000
"964","NN1383",1,213000,783000
"965","NN1390",1,213000,790000
"966","NN1429",0,214000,729000
"967","NN1446",1,214000,746000
"968","NN1447",1,214000,747000
"969","NN1448",1,214000,748000
"970","NN1449",1,214000,749000
"971","NN1457",0,214000,757000
"972","NN1461",0,214000,761000
"973","NN1462",1,214000,762000
"974","NN1468",1,214000,768000
"975","NN1476",1,214000,776000
"976","NN1477",1,214000,777000
"977","NN1479",0,214000,779000
"978","NN1481",1,214000,781000
"979","NN1482",1,214000,782000
"980","NN1483",0,214000,783000
"981","NN1488",0,214000,788000
"982","NN1489",1,214000,789000
"983","NN1490",1,214000,790000
"984","NN1491",1,214000,791000
"985","NN1549",1,215000,749000
"986","NN1550",1,215000,750000
"987","NN1551",1,215000,751000
"988","NN1562",1,215000,762000
"989","NN1568",1,215000,768000
"990","NN1577",1,215000,777000
"991","NN1580",1,215000,780000
"992","NN1581",0,215000,781000
"993","NN1582",0,215000,782000
"994","NN1583",0,215000,783000
"995","NN1589",1,215000,789000
"996","NN1650",1,216000,750000
"997","NN1651",1,216000,751000
"998","NN1662",1,216000,762000
"999","NN1668",1,216000,768000
"1000","NN1669",1,216000,769000
"1001","NN1677",0,216000,777000
"1002","NN1678",1,216000,778000
"1003","NN1681",1,216000,781000
"1004","NN1682",1,216000,782000
"1005","NN1683",1,216000,783000
"1006","NN1689",1,216000,789000
"1007","NN1741",1,217000,741000
"1008","NN1751",1,217000,751000
"1009","NN1768",1,217000,768000
"1010","NN1769",0,217000,769000
"1011","NN1770",0,217000,770000
"1012","NN1784",1,217000,784000
"1013","NN1788",0,217000,788000
"1014","NN1789",0,217000,789000
"1015","NN1805",0,218000,705000
"1016","NN1851",1,218000,751000
"1017","NN1862",0,218000,762000
"1018","NN1868",1,218000,768000
"1019","NN1869",0,218000,769000
"1020","NN1870",0,218000,770000
"1021","NN1883",0,218000,783000
"1022","NN1884",0,218000,784000
"1023","NN1885",1,218000,785000
"1024","NN1887",0,218000,787000
"1025","NN1889",1,218000,789000
"1026","NN1951",1,219000,751000
"1027","NN1957",0,219000,757000
"1028","NN1961",0,219000,761000
"1029","NN1962",1,219000,762000
"1030","NN1970",0,219000,770000
"1031","NN1983",0,219000,783000
"1032","NN1987",1,219000,787000
"1033","NN1988",0,219000,788000
"1034","NN2002",0,220000,702000
"1035","NN2057",0,220000,757000
"1036","NN2078",1,220000,778000
"1037","NN2079",1,220000,779000
"1038","NN2080",1,220000,780000
"1039","NN2081",1,220000,781000
"1040","NN2082",0,220000,782000
"1041","NN2088",0,220000,788000
"1042","NN2089",0,220000,789000
"1043","NN2170",0,221000,770000
"1044","NN2178",1,221000,778000
"1045","NN2179",1,221000,779000
"1046","NN2189",0,221000,789000
"1047","NN2279",0,222000,779000
"1048","NN2281",1,222000,781000
"1049","NN2307",0,223000,707000
"1050","NN2327",0,223000,727000
"1051","NN2342",0,223000,742000
"1052","NN2344",0,223000,744000
"1053","NN2379",1,223000,779000
"1054","NN2381",1,223000,781000
"1055","NN2382",1,223000,782000
"1056","NN2427",0,224000,727000
"1057","NN2479",1,224000,779000
"1058","NN2481",1,224000,781000
"1059","NN2504",0,225000,704000
"1060","NN2525",0,225000,725000
"1061","NN2552",0,225000,752000
"1062","NN2578",0,225000,778000
"1063","NN2580",1,225000,780000
"1064","NN2624",0,226000,724000
"1065","NN2625",0,226000,725000
"1066","NN2724",0,227000,724000
"1067","NN2726",0,227000,726000
"1068","NN2727",0,227000,727000
"1069","NN2741",0,227000,741000
"1070","NN2742",0,227000,742000
"1071","NN2780",1,227000,780000
"1072","NN2781",1,227000,781000
"1073","NN2795",0,227000,795000
"1074","NN2798",1,227000,798000
"1075","NN2880",1,228000,780000
"1076","NN2904",0,229000,704000
"1077","NN2980",1,229000,780000
"1078","NN3009",0,230000,709000
"1079","NN3028",0,230000,728000
"1080","NN3218",0,232000,718000
"1081","NN3220",0,232000,720000
"1082","NN3227",0,232000,727000
"1083","NN3230",0,232000,730000
"1084","NN3235",0,232000,735000
"1085","NN3328",0,233000,728000
"1086","NN3578",1,235000,778000
"1087","NN3679",1,236000,779000
"1088","NN3680",0,236000,780000
"1089","NR1652",0,116000,652000
"1090","NR1653",0,116000,653000
"1091","NR1854",0,118000,654000
"1092","NR2066",0,120000,666000
"1093","NR2163",0,121000,663000
"1094","NR2259",0,122000,659000
"1095","NR2370",0,123000,670000
"1096","NR2558",0,125000,658000
"1097","NR2641",0,126000,641000
"1098","NR2661",0,126000,661000
"1099","NR2664",0,126000,664000
"1100","NR2741",0,127000,641000
"1101","NR2742",0,127000,642000
"1102","NR2767",0,127000,667000
"1103","NR2769",0,127000,669000
"1104","NR2770",0,127000,670000
"1105","NR2842",0,128000,642000
"1106","NR2866",0,128000,666000
"1107","NR2871",0,128000,671000
"1108","NR2943",0,129000,643000
"1109","NR3059",0,130000,659000
"1110","NR3070",0,130000,670000
"1111","NR3071",0,130000,671000
"1112","NR3072",0,130000,672000
"1113","NR3147",0,131000,647000
"1114","NR3246",0,132000,646000
"1115","NR3345",0,133000,645000
"1116","NR3357",0,133000,657000
"1117","NR3358",0,133000,658000
"1118","NR3362",0,133000,662000
"1119","NR3363",0,133000,663000
"1120","NR3364",0,133000,664000
"1121","NR3386",0,133000,686000
"1122","NR3444",0,134000,644000
"1123","NR3445",0,134000,645000
"1124","NR3453",0,134000,653000
"1125","NR3458",0,134000,658000
"1126","NR3463",0,134000,663000
"1127","NR3488",0,134000,688000
"1128","NR3491",0,134000,691000
"1129","NR3545",0,135000,645000
"1130","NR3546",0,135000,646000
"1131","NR3587",0,135000,687000
"1132","NR3588",0,135000,688000
"1133","NR3590",0,135000,690000
"1134","NR3591",0,135000,691000
"1135","NR3592",0,135000,692000
"1136","NR3593",0,135000,693000
"1137","NR3659",0,136000,659000
"1138","NR3687",0,136000,687000
"1139","NR3688",0,136000,688000
"1140","NR3689",0,136000,689000
"1141","NR3690",0,136000,690000
"1142","NR3691",0,136000,691000
"1143","NR3693",0,136000,693000
"1144","NR3694",0,136000,694000
"1145","NR3695",0,136000,695000
"1146","NR3696",0,136000,696000
"1147","NR3760",0,137000,660000
"1148","NR3787",0,137000,687000
"1149","NR3789",0,137000,689000
"1150","NR3791",0,137000,691000
"1151","NR3795",0,137000,695000
"1152","NR3796",0,137000,696000
"1153","NR3797",0,137000,697000
"1154","NR3890",0,138000,690000
"1155","NR3891",0,138000,691000
"1156","NR3892",0,138000,692000
"1157","NR3893",0,138000,693000
"1158","NR3894",0,138000,694000
"1159","NR3896",0,138000,696000
"1160","NR3897",0,138000,697000
"1161","NR3898",0,138000,698000
"1162","NR3966",0,139000,666000
"1163","NR3968",0,139000,668000
"1164","NR3991",0,139000,691000
"1165","NR3992",0,139000,692000
"1166","NR3994",0,139000,694000
"1167","NR3995",0,139000,695000
"1168","NR3996",0,139000,696000
"1169","NR3997",0,139000,697000
"1170","NR3998",0,139000,698000
"1171","NR4072",0,140000,672000
"1172","NR4095",0,140000,695000
"1173","NR4096",0,140000,696000
"1174","NR4097",0,140000,697000
"1175","NR4098",0,140000,698000
"1176","NR4099",0,140000,699000
"1177","NR4173",0,141000,673000
"1178","NR4198",0,141000,698000
"1179","NR4199",0,141000,699000
"1180","NR4279",0,142000,679000
"1181","NR4299",0,142000,699000
"1182","NR4469",0,144000,669000
"1183","NR4557",0,145000,657000
"1184","NR4651",0,146000,651000
"1185","NR4652",0,146000,652000
"1186","NR4653",0,146000,653000
"1187","NR4654",0,146000,654000
"1188","NR4863",0,148000,663000
"1189","NR4970",0,149000,670000
"1190","NR5978",0,159000,678000
"1191","NR6421",0,164000,621000
"1192","NR6447",0,164000,647000
"1193","NR6448",0,164000,648000
"1194","NR6522",0,165000,622000
"1195","NR6523",0,165000,623000
"1196","NR6524",0,165000,624000
"1197","NR6525",0,165000,625000
"1198","NR6526",0,165000,626000
"1199","NR6547",0,165000,647000
"1200","NR6632",0,166000,632000
"1201","NR6636",0,166000,636000
"1202","NR6690",0,166000,690000
"1203","NR6722",0,167000,622000
"1204","NR6723",0,167000,623000
"1205","NR6736",0,167000,636000
"1206","NR6739",0,167000,639000
"1207","NR6821",0,168000,621000
"1208","NR6822",0,168000,622000
"1209","NR6825",0,168000,625000
"1210","NR6826",0,168000,626000
"1211","NR6841",0,168000,641000
"1212","NR6879",0,168000,679000
"1213","NR6880",0,168000,680000
"1214","NR6926",0,169000,626000
"1215","NR6927",0,169000,627000
"1216","NR6947",0,169000,647000
"1217","NR6948",0,169000,648000
"1218","NR6949",0,169000,649000
"1219","NR6974",0,169000,674000
"1220","NR6977",0,169000,677000
"1221","NR6978",0,169000,678000
"1222","NR6979",0,169000,679000
"1223","NR6980",0,169000,680000
"1224","NR7024",0,170000,624000
"1225","NR7025",0,170000,625000
"1226","NR7026",0,170000,626000
"1227","NR7027",0,170000,627000
"1228","NR7030",0,170000,630000
"1229","NR7075",0,170000,675000
"1230","NR7079",0,170000,679000
"1231","NR7081",0,170000,681000
"1232","NR7082",0,170000,682000
"1233","NR7126",0,171000,626000
"1234","NR7127",0,171000,627000
"1235","NR7130",0,171000,630000
"1236","NR7131",0,171000,631000
"1237","NR7132",0,171000,632000
"1238","NR7150",0,171000,650000
"1239","NR7176",0,171000,676000
"1240","NR7179",0,171000,679000
"1241","NR7231",0,172000,631000
"1242","NR7273",0,172000,673000
"1243","NR7282",0,172000,682000
"1244","NR7283",0,172000,683000
"1245","NR7284",0,172000,684000
"1246","NR7285",0,172000,685000
"1247","NR7384",0,173000,684000
"1248","NR7385",0,173000,685000
"1249","NR7421",0,174000,621000
"1250","NR7485",0,174000,685000
"1251","NR7486",0,174000,686000
"1252","NR7487",0,174000,687000
"1253","NR7524",0,175000,624000
"1254","NR7525",0,175000,625000
"1255","NR7532",0,175000,632000
"1256","NR7533",0,175000,633000
"1257","NR7556",0,175000,656000
"1258","NR7557",0,175000,657000
"1259","NR7599",0,175000,699000
"1260","NR7633",0,176000,633000
"1261","NR7656",0,176000,656000
"1262","NR7690",0,176000,690000
"1263","NR7699",0,176000,699000
"1264","NR7731",0,177000,631000
"1265","NR7778",0,177000,678000
"1266","NR7789",0,177000,689000
"1267","NR7790",0,177000,690000
"1268","NR7791",0,177000,691000
"1269","NR7829",0,178000,629000
"1270","NR7831",0,178000,631000
"1271","NR7832",0,178000,632000
"1272","NR7836",0,178000,636000
"1273","NR7887",0,178000,687000
"1274","NR7890",0,178000,690000
"1275","NR7891",0,178000,691000
"1276","NR7894",0,178000,694000
"1277","NR7931",0,179000,631000
"1278","NR7990",0,179000,690000
"1279","NR7991",0,179000,691000
"1280","NR7993",0,179000,693000
"1281","NR7994",0,179000,694000
"1282","NR7996",0,179000,696000
"1283","NR8039",0,180000,639000
"1284","NR8092",0,180000,692000
"1285","NR8095",0,180000,695000
"1286","NR8138",0,181000,638000
"1287","NR8140",0,181000,640000
"1288","NR8178",0,181000,678000
"1289","NR8179",0,181000,679000
"1290","NR8187",0,181000,687000
"1291","NR8190",0,181000,690000
"1292","NR8194",0,181000,694000
"1293","NR8195",0,181000,695000
"1294","NR8261",0,182000,661000
"1295","NR8293",0,182000,693000
"1296","NR8294",0,182000,694000
"1297","NR8295",0,182000,695000
"1298","NR8297",0,182000,697000
"1299","NR8392",0,183000,692000
"1300","NR8393",0,183000,693000
"1301","NR8396",0,183000,696000
"1302","NR8398",0,183000,698000
"1303","NR8399",0,183000,699000
"1304","NR8485",0,184000,685000
"1305","NR8490",0,184000,690000
"1306","NR8491",0,184000,691000
"1307","NR8498",0,184000,698000
"1308","NR8558",0,185000,658000
"1309","NR8586",0,185000,686000
"1310","NR8588",0,185000,688000
"1311","NR8590",0,185000,690000
"1312","NR8640",0,186000,640000
"1313","NR8655",0,186000,655000
"1314","NR8657",0,186000,657000
"1315","NR8687",0,186000,687000
"1316","NR8688",0,186000,688000
"1317","NR8694",0,186000,694000
"1318","NR8768",0,187000,668000
"1319","NR8797",0,187000,697000
"1320","NR8828",0,188000,628000
"1321","NR8829",0,188000,629000
"1322","NR8843",0,188000,643000
"1323","NR8897",0,188000,697000
"1324","NR8931",0,189000,631000
"1325","NR9133",0,191000,633000
"1326","NR9269",0,192000,669000
"1327","NR9292",0,192000,692000
"1328","NR9350",0,193000,650000
"1329","NR9351",0,193000,651000
"1330","NR9369",0,193000,669000
"1331","NR9449",0,194000,649000
"1332","NR9452",0,194000,652000
"1333","NR9491",0,194000,691000
"1334","NR9492",0,194000,692000
"1335","NR9568",0,195000,668000
"1336","NR9671",0,196000,671000
"1337","NR9695",0,196000,695000
"1338","NR9722",0,197000,622000
"1339","NR9771",0,197000,671000
"1340","NR9795",0,197000,695000
"1341","NR9822",0,198000,622000
"1342","NR9838",0,198000,638000
"1343","NR9873",0,198000,673000
"1344","NR9897",0,198000,697000
"1345","NR9937",0,199000,637000
"1346","NR9938",0,199000,638000
"1347","NR9987",0,199000,687000
"1348","NS0037",0,2e+05,637000
"1349","NS0038",0,2e+05,638000
"1350","NS0045",0,2e+05,645000
"1351","NS0087",0,2e+05,687000
"1352","NS0133",0,201000,633000
"1353","NS0135",0,201000,635000
"1354","NS0136",0,201000,636000
"1355","NS0137",0,201000,637000
"1356","NS0138",0,201000,638000
"1357","NS0146",0,201000,646000
"1358","NS0174",0,201000,674000
"1359","NS0221",0,202000,621000
"1360","NS0225",0,202000,625000
"1361","NS0230",0,202000,630000
"1362","NS0231",0,202000,631000
"1363","NS0235",0,202000,635000
"1364","NS0266",0,202000,666000
"1365","NS0274",0,202000,674000
"1366","NS0366",0,203000,666000
"1367","NS0425",0,204000,625000
"1368","NS0465",0,204000,665000
"1369","NS0466",0,204000,666000
"1370","NS0762",0,207000,662000
"1371","NS0856",0,208000,656000
"1372","NS0864",0,208000,664000
"1373","NS0955",0,209000,655000
"1374","NS1052",0,210000,652000
"1375","NS1058",0,210000,658000
"1376","NS1063",0,210000,663000
"1377","NS1153",0,211000,653000
"1378","NS1168",0,211000,668000
"1379","NS1385",0,213000,685000
"1380","NS1485",0,214000,685000
"1381","NS1556",0,215000,656000
"1382","NS1584",0,215000,684000
"1383","NS1655",0,216000,655000
"1384","NS1657",0,216000,657000
"1385","NS1676",0,216000,676000
"1386","NS1682",0,216000,682000
"1387","NS1748",0,217000,648000
"1388","NS1749",0,217000,649000
"1389","NS1750",0,217000,650000
"1390","NS1754",0,217000,654000
"1391","NS1759",0,217000,659000
"1392","NS1776",0,217000,676000
"1393","NS1852",0,218000,652000
"1394","NS1858",0,218000,658000
"1395","NS1887",0,218000,687000
"1396","NS1947",0,219000,647000
"1397","NS1952",0,219000,652000
"1398","NS1967",0,219000,667000
"1399","NS1968",0,219000,668000
"1400","NS1981",0,219000,681000
"1401","NS2046",0,220000,646000
"1402","NS2048",0,220000,648000
"1403","NS2052",0,220000,652000
"1404","NS2054",0,220000,654000
"1405","NS2057",0,220000,657000
"1406","NS2073",0,220000,673000
"1407","NS2074",0,220000,674000
"1408","NS2152",0,221000,652000
"1409","NS2154",0,221000,654000
"1410","NS2156",0,221000,656000
"1411","NS2161",0,221000,661000
"1412","NS2171",0,221000,671000
"1413","NS2186",0,221000,686000
"1414","NS2242",0,222000,642000
"1415","NS2243",0,222000,643000
"1416","NS2254",0,222000,654000
"1417","NS2365",0,223000,665000
"1418","NS2371",0,223000,671000
"1419","NS2372",0,223000,672000
"1420","NS2466",0,224000,666000
"1421","NS2471",0,224000,671000
"1422","NS2472",0,224000,672000
"1423","NS2474",0,224000,674000
"1424","NS2573",0,225000,673000
"1425","NS2577",0,225000,677000
"1426","NS2587",0,225000,687000
"1427","NS2640",0,226000,640000
"1428","NS2641",0,226000,641000
"1429","NS2689",0,226000,689000
"1430","NS2690",0,226000,690000
"1431","NS2699",0,226000,699000
"1432","NS2740",0,227000,640000
"1433","NS2741",0,227000,641000
"1434","NS2771",0,227000,671000
"1435","NS2839",0,228000,639000
"1436","NS2864",0,228000,664000
"1437","NS2871",0,228000,671000
"1438","NS2882",0,228000,682000
"1439","NS2883",0,228000,683000
"1440","NS2884",0,228000,684000
"1441","NS2899",0,228000,699000
"1442","NS2938",0,229000,638000
"1443","NS2939",0,229000,639000
"1444","NS2949",0,229000,649000
"1445","NS2964",0,229000,664000
"1446","NS2972",0,229000,672000
"1447","NS2983",0,229000,683000
"1448","NS3037",0,230000,637000
"1449","NS3039",0,230000,639000
"1450","NS3040",0,230000,640000
"1451","NS3041",0,230000,641000
"1452","NS3063",0,230000,663000
"1453","NS3064",0,230000,664000
"1454","NS3072",0,230000,672000
"1455","NS3073",0,230000,673000
"1456","NS3075",0,230000,675000
"1457","NS3083",0,230000,683000
"1458","NS3086",0,230000,686000
"1459","NS3098",0,230000,698000
"1460","NS3135",0,231000,635000
"1461","NS3136",0,231000,636000
"1462","NS3143",0,231000,643000
"1463","NS3153",0,231000,653000
"1464","NS3162",0,231000,662000
"1465","NS3163",0,231000,663000
"1466","NS3164",0,231000,664000
"1467","NS3178",0,231000,678000
"1468","NS3181",0,231000,681000
"1469","NS3231",0,232000,631000
"1470","NS3232",0,232000,632000
"1471","NS3233",0,232000,633000
"1472","NS3234",0,232000,634000
"1473","NS3235",0,232000,635000
"1474","NS3236",0,232000,636000
"1475","NS3237",0,232000,637000
"1476","NS3241",0,232000,641000
"1477","NS3242",0,232000,642000
"1478","NS3248",0,232000,648000
"1479","NS3262",0,232000,662000
"1480","NS3268",0,232000,668000
"1481","NS3278",0,232000,678000
"1482","NS3341",0,233000,641000
"1483","NS3355",0,233000,655000
"1484","NS3368",0,233000,668000
