"","km_sq","easting","northing","nR","nSpp","minyear","maxyear"
"2824","NM9024",190000,724000,5,9,2011,2015
"2825","NM9124",191000,724000,10,8,2011,2017
"2826","NM8631",186000,731000,2,2,2011,2011
"2827","NN1913",219000,713000,1,3,2011,2011
"2828","NR8494",184000,694000,2,3,2011,2013
"2829","NN3148",231000,748000,1,1,2011,2011
"2830","NN3248",232000,748000,1,1,2011,2011
"2831","NM9930",199000,730000,7,6,2011,2017
"2832","NM7317",173000,717000,2,2,2011,2016
"2833","NN2719",227000,719000,1,1,2011,2011
"2834","NM4948",149000,748000,1,1,2011,2011
"2835","NR6446",164000,646000,1,2,2011,2011
"2836","NS1848",218000,648000,1,4,2011,2011
"2837","NS3248",232000,648000,3,5,2011,2017
"2838","NS1852",218000,652000,22,14,2011,2014
"2839","NM5546",155000,746000,1,1,2011,2011
"2840","NR8556",185000,656000,1,1,2011,2011
"2841","NR8557",185000,657000,1,1,2011,2011
"2842","NR8659",186000,659000,1,1,2011,2011
"2843","NS2972",229000,672000,3,4,2011,2013
"2844","NS2470",224000,670000,1,1,2011,2011
"2845","NS2469",224000,669000,1,1,2011,2011
"2846","NS3071",230000,671000,1,2,2011,2011
"2847","NS2871",228000,671000,6,5,2011,2013
"2848","NM8946",189000,746000,2,2,2011,2013
"2849","NM8612",186000,712000,3,3,2011,2013
"2850","NM8516",185000,716000,4,4,2011,2017
"2851","NM3851",138000,751000,1,1,2011,2011
"2852","NR2964",129000,664000,1,2,2011,2011
"2853","NR2364",123000,664000,1,3,2011,2011
"2854","NR4550",145000,650000,2,4,2011,2013
"2855","NR3070",130000,670000,3,7,2011,2013
"2856","NS2263",222000,663000,1,1,2011,2011
"2857","NR2166",121000,666000,1,2,2011,2011
"2858","NR3148",131000,648000,1,2,2011,2011
"2859","NR3047",130000,647000,2,4,2011,2016
"2860","NS2666",226000,666000,1,1,2011,2011
"2861","NS1895",218000,695000,1,1,2011,2011
"2862","NS3221",232000,621000,1,4,2011,2011
"2863","NS2347",223000,647000,2,4,2011,2013
"2864","NR3272",132000,672000,1,4,2011,2011
"2865","NR3953",139000,653000,1,2,2011,2011
"2866","NR5786",157000,686000,1,4,2011,2011
"2867","NR7150",171000,650000,7,11,2011,2017
"2868","NR7227",172000,627000,1,3,2011,2011
"2869","NR7664",176000,664000,1,2,2011,2011
"2870","NR8964",189000,664000,2,3,2011,2012
"2871","NR9922",199000,622000,1,2,2011,2011
"2872","NS0030",2e+05,630000,1,2,2011,2011
"2873","NR8485",184000,685000,3,4,2011,2011
"2874","NM5722",157000,722000,2,3,2011,2016
"2875","NM6226",162000,726000,3,1,2011,2016
"2876","NM6227",162000,727000,1,1,2011,2011
"2877","NS2754",227000,654000,1,2,2011,2011
"2878","NR3062",130000,662000,1,1,2011,2011
"2879","NR3045",130000,645000,2,3,2011,2011
"2880","NR2843",128000,643000,1,1,2011,2011
"2881","NR2743",127000,643000,2,3,2011,2013
"2882","NR8686",186000,686000,2,6,2011,2017
"2883","NM9235",192000,735000,1,1,2011,2011
"2884","NM4319",143000,719000,2,2,2011,2013
"2885","NN0548",205000,748000,1,1,2011,2011
"2886","NR5671",156000,671000,1,3,2011,2011
"2887","NM7409",174000,709000,2,4,2011,2013
"2888","NM7413",174000,713000,2,2,2011,2014
"2889","NR5471",154000,671000,2,3,2009,2011
"2890","NR7286",172000,686000,1,1,2011,2011
"2891","NR7074",170000,674000,2,1,2011,2016
"2892","NR8836",188000,636000,1,1,2011,2011
"2893","NS0421",204000,621000,1,2,2011,2011
"2894","NN0147",201000,747000,2,3,2011,2012
"2895","NN0723",207000,723000,1,1,2011,2011
"2896","NM6824",168000,724000,1,1,2011,2011
"2897","NS2185",221000,685000,1,2,2011,2011
"2898","NM7817",178000,717000,2,1,2011,2012
"2899","NM7818",178000,718000,2,2,2011,2016
"2900","NN1727",217000,727000,1,1,2011,2011
"2901","NM9533",195000,733000,5,6,2011,2017
"2902","NS2468",224000,668000,1,2,2011,2011
"2903","NS2590",225000,690000,2,2,2011,2016
"2904","NS2289",222000,689000,1,1,2011,2011
"2905","NS2281",222000,681000,1,1,2011,2011
"2906","NS2781",227000,681000,1,2,2011,2011
"2907","NS3286",232000,686000,1,1,2011,2011
"2908","NS2671",226000,671000,1,2,2011,2011
"2909","NS2771",227000,671000,4,5,2011,2012
"2910","NS2467",224000,667000,1,2,2011,2011
"2911","NS2566",225000,666000,1,2,2011,2011
"2912","NS2567",225000,667000,2,1,2011,2011
"2913","NS2570",225000,670000,2,1,2011,2011
"2914","NS2280",222000,680000,1,2,2011,2011
"2915","NS2264",222000,664000,1,1,2011,2011
"2916","NS2680",226000,680000,1,2,2011,2011
"2917","NS2780",227000,680000,1,1,2011,2011
"2918","NS2581",225000,681000,1,1,2011,2011
"2919","NS2569",225000,669000,1,1,2011,2011
"2920","NM6541",165000,741000,1,2,2011,2011
"2921","NS2048",220000,648000,3,6,2011,2017
"2922","NN1930",219000,730000,1,1,2011,2011
"2923","NN0749",207000,749000,1,1,2011,2011
"2924","NN0949",209000,749000,1,1,2011,2011
"2925","NN1049",210000,749000,1,1,2011,2011
"2926","NN2738",227000,738000,1,1,2011,2011
"2927","NN2739",227000,739000,1,1,2011,2011
"2928","NN0852",208000,752000,1,1,2011,2011
"2929","NG6202",162000,802000,2,2,2012,2012
"2930","NG6712",167000,812000,1,2,2012,2012
"2931","NG6811",168000,811000,1,2,2012,2012
"2932","NG5501",155000,801000,1,2,2012,2012
"2933","NG5905",159000,805000,3,7,2012,2014
"2934","NG5908",159000,808000,9,8,2012,2014
"2935","NG5909",159000,809000,2,1,2012,2012
"2936","NG5806",158000,806000,1,1,2012,2012
"2937","NG5906",159000,806000,1,2,2012,2012
"2938","NG5706",157000,806000,3,6,2012,2013
"2939","NG5707",157000,807000,2,7,2012,2013
"2940","NG5708",157000,808000,2,5,2012,2013
"2941","NG5709",157000,809000,1,1,2012,2012
"2942","NG8508",185000,808000,1,1,2012,2012
"2943","NM6850",168000,750000,2,2,2012,2013
"2944","NN1550",215000,750000,6,6,2012,2016
"2945","NH2813",228000,813000,2,2,2012,2013
"2946","NN1578",215000,778000,1,1,2012,2012
"2947","NG7000",170000,8e+05,2,1,2012,2013
"2948","NM4470",144000,770000,1,2,2012,2012
"2949","NN2654",226000,754000,1,1,2012,2012
"2950","NM4570",145000,770000,1,1,2012,2012
"2951","NN0969",209000,769000,1,1,2012,2012
"2952","NN0660",206000,760000,3,8,2012,2013
"2953","NN1377",213000,777000,2,2,2012,2012
"2954","NN1551",215000,751000,3,4,2012,2013
"2955","NN1962",219000,762000,4,4,2012,2015
"2956","NN1963",219000,763000,2,2,2012,2017
"2957","NM7653",176000,753000,1,3,2012,2012
"2958","NM6844",168000,744000,1,1,2012,2012
"2959","NM9666",196000,766000,2,7,2012,2013
"2960","NM6267",162000,767000,1,6,2012,2012
"2961","NN1448",214000,748000,3,4,2012,2013
"2962","NN2162",221000,762000,1,1,2012,2012
"2963","NM8069",180000,769000,1,1,2012,2012
"2964","NH3000",230000,8e+05,1,2,2012,2012
"2965","NN1549",215000,749000,2,4,2012,2013
"2966","NG2803",128000,803000,1,2,2012,2012
"2967","NM6355",163000,755000,1,3,2012,2012
"2968","NM7150",171000,750000,1,3,2012,2012
"2969","NM9490",194000,790000,1,1,2012,2012
"2970","NM9690",196000,790000,1,1,2012,2012
"2971","NM9692",196000,792000,2,2,2012,2012
"2972","NM9693",196000,793000,2,3,2012,2012
"2973","NM9792",197000,792000,3,4,2012,2017
"2974","NM9992",199000,792000,4,4,2012,2017
"2975","NN0092",2e+05,792000,5,6,2012,2017
"2976","NM9791",197000,791000,3,5,2012,2017
"2977","NN1474",214000,774000,1,2,2012,2012
"2978","NM7761",177000,761000,1,1,2012,2012
"2979","NM5364",153000,764000,1,1,2012,2012
"2980","NM6770",167000,770000,1,2,2012,2012
"2981","NM7164",171000,764000,2,3,2012,2015
"2982","NN1045",210000,745000,2,4,2012,2013
"2983","NG5117",151000,817000,1,6,2012,2012
"2984","NM9863",198000,763000,2,2,2012,2013
"2985","NM1953",119000,753000,1,2,2012,2012
"2986","NM2361",123000,761000,1,2,2012,2012
"2987","NM1556",115000,756000,7,6,2012,2013
"2988","NM5929",159000,729000,3,6,2012,2014
"2989","NM4928",149000,728000,1,1,2012,2012
"2990","NM6531",165000,731000,3,4,2012,2013
"2991","NS2842",228000,642000,1,1,2012,2012
"2992","NM9644",196000,744000,3,5,2012,2017
"2993","NN3236",232000,736000,2,3,2012,2013
"2994","NM8518",185000,718000,1,2,2012,2012
"2995","NN2228",222000,728000,1,3,2012,2012
"2996","NN2328",223000,728000,1,3,2012,2012
"2997","NN2429",224000,729000,1,1,2012,2012
"2998","NN2428",224000,728000,1,1,2012,2012
"2999","NN0027",2e+05,727000,4,5,2012,2017
"3000","NN0128",201000,728000,2,2,2012,2015
"3001","NM8501",185000,701000,4,6,2012,2016
"3002","NM8512",185000,712000,7,5,2012,2017
"3003","NR8797",187000,697000,7,9,2012,2016
"3004","NR8897",188000,697000,3,5,2012,2013
"3005","NR8896",188000,696000,2,6,2012,2014
"3006","NM8825",188000,725000,9,6,2012,2017
"3007","NM9615",196000,715000,1,1,2012,2012
"3008","NM9415",194000,715000,1,1,2012,2012
"3009","NM9815",198000,715000,1,2,2012,2012
"3010","NM9916",199000,716000,1,1,2012,2012
"3011","NN2130",221000,730000,1,1,2012,2012
"3012","NN0035",2e+05,735000,2,3,2012,2012
"3013","NN0136",201000,736000,1,2,2012,2012
"3014","NN0134",201000,734000,1,3,2012,2012
"3015","NN0235",202000,735000,1,1,2012,2012
"3016","NN0234",202000,734000,1,1,2012,2012
"3017","NN0036",2e+05,736000,1,2,2012,2012
"3018","NN0236",202000,736000,1,3,2012,2012
"3019","NM8214",182000,714000,1,2,2012,2012
"3020","NM9928",199000,728000,5,5,2012,2017
"3021","NN0026",2e+05,726000,1,3,2012,2012
"3022","NN0126",201000,726000,1,2,2012,2012
"3023","NM4252",142000,752000,3,3,2012,2016
"3024","NR7522",175000,622000,2,2,2012,2014
"3025","NN0247",202000,747000,2,3,2012,2012
"3026","NN0345",203000,745000,1,3,2012,2012
"3027","NS2849",228000,649000,1,3,2012,2012
"3028","NM5859",158000,759000,1,4,2012,2012
"3029","NM4745",147000,745000,2,3,2012,2016
"3030","NM1756",117000,756000,8,5,2012,2015
"3031","NM1653",116000,753000,5,5,2012,2015
"3032","NM2054",120000,754000,2,2,2012,2012
"3033","NM2358",123000,758000,2,3,2012,2012
"3034","NM9123",191000,723000,5,6,2012,2017
"3035","NN0924",209000,724000,1,1,2012,2012
"3036","NR8690",186000,690000,1,3,2012,2012
"3037","NR8691",186000,691000,1,2,2012,2012
"3038","NN0739",207000,739000,2,2,2012,2014
"3039","NN0740",207000,740000,15,5,2012,2016
"3040","NN0755",207000,755000,1,1,2012,2012
"3041","NM8730",187000,730000,1,1,2012,2012
"3042","NM9224",192000,724000,1,1,2012,2012
"3043","NM9324",193000,724000,1,1,2012,2012
"3044","NM8119",181000,719000,1,2,2012,2012
"3045","NM9855",198000,755000,1,6,2012,2012
"3046","NR9451",194000,651000,1,1,2012,2012
"3047","NM9606",196000,706000,1,4,2012,2012
"3048","NN0407",204000,707000,1,3,2012,2012
"3049","NM9705",197000,705000,1,1,2012,2012
"3050","NM9804",198000,704000,1,2,2012,2012
"3051","NN0107",201000,707000,1,1,2012,2012
"3052","NR9490",194000,690000,1,1,2012,2012
"3053","NM8205",182000,705000,2,1,2012,2012
"3054","NM7309",173000,709000,1,1,2012,2012
"3055","NR8676",186000,676000,1,1,2012,2012
"3056","NR8095",180000,695000,4,6,2012,2013
"3057","NM9507",195000,707000,2,2,2003,2012
"3058","NN0208",202000,708000,1,2,2012,2012
"3059","NR8991",189000,691000,1,2,2012,2012
"3060","NM8616",186000,716000,1,4,2012,2012
"3061","NR7893",178000,693000,2,2,2012,2016
"3062","NM7313",173000,713000,3,6,2012,2016
"3063","NM7312",173000,712000,2,3,2012,2012
"3064","NR8293",182000,693000,3,4,2012,2017
"3065","NR8890",188000,690000,1,2,2012,2012
"3066","NR7995",179000,695000,2,3,2012,2012
"3067","NM9607",196000,707000,1,2,2012,2012
"3068","NM8904",189000,704000,1,1,2012,2012
"3069","NR7996",179000,696000,3,6,2012,2013
"3070","NM4730",147000,730000,2,3,2012,2016
"3071","NR9391",193000,691000,1,1,2012,2012
"3072","NM9819",198000,719000,1,1,2012,2012
"3073","NM8706",187000,706000,1,1,2012,2012
"3074","NM8807",188000,707000,1,1,2012,2012
"3075","NR8481",184000,681000,1,1,2012,2012
"3076","NM8212",182000,712000,1,1,2012,2012
"3077","NN0404",204000,704000,1,1,2012,2012
"3078","NR8399",183000,699000,4,6,2012,2017
"3079","NR8795",187000,695000,2,1,2012,2012
"3080","NR8472",184000,672000,1,1,2012,2012
"3081","NR8473",184000,673000,1,3,2012,2012
"3082","NR8574",185000,674000,2,3,2012,2015
"3083","NM8529",185000,729000,4,5,2012,2017
"3084","NM8101",181000,701000,3,2,2012,2016
"3085","NM8200",182000,7e+05,1,3,2012,2012
"3086","NR8196",181000,696000,1,3,2012,2012
"3087","NR9086",190000,686000,1,1,2012,2012
"3088","NR8296",182000,696000,1,1,2012,2012
"3089","NM8404",184000,704000,1,1,2012,2012
"3090","NR8298",182000,698000,1,1,2012,2012
"3091","NR7386",173000,686000,2,2,2012,2012
"3092","NR9091",190000,691000,1,2,2012,2012
"3093","NN0405",204000,705000,1,1,2012,2012
"3094","NM8804",188000,704000,1,1,2012,2012
"3095","NN3144",231000,744000,2,6,2012,2013
"3096","NR7485",174000,685000,18,6,2012,2016
"3097","NR3794",137000,694000,1,1,2012,2012
"3098","NR3993",139000,693000,2,6,2012,2013
"3099","NR9865",198000,665000,1,1,2012,2012
"3100","NS2676",226000,676000,1,2,2012,2012
"3101","NS3054",230000,654000,2,4,2012,2012
"3102","NS3055",230000,655000,2,3,2012,2015
"3103","NS1757",217000,657000,1,1,2012,2012
"3104","NS2574",225000,674000,2,4,2012,2013
"3105","NS2169",221000,669000,2,3,2012,2013
"3106","NS2573",225000,673000,3,5,2012,2013
"3107","NS2355",223000,655000,1,2,2012,2012
"3108","NM9315",193000,715000,4,6,2012,2013
"3109","NS3041",230000,641000,3,5,2012,2017
"3110","NS2868",228000,668000,1,1,2012,2012
"3111","NS2968",229000,668000,1,1,2012,2012
"3112","NS2967",229000,667000,1,1,2012,2012
"3113","NS3068",230000,668000,1,1,2012,2012
"3114","NS3168",231000,668000,1,1,2012,2012
"3115","NS2670",226000,670000,1,1,2012,2012
"3116","NS2770",227000,670000,1,2,2012,2012
"3117","NS2769",227000,669000,1,1,2012,2012
"3118","NS2869",228000,669000,1,3,2012,2012
"3119","NS2870",228000,670000,1,2,2012,2012
"3120","NS3169",231000,669000,1,1,2012,2012
"3121","NS1156",211000,656000,1,1,2012,2012
"3122","NS0458",204000,658000,1,1,2012,2012
"3123","NM1552",115000,752000,4,6,2012,2013
"3124","NM1754",117000,754000,3,3,2012,2016
"3125","NM1753",117000,753000,2,3,2012,2012
"3126","NM1555",115000,755000,1,2,2012,2012
"3127","NM1454",114000,754000,5,5,2012,2017
"3128","NM2256",122000,756000,4,3,2012,2016
"3129","NM1854",118000,754000,3,3,2012,2014
"3130","NM2258",122000,758000,3,6,2012,2014
"3131","NR3868",138000,668000,1,2,2012,2012
"3132","NS0863",208000,663000,1,2,2012,2012
"3133","NM9448",194000,748000,2,6,2012,2012
"3134","NN2151",221000,751000,1,1,2012,2012
"3135","NS0080",2e+05,680000,1,2,2012,2012
"3136","NS0288",202000,688000,1,1,2012,2012
"3137","NS0584",205000,684000,2,2,2012,2014
"3138","NS1296",212000,696000,1,1,2012,2012
"3139","NS0696",206000,696000,1,1,2012,2012
"3140","NL9446",94000,746000,1,1,2012,2012
"3141","NL9844",98000,744000,1,1,2012,2012
"3142","NL9443",94000,743000,1,1,2012,2012
"3143","NR9848",198000,648000,1,1,2012,2012
"3144","NN0814",208000,714000,5,3,2012,2015
"3145","NM7616",176000,716000,4,4,2012,2015
"3146","NS3288",232000,688000,1,1,2012,2012
"3147","NM9733",197000,733000,3,5,2012,2013
"3148","NN0246",202000,746000,1,1,2012,2012
"3149","NM9545",195000,745000,4,4,2012,2017
"3150","NM1960",119000,760000,2,7,2012,2014
"3151","NM1657",116000,757000,1,3,2012,2012
"3152","NM2426",124000,726000,1,1,2012,2012
"3153","NM2419",124000,719000,1,1,2012,2012
"3154","NM4818",148000,718000,1,3,2012,2012
"3155","NM6434",164000,734000,1,1,2012,2012
"3156","NM6632",166000,732000,1,1,2012,2012
"3157","NM4842",148000,742000,1,3,2012,2012
"3158","NM5436",154000,736000,1,1,2012,2012
"3159","NM6236",162000,736000,1,1,2012,2012
"3160","NM5632",156000,732000,1,1,2012,2012
"3161","NM4719",147000,719000,2,4,2012,2015
"3162","NM6822",168000,722000,1,5,2012,2012
"3163","NM6823",168000,723000,1,5,2012,2012
"3164","NM6825",168000,725000,1,1,2012,2012
"3165","NM7226",172000,726000,2,4,2012,2016
"3166","NM2259",122000,759000,1,1,2012,2012
"3167","NR9248",192000,648000,1,3,2012,2012
"3168","NR8392",183000,692000,3,5,2012,2012
"3169","NR9350",193000,650000,4,3,2006,2012
"3170","NR9651",196000,651000,1,3,2012,2012
"3171","NR9750",197000,650000,1,4,2012,2012
"3172","NR9247",192000,647000,1,1,2012,2012
"3173","NR9547",195000,647000,1,1,2012,2012
"3174","NR9550",195000,650000,2,2,2012,2017
"3175","NR9535",195000,635000,1,1,2012,2012
"3176","NR9751",197000,651000,1,4,2012,2012
"3177","NR9030",190000,630000,1,1,2012,2012
"3178","NS0239",202000,639000,1,1,2012,2012
"3179","NS0240",202000,640000,1,1,2012,2012
"3180","NR8685",186000,685000,1,5,2012,2012
"3181","NL9341",93000,741000,2,5,2012,2017
"3182","NN2455",224000,755000,1,2,2012,2012
"3183","NM7512",175000,712000,2,3,2012,2012
"3184","NN0937",209000,737000,1,1,2012,2012
"3185","NM9510",195000,710000,3,6,2012,2013
"3186","NM9347",193000,747000,3,6,2012,2017
"3187","NM8611",186000,711000,3,6,2012,2016
"3188","NN2242",222000,742000,1,2,2012,2012
"3189","NN2243",222000,743000,1,2,2012,2012
"3190","NR8178",181000,678000,3,3,2012,2016
"3191","NR7680",176000,680000,1,1,2012,2012
"3192","NR7778",177000,678000,4,4,2012,2017
"3193","NM2158",121000,758000,1,1,2012,2012
"3194","NM9833",198000,733000,3,8,2012,2015
"3195","NR8847",188000,647000,1,1,2012,2012
"3196","NR9549",195000,649000,1,1,2012,2012
"3197","NR9647",196000,647000,1,1,2012,2012
"3198","NR9649",196000,649000,1,1,2012,2012
"3199","NS1592",215000,692000,2,2,2012,2014
"3200","NM5241",152000,741000,2,3,2012,2013
"3201","NM5338",153000,738000,2,2,2012,2017
"3202","NN0639",206000,739000,1,1,2012,2012
"3203","NN0640",206000,740000,15,5,2012,2016
"3204","NN0539",205000,739000,14,6,2012,2016
"3205","NM5334",153000,734000,1,1,2012,2012
"3206","NM9933",199000,733000,1,4,2012,2012
"3207","NN0909",209000,709000,2,1,2012,2013
"3208","NR7182",171000,682000,2,2,2012,2016
"3209","NM7601",176000,701000,10,10,2012,2017
"3210","NM7702",177000,702000,6,5,2012,2013
"3211","NM7801",178000,701000,2,2,2012,2013
"3212","NN0347",203000,747000,1,5,2012,2012
"3213","NM8781",187000,781000,1,1,2013,2013
"3214","NM6169",161000,769000,1,1,2013,2013
"3215","NN1164",211000,764000,1,1,2013,2013
"3216","NM6966",169000,766000,2,5,2013,2014
"3217","NH2010",220000,810000,1,1,2013,2013
"3218","NH2801",228000,801000,3,3,2013,2014
"3219","NM6160",161000,760000,1,1,2013,2013
"3220","NG6103",161000,803000,1,1,2013,2013
"3221","NM6261",162000,761000,1,1,2013,2013
"3222","NM7050",170000,750000,3,3,2013,2016
"3223","NM8161",181000,761000,4,4,2013,2017
"3224","NM6184",161000,784000,1,1,2013,2013
"3225","NN1384",213000,784000,1,3,2013,2013
"3226","NN1085",210000,785000,2,5,2013,2017
"3227","NN1184",211000,784000,3,6,2008,2013
"3228","NM6454",164000,754000,1,1,2013,2013
"3229","NN2345",223000,745000,1,2,2013,2013
"3230","NG6106",161000,806000,3,3,2013,2016
"3231","NG6416",164000,816000,2,4,2013,2013
"3232","NM7555",175000,755000,1,1,2013,2013
"3233","NM6655",166000,755000,1,3,2013,2013
"3234","NM5571",155000,771000,1,1,2013,2013
"3235","NN1345",213000,745000,1,1,2013,2013
"3236","NN1346",213000,746000,4,3,2013,2014
"3237","NN1446",214000,746000,1,1,2013,2013
"3238","NN1650",216000,750000,1,3,2013,2013
"3239","NN1751",217000,751000,3,4,2013,2014
"3240","NM5653",156000,753000,1,4,2013,2013
"3241","NN0470",204000,770000,1,1,2013,2013
"3242","NN0671",206000,771000,1,3,2013,2013
"3243","NN1568",215000,768000,4,4,2013,2014
"3244","NH2603",226000,803000,1,3,2013,2013
"3245","NM7898",178000,798000,1,1,2013,2013
"3246","NN1475",214000,775000,2,2,2013,2017
"3247","NN1561",215000,761000,1,2,2013,2013
"3248","NN1562",215000,762000,5,4,2013,2016
"3249","NM8398",183000,798000,1,1,2013,2013
"3250","NN1775",217000,775000,1,1,2013,2013
"3251","NN1875",218000,775000,1,1,2013,2013
"3252","NM4568",145000,768000,1,1,2013,2013
"3253","NN2061",220000,761000,1,1,2013,2013
"3254","NM3692",136000,792000,2,2,2013,2017
"3255","NM7859",178000,759000,2,3,2013,2017
"3256","NN2062",220000,762000,1,2,2013,2013
"3257","NM9350",193000,750000,1,2,2013,2013
"3258","NM7450",174000,750000,1,2,2013,2013
"3259","NG6201",162000,801000,1,1,2013,2013
"3260","NM5999",159000,799000,1,1,2013,2013
"3261","NG5915",159000,815000,1,1,2013,2013
"3262","NN0656",206000,756000,1,2,2013,2013
"3263","NG5603",156000,803000,1,1,2013,2013
"3264","NG5703",157000,803000,1,1,2013,2013
"3265","NN2551",225000,751000,1,1,2013,2013
"3266","NM7272",172000,772000,3,5,2013,2016
"3267","NN1851",218000,751000,1,2,2013,2013
"3268","NM9365",193000,765000,2,2,2013,2014
"3269","NM9364",193000,764000,2,2,2013,2014
"3270","NM6867",168000,767000,2,2,2013,2016
"3271","NH3003",230000,803000,1,1,2013,2013
"3272","NM5753",157000,753000,1,6,2013,2013
"3273","NM2722",127000,722000,1,4,2013,2013
"3274","NM3551",135000,751000,2,3,2013,2013
"3275","NM6029",160000,729000,1,1,2013,2013
"3276","NM5942",159000,742000,3,3,2013,2017
"3277","NM5329",153000,729000,3,3,2013,2013
"3278","NM3951",139000,751000,2,2,2013,2014
"3279","NM3424",134000,724000,2,2,2013,2013
"3280","NM3323",133000,723000,2,5,2013,2013
"3281","NM3423",134000,723000,1,2,2013,2013
"3282","NM7334",173000,734000,1,2,2013,2013
"3283","NS2172",221000,672000,1,4,2013,2013
"3284","NN3143",231000,743000,1,1,2013,2013
"3285","NN3243",232000,743000,2,2,2013,2013
"3286","NM7602",176000,702000,9,10,2013,2017
"3287","NN3139",231000,739000,1,2,2013,2013
"3288","NN3140",231000,740000,1,1,2013,2013
"3289","NN3141",231000,741000,1,1,2013,2013
"3290","NN3241",232000,741000,1,1,2013,2013
"3291","NN3240",232000,740000,2,2,2013,2013
"3292","NN2935",229000,735000,1,1,2013,2013
"3293","NN2936",229000,736000,1,1,2013,2013
"3294","NN2933",229000,733000,1,1,2013,2013
"3295","NN2934",229000,734000,1,2,2013,2013
"3296","NN3032",230000,732000,1,1,2013,2013
"3297","NN3035",230000,735000,1,1,2013,2013
"3298","NN3036",230000,736000,1,1,2013,2013
"3299","NN3033",230000,733000,1,1,2013,2013
"3300","NN3034",230000,734000,1,2,2013,2013
"3301","NN3134",231000,734000,1,1,2013,2013
"3302","NN3133",231000,733000,1,2,2013,2013
"3303","NN3137",231000,737000,1,1,2013,2013
"3304","NN3138",231000,738000,1,1,2013,2013
"3305","NN3237",232000,737000,1,1,2013,2013
"3306","NN2924",229000,724000,1,3,2013,2013
"3307","NN3025",230000,725000,1,1,2013,2013
"3308","NN3026",230000,726000,1,2,2013,2013
"3309","NN3124",231000,724000,1,2,2013,2013
"3310","NN3125",231000,725000,1,2,2013,2013
"3311","NN2631",226000,731000,1,2,2013,2013
"3312","NN2731",227000,731000,1,2,2013,2013
"3313","NN2732",227000,732000,1,2,2013,2013
"3314","NN2831",228000,731000,1,1,2013,2013
"3315","NN2932",229000,732000,1,2,2013,2013
"3316","NN2824",228000,724000,1,1,2013,2013
"3317","NN2527",225000,727000,1,2,2013,2013
"3318","NM9427",194000,727000,2,5,2013,2016
"3319","NM9428",194000,728000,4,8,2013,2017
"3320","NR8498",184000,698000,3,3,2013,2016
"3321","NM8301",183000,701000,10,6,2013,2017
"3322","NR8499",184000,699000,2,2,2013,2016
"3323","NR8796",187000,696000,2,3,2013,2014
"3324","NM8523",185000,723000,2,3,2013,2013
"3325","NM8428",184000,728000,4,5,2013,2017
"3326","NN2827",228000,727000,1,1,2013,2013
"3327","NN3135",231000,735000,1,1,2013,2013
"3328","NS2942",229000,642000,1,1,2013,2013
"3329","NR7322",173000,622000,2,3,2013,2014
"3330","NM3224",132000,724000,1,3,2013,2013
"3331","NM2920",129000,720000,2,5,2013,2013
"3332","NR3594",135000,694000,1,4,2013,2013
"3333","NM3125",131000,725000,1,2,2013,2013
"3334","NM3918",139000,718000,3,4,2013,2016
"3335","NM5545",155000,745000,2,3,2013,2016
"3336","NM2060",120000,760000,4,6,2013,2016
"3337","NM1353",113000,753000,3,4,2013,2014
"3338","NM2162",121000,762000,1,2,2013,2013
"3339","NM2261",122000,761000,2,2,2013,2014
"3340","NN3214",232000,714000,1,1,2013,2013
"3341","NN2256",222000,756000,1,1,2013,2013
"3342","NM8644",186000,744000,1,2,2013,2013
"3343","NN2848",228000,748000,1,1,2013,2013
"3344","NM9729",197000,729000,1,1,2013,2013
"3345","NN2855",228000,755000,1,3,2013,2013
"3346","NN2856",228000,756000,1,1,2013,2013
"3347","NM9433",194000,733000,1,3,2013,2013
"3348","NM9432",194000,732000,1,3,2013,2013
"3349","NN2554",225000,754000,1,1,2013,2013
"3350","NN2655",226000,755000,2,1,2013,2017
"3351","NM8513",185000,713000,4,4,2013,2017
"3352","NN2948",229000,748000,1,1,2013,2013
"3353","NM9317",193000,717000,1,1,2013,2013
"3354","NN3047",230000,747000,1,1,2013,2013
"3355","NN3147",231000,747000,1,1,2013,2013
"3356","NN2947",229000,747000,1,1,2013,2013
"3357","NN2755",227000,755000,2,3,2013,2014
"3358","NN1327",213000,727000,2,1,2013,2017
"3359","NS3082",230000,682000,2,2,2013,2015
"3360","NR6547",165000,647000,33,13,2013,2016
"3361","NM9217",192000,717000,1,1,2013,2013
"3362","NR7688",176000,688000,2,3,2013,2016
"3363","NS3365",233000,665000,1,4,2013,2013
"3364","NS0134",201000,634000,1,1,2013,2013
"3365","NR9638",196000,638000,1,1,2013,2013
"3366","NR9836",198000,636000,1,3,2013,2013
"3367","NS0326",203000,626000,1,4,2013,2013
"3368","NN2333",223000,733000,1,1,2013,2013
"3369","NM8430",184000,730000,1,4,2013,2013
"3370","NR9491",194000,691000,4,2,2013,2016
"3371","NM7618",176000,718000,4,6,2013,2016
"3372","NM7909",179000,709000,1,1,2013,2013
"3373","NM9007",190000,707000,1,1,2013,2013
"3374","NM9511",195000,711000,1,1,2013,2013
"3375","NM8229",182000,729000,1,4,2013,2013
"3376","NM9020",190000,720000,2,4,2013,2014
"3377","NN2436",224000,736000,1,2,2013,2013
"3378","NM6409",164000,709000,1,4,2013,2013
"3379","NM6410",164000,710000,1,1,2013,2013
"3380","NM9603",196000,703000,1,2,2013,2013
