"","km_sq","easting","northing","Presence"
"1692","NR3760",137000,660000,1
"1693","NR3661",136000,661000,1
"1694","NM5730",157000,730000,1
"1695","NM6029",160000,729000,1
"1696","NM6231",162000,731000,1
"1697","NM7030",170000,730000,1
"1698","NM5429",154000,729000,1
"1699","NM6230",162000,730000,1
"1700","NM6130",161000,730000,1
"1701","NM6220",162000,720000,1
"1702","NM6219",162000,719000,1
"1703","NM6021",160000,721000,1
"1704","NM7429",174000,729000,1
"1705","NM5543",155000,743000,1
"1706","NM5829",158000,729000,1
"1707","NM4723",147000,723000,1
"1708","NM1051",110000,751000,1
"1709","NM8401",184000,701000,1
"1710","NM7327",173000,727000,1
"1711","NM9033",190000,733000,1
"1712","NM6221",162000,721000,1
"1713","NM6222",162000,722000,1
"1714","NM0347",103000,747000,1
"1715","NM5119",151000,719000,1
"1716","NR2947",129000,647000,1
"1717","NM5328",153000,728000,1
"1718","NR2943",129000,643000,1
"1719","NM9945",199000,745000,1
"1720","NM8145",181000,745000,1
"1721","NM8604",186000,704000,1
"1722","NM8503",185000,703000,1
"1723","NR4246",142000,646000,1
"1724","NM0346",103000,746000,1
"1725","NR4174",141000,674000,1
"1726","NR4066",140000,666000,1
"1727","NM8221",182000,721000,1
