"","km_sq","Presence","easting","northing"
"907","NN0942",1,209500,742500
"908","NN0943",1,209500,743500
"909","NN0958",0,209500,758500
"910","NN0960",1,209500,760500
"911","NN0970",1,209500,770500
"912","NN0971",1,209500,771500
"913","NN0976",0,209500,776500
"914","NN0977",1,209500,777500
"915","NN0978",1,209500,778500
"916","NN0983",1,209500,783500
"917","NN0984",1,209500,784500
"918","NN1036",1,210500,736500
"919","NN1043",1,210500,743500
"920","NN1044",1,210500,744500
"921","NN1045",1,210500,745500
"922","NN1058",1,210500,758500
"923","NN1059",0,210500,759500
"924","NN1076",1,210500,776500
"925","NN1084",1,210500,784500
"926","NN1091",1,210500,791500
"927","NN1126",0,211500,726500
"928","NN1145",1,211500,745500
"929","NN1156",0,211500,756500
"930","NN1157",1,211500,757500
"931","NN1158",1,211500,758500
"932","NN1161",1,211500,761500
"933","NN1164",1,211500,764500
"934","NN1173",1,211500,773500
"935","NN1174",0,211500,774500
"936","NN1177",0,211500,777500
"937","NN1183",1,211500,783500
"938","NN1184",1,211500,784500
"939","NN1191",1,211500,791500
"940","NN1227",0,212500,727500
"941","NN1245",1,212500,745500
"942","NN1246",1,212500,746500
"943","NN1256",1,212500,756500
"944","NN1257",0,212500,757500
"945","NN1261",1,212500,761500
"946","NN1271",1,212500,771500
"947","NN1273",1,212500,773500
"948","NN1276",1,212500,776500
"949","NN1277",1,212500,777500
"950","NN1279",0,212500,779500
"951","NN1283",1,212500,783500
"952","NN1291",1,212500,791500
"953","NN1292",1,212500,792500
"954","NN1345",1,213500,745500
"955","NN1346",1,213500,746500
"956","NN1361",1,213500,761500
"957","NN1371",1,213500,771500
"958","NN1372",0,213500,772500
"959","NN1375",1,213500,775500
"960","NN1377",1,213500,777500
"961","NN1378",1,213500,778500
"962","NN1379",1,213500,779500
"963","NN1382",1,213500,782500
"964","NN1383",1,213500,783500
"965","NN1390",1,213500,790500
"966","NN1429",0,214500,729500
"967","NN1446",1,214500,746500
"968","NN1447",1,214500,747500
"969","NN1448",1,214500,748500
"970","NN1449",1,214500,749500
"971","NN1457",0,214500,757500
"972","NN1461",0,214500,761500
"973","NN1462",1,214500,762500
"974","NN1468",1,214500,768500
"975","NN1476",1,214500,776500
"976","NN1477",1,214500,777500
"977","NN1479",0,214500,779500
"978","NN1481",1,214500,781500
"979","NN1482",1,214500,782500
"980","NN1483",0,214500,783500
"981","NN1488",0,214500,788500
"982","NN1489",1,214500,789500
"983","NN1490",1,214500,790500
"984","NN1491",1,214500,791500
"985","NN1549",1,215500,749500
"986","NN1550",1,215500,750500
"987","NN1551",1,215500,751500
"988","NN1562",1,215500,762500
"989","NN1568",1,215500,768500
"990","NN1577",1,215500,777500
"991","NN1580",1,215500,780500
"992","NN1581",0,215500,781500
"993","NN1582",0,215500,782500
"994","NN1583",0,215500,783500
"995","NN1589",1,215500,789500
"996","NN1650",1,216500,750500
"997","NN1651",1,216500,751500
"998","NN1662",1,216500,762500
"999","NN1668",1,216500,768500
"1000","NN1669",1,216500,769500
"1001","NN1677",0,216500,777500
"1002","NN1678",1,216500,778500
"1003","NN1681",1,216500,781500
"1004","NN1682",1,216500,782500
"1005","NN1683",1,216500,783500
"1006","NN1689",1,216500,789500
"1007","NN1741",1,217500,741500
"1008","NN1751",1,217500,751500
"1009","NN1768",1,217500,768500
"1010","NN1769",0,217500,769500
"1011","NN1770",0,217500,770500
"1012","NN1784",1,217500,784500
"1013","NN1788",0,217500,788500
"1014","NN1789",0,217500,789500
"1015","NN1805",0,218500,705500
"1016","NN1851",1,218500,751500
"1017","NN1862",0,218500,762500
"1018","NN1868",1,218500,768500
"1019","NN1869",0,218500,769500
"1020","NN1870",0,218500,770500
"1021","NN1883",0,218500,783500
"1022","NN1884",0,218500,784500
"1023","NN1885",1,218500,785500
"1024","NN1887",0,218500,787500
"1025","NN1889",1,218500,789500
"1026","NN1951",1,219500,751500
"1027","NN1957",0,219500,757500
"1028","NN1961",0,219500,761500
"1029","NN1962",1,219500,762500
"1030","NN1970",0,219500,770500
"1031","NN1983",0,219500,783500
"1032","NN1987",1,219500,787500
"1033","NN1988",0,219500,788500
"1034","NN2002",0,220500,702500
"1035","NN2057",0,220500,757500
"1036","NN2078",1,220500,778500
"1037","NN2079",1,220500,779500
"1038","NN2080",1,220500,780500
"1039","NN2081",1,220500,781500
"1040","NN2082",0,220500,782500
"1041","NN2088",0,220500,788500
"1042","NN2089",0,220500,789500
"1043","NN2170",0,221500,770500
"1044","NN2178",1,221500,778500
"1045","NN2179",1,221500,779500
"1046","NN2189",0,221500,789500
"1047","NN2279",0,222500,779500
"1048","NN2281",1,222500,781500
"1049","NN2307",0,223500,707500
"1050","NN2327",0,223500,727500
"1051","NN2342",0,223500,742500
"1052","NN2344",0,223500,744500
"1053","NN2379",1,223500,779500
"1054","NN2381",1,223500,781500
"1055","NN2382",1,223500,782500
"1056","NN2427",0,224500,727500
"1057","NN2479",1,224500,779500
"1058","NN2481",1,224500,781500
"1059","NN2504",0,225500,704500
"1060","NN2525",0,225500,725500
"1061","NN2552",0,225500,752500
"1062","NN2578",0,225500,778500
"1063","NN2580",1,225500,780500
"1064","NN2624",0,226500,724500
"1065","NN2625",0,226500,725500
"1066","NN2724",0,227500,724500
"1067","NN2726",0,227500,726500
"1068","NN2727",0,227500,727500
"1069","NN2741",0,227500,741500
"1070","NN2742",0,227500,742500
"1071","NN2780",1,227500,780500
"1072","NN2781",1,227500,781500
"1073","NN2795",0,227500,795500
"1074","NN2798",1,227500,798500
"1075","NN2880",1,228500,780500
"1076","NN2904",0,229500,704500
"1077","NN2980",1,229500,780500
"1078","NN3009",0,230500,709500
"1079","NN3028",0,230500,728500
"1080","NN3218",0,232500,718500
"1081","NN3220",0,232500,720500
"1082","NN3227",0,232500,727500
"1083","NN3230",0,232500,730500
"1084","NN3235",0,232500,735500
"1085","NN3328",0,233500,728500
"1086","NN3578",1,235500,778500
"1087","NN3679",1,236500,779500
"1088","NN3680",0,236500,780500
"1089","NR1652",0,116500,652500
"1090","NR1653",0,116500,653500
"1091","NR1854",0,118500,654500
"1092","NR2066",0,120500,666500
"1093","NR2163",0,121500,663500
"1094","NR2259",0,122500,659500
"1095","NR2370",0,123500,670500
"1096","NR2558",0,125500,658500
"1097","NR2641",0,126500,641500
"1098","NR2661",0,126500,661500
"1099","NR2664",0,126500,664500
"1100","NR2741",0,127500,641500
"1101","NR2742",0,127500,642500
"1102","NR2767",0,127500,667500
"1103","NR2769",0,127500,669500
"1104","NR2770",0,127500,670500
"1105","NR2842",0,128500,642500
"1106","NR2866",0,128500,666500
"1107","NR2871",0,128500,671500
"1108","NR2943",0,129500,643500
"1109","NR3059",0,130500,659500
"1110","NR3070",0,130500,670500
"1111","NR3071",0,130500,671500
"1112","NR3072",0,130500,672500
"1113","NR3147",0,131500,647500
"1114","NR3246",0,132500,646500
"1115","NR3345",0,133500,645500
"1116","NR3357",0,133500,657500
"1117","NR3358",0,133500,658500
"1118","NR3362",0,133500,662500
"1119","NR3363",0,133500,663500
"1120","NR3364",0,133500,664500
"1121","NR3386",0,133500,686500
"1122","NR3444",0,134500,644500
"1123","NR3445",0,134500,645500
"1124","NR3453",0,134500,653500
"1125","NR3458",0,134500,658500
"1126","NR3463",0,134500,663500
"1127","NR3488",0,134500,688500
"1128","NR3491",0,134500,691500
"1129","NR3545",0,135500,645500
"1130","NR3546",0,135500,646500
"1131","NR3587",0,135500,687500
"1132","NR3588",0,135500,688500
"1133","NR3590",0,135500,690500
"1134","NR3591",0,135500,691500
"1135","NR3592",0,135500,692500
"1136","NR3593",0,135500,693500
"1137","NR3659",0,136500,659500
"1138","NR3687",0,136500,687500
"1139","NR3688",0,136500,688500
"1140","NR3689",0,136500,689500
"1141","NR3690",0,136500,690500
"1142","NR3691",0,136500,691500
"1143","NR3693",0,136500,693500
"1144","NR3694",0,136500,694500
"1145","NR3695",0,136500,695500
"1146","NR3696",0,136500,696500
"1147","NR3760",0,137500,660500
"1148","NR3787",0,137500,687500
"1149","NR3789",0,137500,689500
"1150","NR3791",0,137500,691500
"1151","NR3795",0,137500,695500
"1152","NR3796",0,137500,696500
"1153","NR3797",0,137500,697500
"1154","NR3890",0,138500,690500
"1155","NR3891",0,138500,691500
"1156","NR3892",0,138500,692500
"1157","NR3893",0,138500,693500
"1158","NR3894",0,138500,694500
"1159","NR3896",0,138500,696500
"1160","NR3897",0,138500,697500
"1161","NR3898",0,138500,698500
"1162","NR3966",0,139500,666500
"1163","NR3968",0,139500,668500
"1164","NR3991",0,139500,691500
"1165","NR3992",0,139500,692500
"1166","NR3994",0,139500,694500
"1167","NR3995",0,139500,695500
"1168","NR3996",0,139500,696500
"1169","NR3997",0,139500,697500
"1170","NR3998",0,139500,698500
"1171","NR4072",0,140500,672500
"1172","NR4095",0,140500,695500
"1173","NR4096",0,140500,696500
"1174","NR4097",0,140500,697500
"1175","NR4098",0,140500,698500
"1176","NR4099",0,140500,699500
"1177","NR4173",0,141500,673500
"1178","NR4198",0,141500,698500
"1179","NR4199",0,141500,699500
"1180","NR4279",0,142500,679500
"1181","NR4299",0,142500,699500
"1182","NR4469",0,144500,669500
"1183","NR4557",0,145500,657500
"1184","NR4651",0,146500,651500
"1185","NR4652",0,146500,652500
"1186","NR4653",0,146500,653500
"1187","NR4654",0,146500,654500
"1188","NR4863",0,148500,663500
"1189","NR4970",0,149500,670500
"1190","NR5978",0,159500,678500
"1191","NR6421",0,164500,621500
"1192","NR6447",0,164500,647500
"1193","NR6448",0,164500,648500
"1194","NR6522",0,165500,622500
"1195","NR6523",0,165500,623500
"1196","NR6524",0,165500,624500
"1197","NR6525",0,165500,625500
"1198","NR6526",0,165500,626500
"1199","NR6547",0,165500,647500
"1200","NR6632",0,166500,632500
"1201","NR6636",0,166500,636500
"1202","NR6690",0,166500,690500
"1203","NR6722",0,167500,622500
"1204","NR6723",0,167500,623500
"1205","NR6736",0,167500,636500
"1206","NR6739",0,167500,639500
"1207","NR6821",0,168500,621500
"1208","NR6822",0,168500,622500
"1209","NR6825",0,168500,625500
"1210","NR6826",0,168500,626500
"1211","NR6841",0,168500,641500
"1212","NR6879",0,168500,679500
"1213","NR6880",0,168500,680500
"1214","NR6926",0,169500,626500
"1215","NR6927",0,169500,627500
"1216","NR6947",0,169500,647500
"1217","NR6948",0,169500,648500
"1218","NR6949",0,169500,649500
"1219","NR6974",0,169500,674500
"1220","NR6977",0,169500,677500
"1221","NR6978",0,169500,678500
"1222","NR6979",0,169500,679500
"1223","NR6980",0,169500,680500
"1224","NR7024",0,170500,624500
"1225","NR7025",0,170500,625500
"1226","NR7026",0,170500,626500
"1227","NR7027",0,170500,627500
"1228","NR7030",0,170500,630500
"1229","NR7075",0,170500,675500
"1230","NR7079",0,170500,679500
"1231","NR7081",0,170500,681500
"1232","NR7082",0,170500,682500
"1233","NR7126",0,171500,626500
"1234","NR7127",0,171500,627500
"1235","NR7130",0,171500,630500
"1236","NR7131",0,171500,631500
"1237","NR7132",0,171500,632500
"1238","NR7150",0,171500,650500
"1239","NR7176",0,171500,676500
"1240","NR7179",0,171500,679500
"1241","NR7231",0,172500,631500
"1242","NR7273",0,172500,673500
"1243","NR7282",0,172500,682500
"1244","NR7283",0,172500,683500
"1245","NR7284",0,172500,684500
"1246","NR7285",0,172500,685500
"1247","NR7384",0,173500,684500
"1248","NR7385",0,173500,685500
"1249","NR7421",0,174500,621500
"1250","NR7485",0,174500,685500
"1251","NR7486",0,174500,686500
"1252","NR7487",0,174500,687500
"1253","NR7524",0,175500,624500
"1254","NR7525",0,175500,625500
"1255","NR7532",0,175500,632500
"1256","NR7533",0,175500,633500
"1257","NR7556",0,175500,656500
"1258","NR7557",0,175500,657500
"1259","NR7599",0,175500,699500
"1260","NR7633",0,176500,633500
"1261","NR7656",0,176500,656500
"1262","NR7690",0,176500,690500
"1263","NR7699",0,176500,699500
"1264","NR7731",0,177500,631500
"1265","NR7778",0,177500,678500
"1266","NR7789",0,177500,689500
"1267","NR7790",0,177500,690500
"1268","NR7791",0,177500,691500
"1269","NR7829",0,178500,629500
"1270","NR7831",0,178500,631500
"1271","NR7832",0,178500,632500
"1272","NR7836",0,178500,636500
"1273","NR7887",0,178500,687500
"1274","NR7890",0,178500,690500
"1275","NR7891",0,178500,691500
"1276","NR7894",0,178500,694500
"1277","NR7931",0,179500,631500
"1278","NR7990",0,179500,690500
"1279","NR7991",0,179500,691500
"1280","NR7993",0,179500,693500
"1281","NR7994",0,179500,694500
"1282","NR7996",0,179500,696500
"1283","NR8039",0,180500,639500
"1284","NR8092",0,180500,692500
"1285","NR8095",0,180500,695500
"1286","NR8138",0,181500,638500
"1287","NR8140",0,181500,640500
"1288","NR8178",0,181500,678500
"1289","NR8179",0,181500,679500
"1290","NR8187",0,181500,687500
"1291","NR8190",0,181500,690500
"1292","NR8194",0,181500,694500
"1293","NR8195",0,181500,695500
"1294","NR8261",0,182500,661500
"1295","NR8293",0,182500,693500
"1296","NR8294",0,182500,694500
"1297","NR8295",0,182500,695500
"1298","NR8297",0,182500,697500
"1299","NR8392",0,183500,692500
"1300","NR8393",0,183500,693500
"1301","NR8396",0,183500,696500
"1302","NR8398",0,183500,698500
"1303","NR8399",0,183500,699500
"1304","NR8485",0,184500,685500
"1305","NR8490",0,184500,690500
"1306","NR8491",0,184500,691500
"1307","NR8498",0,184500,698500
"1308","NR8558",0,185500,658500
"1309","NR8586",0,185500,686500
"1310","NR8588",0,185500,688500
"1311","NR8590",0,185500,690500
"1312","NR8640",0,186500,640500
"1313","NR8655",0,186500,655500
"1314","NR8657",0,186500,657500
"1315","NR8687",0,186500,687500
"1316","NR8688",0,186500,688500
"1317","NR8694",0,186500,694500
"1318","NR8768",0,187500,668500
"1319","NR8797",0,187500,697500
"1320","NR8828",0,188500,628500
"1321","NR8829",0,188500,629500
"1322","NR8843",0,188500,643500
"1323","NR8897",0,188500,697500
"1324","NR8931",0,189500,631500
"1325","NR9133",0,191500,633500
"1326","NR9269",0,192500,669500
"1327","NR9292",0,192500,692500
"1328","NR9350",0,193500,650500
"1329","NR9351",0,193500,651500
"1330","NR9369",0,193500,669500
"1331","NR9449",0,194500,649500
"1332","NR9452",0,194500,652500
"1333","NR9491",0,194500,691500
"1334","NR9492",0,194500,692500
"1335","NR9568",0,195500,668500
"1336","NR9671",0,196500,671500
"1337","NR9695",0,196500,695500
"1338","NR9722",0,197500,622500
"1339","NR9771",0,197500,671500
"1340","NR9795",0,197500,695500
"1341","NR9822",0,198500,622500
"1342","NR9838",0,198500,638500
"1343","NR9873",0,198500,673500
"1344","NR9897",0,198500,697500
"1345","NR9937",0,199500,637500
"1346","NR9938",0,199500,638500
"1347","NR9987",0,199500,687500
"1348","NS0037",0,200500,637500
"1349","NS0038",0,200500,638500
"1350","NS0045",0,200500,645500
"1351","NS0087",0,200500,687500
"1352","NS0133",0,201500,633500
"1353","NS0135",0,201500,635500
"1354","NS0136",0,201500,636500
"1355","NS0137",0,201500,637500
"1356","NS0138",0,201500,638500
"1357","NS0146",0,201500,646500
"1358","NS0174",0,201500,674500
"1359","NS0221",0,202500,621500
"1360","NS0225",0,202500,625500
"1361","NS0230",0,202500,630500
"1362","NS0231",0,202500,631500
"1363","NS0235",0,202500,635500
"1364","NS0266",0,202500,666500
"1365","NS0274",0,202500,674500
"1366","NS0366",0,203500,666500
"1367","NS0425",0,204500,625500
"1368","NS0465",0,204500,665500
"1369","NS0466",0,204500,666500
"1370","NS0762",0,207500,662500
"1371","NS0856",0,208500,656500
"1372","NS0864",0,208500,664500
"1373","NS0955",0,209500,655500
"1374","NS1052",0,210500,652500
"1375","NS1058",0,210500,658500
"1376","NS1063",0,210500,663500
"1377","NS1153",0,211500,653500
"1378","NS1168",0,211500,668500
"1379","NS1385",0,213500,685500
"1380","NS1485",0,214500,685500
"1381","NS1556",0,215500,656500
"1382","NS1584",0,215500,684500
"1383","NS1655",0,216500,655500
"1384","NS1657",0,216500,657500
"1385","NS1676",0,216500,676500
"1386","NS1682",0,216500,682500
"1387","NS1748",0,217500,648500
"1388","NS1749",0,217500,649500
"1389","NS1750",0,217500,650500
"1390","NS1754",0,217500,654500
"1391","NS1759",0,217500,659500
"1392","NS1776",0,217500,676500
"1393","NS1852",0,218500,652500
"1394","NS1858",0,218500,658500
"1395","NS1887",0,218500,687500
"1396","NS1947",0,219500,647500
"1397","NS1952",0,219500,652500
"1398","NS1967",0,219500,667500
"1399","NS1968",0,219500,668500
"1400","NS1981",0,219500,681500
"1401","NS2046",0,220500,646500
"1402","NS2048",0,220500,648500
"1403","NS2052",0,220500,652500
"1404","NS2054",0,220500,654500
"1405","NS2057",0,220500,657500
"1406","NS2073",0,220500,673500
"1407","NS2074",0,220500,674500
"1408","NS2152",0,221500,652500
"1409","NS2154",0,221500,654500
"1410","NS2156",0,221500,656500
"1411","NS2161",0,221500,661500
"1412","NS2171",0,221500,671500
"1413","NS2186",0,221500,686500
"1414","NS2242",0,222500,642500
"1415","NS2243",0,222500,643500
"1416","NS2254",0,222500,654500
"1417","NS2365",0,223500,665500
"1418","NS2371",0,223500,671500
"1419","NS2372",0,223500,672500
"1420","NS2466",0,224500,666500
"1421","NS2471",0,224500,671500
"1422","NS2472",0,224500,672500
"1423","NS2474",0,224500,674500
"1424","NS2573",0,225500,673500
"1425","NS2577",0,225500,677500
"1426","NS2587",0,225500,687500
"1427","NS2640",0,226500,640500
"1428","NS2641",0,226500,641500
"1429","NS2689",0,226500,689500
"1430","NS2690",0,226500,690500
"1431","NS2699",0,226500,699500
"1432","NS2740",0,227500,640500
"1433","NS2741",0,227500,641500
"1434","NS2771",0,227500,671500
"1435","NS2839",0,228500,639500
"1436","NS2864",0,228500,664500
"1437","NS2871",0,228500,671500
"1438","NS2882",0,228500,682500
"1439","NS2883",0,228500,683500
"1440","NS2884",0,228500,684500
"1441","NS2899",0,228500,699500
"1442","NS2938",0,229500,638500
"1443","NS2939",0,229500,639500
"1444","NS2949",0,229500,649500
"1445","NS2964",0,229500,664500
"1446","NS2972",0,229500,672500
"1447","NS2983",0,229500,683500
"1448","NS3037",0,230500,637500
"1449","NS3039",0,230500,639500
"1450","NS3040",0,230500,640500
"1451","NS3041",0,230500,641500
"1452","NS3063",0,230500,663500
"1453","NS3064",0,230500,664500
"1454","NS3072",0,230500,672500
"1455","NS3073",0,230500,673500
"1456","NS3075",0,230500,675500
"1457","NS3083",0,230500,683500
"1458","NS3086",0,230500,686500
"1459","NS3098",0,230500,698500
"1460","NS3135",0,231500,635500
"1461","NS3136",0,231500,636500
"1462","NS3143",0,231500,643500
"1463","NS3153",0,231500,653500
"1464","NS3162",0,231500,662500
"1465","NS3163",0,231500,663500
"1466","NS3164",0,231500,664500
"1467","NS3178",0,231500,678500
"1468","NS3181",0,231500,681500
"1469","NS3231",0,232500,631500
"1470","NS3232",0,232500,632500
"1471","NS3233",0,232500,633500
"1472","NS3234",0,232500,634500
"1473","NS3235",0,232500,635500
"1474","NS3236",0,232500,636500
"1475","NS3237",0,232500,637500
"1476","NS3241",0,232500,641500
"1477","NS3242",0,232500,642500
"1478","NS3248",0,232500,648500
"1479","NS3262",0,232500,662500
"1480","NS3268",0,232500,668500
"1481","NS3278",0,232500,678500
"1482","NS3341",0,233500,641500
"1483","NS3355",0,233500,655500
"1484","NS3368",0,233500,668500
