,ID,X,Y,species,adults
876,1833,-5.118648021,56.97441335,Chequered Skipper,Present
908,1865,-5.247959165,56.55895927,Chequered Skipper,Present
931,1888,-5.683923698,56.69739126,Chequered Skipper,Present
947,1904,-5.097301258,56.53808767,Chequered Skipper,Present
1408,2365,-5.247959165,56.55895927,Chequered Skipper,Present
1412,2369,-5.247959165,56.55895927,Chequered Skipper,Present
1757,2714,-5.256931243,56.55917379,Chequered Skipper,Present
1789,2746,-5.302945923,56.62942664,Chequered Skipper,Present
1963,2920,-5.254921529,56.55473169,Chequered Skipper,Present
1986,2943,-5.14237724,56.51268424,Chequered Skipper,Present
2078,3035,-5.147244645,56.51256092,Chequered Skipper,Present
2220,3177,-5.034670082,56.77154282,Chequered Skipper,Present
2249,3206,-5.772344929,56.71542191,Chequered Skipper,Present
2298,3255,-5.254921529,56.55473169,Chequered Skipper,Present
2324,3281,-5.256776981,56.55737992,Chequered Skipper,Present
2384,3341,-5.254921529,56.55473169,Chequered Skipper,Present
2425,3382,-5.254921529,56.55473169,Chequered Skipper,Present
2452,3409,-5.192903707,56.59139997,Chequered Skipper,Present
2479,3436,-5.188555683,56.59780412,Chequered Skipper,Present
89,536,-4.881260538,56.87360296,Chequered Skipper,Present
158,1113,-5.247959165,56.55895927,Chequered Skipper,Present
161,1116,-5.247959165,56.55895927,Chequered Skipper,Present
171,1126,-5.555421424,56.71236753,Chequered Skipper,Present
172,1127,-5.555421424,56.71236753,Chequered Skipper,Present
185,1140,-5.168857578,56.97449889,Chequered Skipper,Present
192,1147,-5.014492573,56.89742151,Chequered Skipper,Present
200,1155,-5.531228734,56.80296017,Chequered Skipper,Present
202,1157,-5.531228734,56.80296017,Chequered Skipper,Present
356,1313,-5.258401184,56.55733732,Chequered Skipper,Present
411,1368,-5.53862552,56.8031999,Chequered Skipper,Present
444,1401,-5.53862552,56.8031999,Chequered Skipper,Present
447,1404,-4.882642684,56.891547,Chequered Skipper,Present
448,1405,-4.865562636,56.88295225,Chequered Skipper,Present
585,1542,-5.258401184,56.55733732,Chequered Skipper,Present
628,1585,-5.247959165,56.55895927,Chequered Skipper,Present
629,1586,-5.247959165,56.55895927,Chequered Skipper,Present
661,1618,-5.247959165,56.55895927,Chequered Skipper,Present
663,1620,-5.61301089,56.75880943,Chequered Skipper,Present
685,1642,-5.670450739,56.69329394,Chequered Skipper,Present
694,1651,-5.413086399,56.86423584,Chequered Skipper,Present
749,1706,-5.247959165,56.55895927,Chequered Skipper,Present
760,1717,-5.118798109,56.97620734,Chequered Skipper,Present
771,1728,-5.247959165,56.55895927,Chequered Skipper,Present
779,1736,-5.247959165,56.55895927,Chequered Skipper,Present
795,1752,-5.53862552,56.8031999,Chequered Skipper,Present
840,1797,-5.252148819,56.86314079,Chequered Skipper,Present
873,1830,-5.118648021,56.97441335,Chequered Skipper,Present
883,1840,-5.537075718,56.80414293,Chequered Skipper,Present
884,1841,-5.537075718,56.80414293,Chequered Skipper,Present
903,1860,-5.288870786,56.55203932,Chequered Skipper,Present
1121,2078,-5.26203584,56.5617367,Chequered Skipper,Present
1143,2100,-5.258787064,56.56182198,Chequered Skipper,Present
1185,2142,-5.258324022,56.55644039,Chequered Skipper,Present
1279,2236,-5.559052629,56.55178133,Chequered Skipper,Present
1589,2546,-5.770020943,56.73302552,Chequered Skipper,Present
1605,2562,-5.021232304,56.57366963,Chequered Skipper,Present
1607,2564,-5.023382118,56.60058357,Chequered Skipper,Present
1608,2565,-5.007831279,56.60994954,Chequered Skipper,Present
1634,2591,-5.020746646,56.77143168,Chequered Skipper,Present
1644,2601,-5.216902281,56.72022736,Chequered Skipper,Present
1651,2608,-4.959726456,56.62009265,Chequered Skipper,Present
2108,3065,-5.129545293,56.51480628,Chequered Skipper,Present
2245,3202,-5.064405226,56.90519502,Chequered Skipper,Present
2250,3207,-5.543320104,56.7140612,Chequered Skipper,Present
2291,3248,-5.254921529,56.55473169,Chequered Skipper,Present
2304,3261,-5.254921529,56.55473169,Chequered Skipper,Present
2400,3357,-5.256931243,56.55917379,Chequered Skipper,Present
2422,3379,-5.254921529,56.55473169,Chequered Skipper,Present
2434,3391,-5.207459369,56.59012618,Chequered Skipper,Present
2437,3394,-5.205985719,56.59196208,Chequered Skipper,Present
2438,3395,-5.205985719,56.59196208,Chequered Skipper,Present
2461,3418,-5.191504983,56.59413269,Chequered Skipper,Present
2463,3420,-5.191580673,56.59502968,Chequered Skipper,Present
18,18,-5.008989171,56.60709009,Chequered Skipper,Present
59,506,-5.185627163,56.78530372,Chequered Skipper,Present
67,514,-5.086729226,56.97655389,Chequered Skipper,Present
81,528,-5.086729226,56.97655389,Chequered Skipper,Present
91,538,-5.608628815,56.75578974,Chequered Skipper,Present
97,544,-4.881260538,56.87360296,Chequered Skipper,Present
99,546,-5.608628815,56.75578974,Chequered Skipper,Present
121,1030,-5.436007011,56.86360671,Chequered Skipper,Present
141,1095,-5.180727169,56.60160043,Chequered Skipper,Present
142,1096,-5.179004291,56.6101843,Chequered Skipper,Present
194,1149,-5.547571926,56.80249605,Chequered Skipper,Present
195,1150,-5.547571926,56.80249605,Chequered Skipper,Present
277,1232,-5.086729226,56.97655389,Chequered Skipper,Present
396,1353,-5.247959165,56.55895927,Chequered Skipper,Present
412,1369,-5.118648021,56.97441335,Chequered Skipper,Present
474,1431,-5.092292539,56.97416925,Chequered Skipper,Present
529,1486,-5.204901954,56.98211942,Chequered Skipper,Present
574,1531,-5.256776981,56.55737992,Chequered Skipper,Present
678,1635,-5.048228879,57.00895802,Chequered Skipper,Present
704,1661,-5.395158038,56.86562398,Chequered Skipper,Present
778,1735,-5.247959165,56.55895927,Chequered Skipper,Present
829,1786,-5.42848422,56.88898535,Chequered Skipper,Present
881,1838,-5.537075718,56.80414293,Chequered Skipper,Present
882,1839,-5.537075718,56.80414293,Chequered Skipper,Present
891,1848,-5.243173531,56.89213984,Chequered Skipper,Present
899,1856,-5.258324022,56.55644039,Chequered Skipper,Present
902,1859,-5.252058378,56.55930148,Chequered Skipper,Present
1012,1969,-4.898250129,56.89163509,Chequered Skipper,Present
1019,1976,-5.242398786,56.87373212,Chequered Skipper,Present
1024,1981,-5.337168833,56.69368843,Chequered Skipper,Present
1026,1983,-5.309562653,56.7142028,Chequered Skipper,Present
1186,2143,-5.256776981,56.55737992,Chequered Skipper,Present
1242,2199,-5.539960713,56.72179868,Chequered Skipper,Present
1354,2311,-5.048228879,57.00895802,Chequered Skipper,Present
1379,2336,-5.092292539,56.97416925,Chequered Skipper,Present
1387,2344,-4.81895385,56.88536153,Chequered Skipper,Present
1409,2366,-5.247959165,56.55895927,Chequered Skipper,Present
1410,2367,-5.247959165,56.55895927,Chequered Skipper,Present
1579,2536,-5.389792914,56.86981525,Chequered Skipper,Present
1581,2538,-5.541774003,56.71500425,Chequered Skipper,Present
1616,2573,-5.084777956,56.55413015,Chequered Skipper,Present
1821,2778,-5.409566891,56.86163513,Chequered Skipper,Present
1839,2796,-5.086729226,56.97655389,Chequered Skipper,Present
1917,2874,-5.264201813,56.55853343,Chequered Skipper,Present
1930,2887,-5.033385769,56.57292406,Chequered Skipper,Present
1981,2938,-5.409566891,56.86163513,Chequered Skipper,Present
2056,3013,-5.259344993,56.55600906,Chequered Skipper,Present
2183,3140,-5.126674174,56.91308953,Chequered Skipper,Present
2200,3157,-5.066680599,56.90289202,Chequered Skipper,Present
2235,3192,-5.608628815,56.75578974,Chequered Skipper,Present
2271,3228,-5.311605287,56.55143513,Chequered Skipper,Present
2301,3258,-5.254921529,56.55473169,Chequered Skipper,Present
2377,3334,-5.299607766,56.44446152,Chequered Skipper,Present
2385,3342,-5.329015218,56.46241937,Chequered Skipper,Present
2401,3358,-5.205833679,56.59016813,Chequered Skipper,Present
2428,3385,-5.254921529,56.55473169,Chequered Skipper,Present
2449,3406,-5.192903707,56.59139997,Chequered Skipper,Present
2451,3408,-5.192903707,56.59139997,Chequered Skipper,Present
2462,3419,-5.191504983,56.59413269,Chequered Skipper,Present
2465,3422,-5.191580673,56.59502968,Chequered Skipper,Present
2480,3437,-5.188631314,56.59870111,Chequered Skipper,Present
2550,3507,-5.079722339,56.90167217,Chequered Skipper,Present
17,17,-5.255152774,56.5574225,Chequered Skipper,Present
87,534,-5.539960713,56.72179868,Chequered Skipper,Present
93,540,-5.119581881,56.97573835,Chequered Skipper,Present
95,542,-5.405351728,56.86040178,Chequered Skipper,Present
112,938,-5.530780879,56.71981179,Chequered Skipper,Present
120,1029,-5.443945199,56.86069084,Chequered Skipper,Present
173,1128,-5.555421424,56.71236753,Chequered Skipper,Present
177,1132,-5.438092089,56.85950379,Chequered Skipper,Present
248,1203,-5.016625859,56.89332521,Chequered Skipper,Present
339,1296,-5.180727169,56.60160043,Chequered Skipper,Present
395,1352,-5.247959165,56.55895927,Chequered Skipper,Present
433,1390,-5.61301089,56.75880943,Chequered Skipper,Present
443,1400,-5.53527233,56.80239602,Chequered Skipper,Present
516,1473,-5.086729226,56.97655389,Chequered Skipper,Present
610,1567,-5.125368518,56.97604324,Chequered Skipper,Present
611,1568,-5.125368518,56.97604324,Chequered Skipper,Present
613,1570,-5.091021858,56.97869496,Chequered Skipper,Present
631,1588,-5.247959165,56.55895927,Chequered Skipper,Present
632,1589,-5.247959165,56.55895927,Chequered Skipper,Present
635,1592,-5.247959165,56.55895927,Chequered Skipper,Present
643,1600,-5.53527233,56.80239602,Chequered Skipper,Present
644,1601,-5.53862552,56.8031999,Chequered Skipper,Present
645,1602,-5.118648021,56.97441335,Chequered Skipper,Present
646,1603,-5.118648021,56.97441335,Chequered Skipper,Present
650,1607,-5.123951441,56.97877527,Chequered Skipper,Present
659,1616,-5.247959165,56.55895927,Chequered Skipper,Present
675,1632,-5.53862552,56.8031999,Chequered Skipper,Present
687,1644,-5.670450739,56.69329394,Chequered Skipper,Present
719,1676,-5.776144827,56.72070151,Chequered Skipper,Present
754,1711,-5.054001152,56.70725088,Chequered Skipper,Present
764,1721,-5.125368518,56.97604324,Chequered Skipper,Present
846,1803,-4.90644623,56.89144457,Chequered Skipper,Present
870,1827,-4.876663776,56.88853912,Chequered Skipper,Present
914,1871,-5.252135401,56.56019841,Chequered Skipper,Present
917,1874,-4.876663776,56.88853912,Chequered Skipper,Present
925,1882,-4.876663776,56.88853912,Chequered Skipper,Present
1013,1970,-5.094083997,56.97592264,Chequered Skipper,Present
1106,2063,-5.263660221,56.56169402,Chequered Skipper,Present
1128,2085,-5.260179798,56.55908856,Chequered Skipper,Present
1203,2160,-5.255229864,56.55831944,Chequered Skipper,Present
1206,2163,-5.188376656,56.46027154,Chequered Skipper,Present
1224,2181,-5.542027136,56.71769419,Chequered Skipper,Present
1228,2185,-5.342507407,56.95604191,Chequered Skipper,Present
1306,2263,-5.542027136,56.71769419,Chequered Skipper,Present
1348,2305,-5.342507407,56.95604191,Chequered Skipper,Present
1357,2314,-5.813807667,56.89848367,Chequered Skipper,Present
1416,2373,-5.233247749,56.57732206,Chequered Skipper,Present
1445,2402,-5.333080688,56.97022737,Chequered Skipper,Present
1446,2403,-5.316660441,56.97066421,Chequered Skipper,Present
1523,2480,-5.247959165,56.55895927,Chequered Skipper,Present
1537,2494,-5.082859849,56.68047197,Chequered Skipper,Present
1545,2502,-5.317521368,56.97109083,Chequered Skipper,Present
1604,2561,-5.037484796,56.57327335,Chequered Skipper,Present
1713,2670,-5.297725017,56.50415888,Chequered Skipper,Present
1755,2712,-5.20332667,56.42572621,Chequered Skipper,Present
1761,2718,-5.216902281,56.72022736,Chequered Skipper,Present
1772,2729,-5.162646606,56.5022812,Chequered Skipper,Present
1830,2787,-5.43158882,56.86912225,Chequered Skipper,Present
1925,2882,-5.257244211,56.5438833,Chequered Skipper,Present
1945,2902,-5.376856039,56.72632975,Chequered Skipper,Present
1946,2903,-5.377661084,56.73529775,Chequered Skipper,Present
1947,2904,-5.359742262,56.71780296,Chequered Skipper,Present
1948,2905,-5.360542973,56.72677113,Chequered Skipper,Present
1949,2906,-5.343432601,56.71824206,Chequered Skipper,Present
1980,2937,-5.43158882,56.86912225,Chequered Skipper,Present
2019,2976,-5.111915563,56.91345816,Chequered Skipper,Present
2054,3011,-5.258555523,56.55913118,Chequered Skipper,Present
2055,3012,-5.255384059,56.56011331,Chequered Skipper,Present
2057,3014,-5.256699857,56.55648299,Chequered Skipper,Present
2060,3017,-5.24741621,56.5621198,Chequered Skipper,Present
2073,3030,-5.247117772,56.40660743,Chequered Skipper,Present
2074,3031,-5.235564544,56.40421273,Chequered Skipper,Present
2080,3037,-5.147244645,56.51256092,Chequered Skipper,Present
2128,3085,-5.16653979,56.49049581,Chequered Skipper,Present
2155,3112,-5.160949902,56.5014255,Chequered Skipper,Present
2184,3141,-5.126674174,56.91308953,Chequered Skipper,Present
2185,3142,-5.007489202,56.7182706,Chequered Skipper,Present
2192,3149,-5.037937655,56.77146321,Chequered Skipper,Present
2193,3150,-4.983853559,56.92512228,Chequered Skipper,Present
2204,3161,-5.111915563,56.91345816,Chequered Skipper,Present
2229,3186,-5.048228879,57.00895802,Chequered Skipper,Present
2231,3188,-5.00756087,56.71916772,Chequered Skipper,Present
2267,3224,-5.371632013,56.54465054,Chequered Skipper,Present
2268,3225,-5.247959165,56.55895927,Chequered Skipper,Present
2295,3252,-5.254921529,56.55473169,Chequered Skipper,Present
2318,3275,-5.313307592,56.5522887,Chequered Skipper,Present
2356,3313,-5.16653979,56.49049581,Chequered Skipper,Present
2378,3335,-5.297380949,56.44685811,Chequered Skipper,Present
2394,3351,-5.249729884,56.41916946,Chequered Skipper,Present
2406,3363,-5.187073338,56.38659146,Chequered Skipper,Present
2414,3371,-5.254921529,56.55473169,Chequered Skipper,Present
2446,3403,-5.188782588,56.60049508,Chequered Skipper,Present
2454,3411,-5.192979423,56.59229696,Chequered Skipper,Present
2459,3416,-5.191504983,56.59413269,Chequered Skipper,Present
2467,3424,-5.191580673,56.59502968,Chequered Skipper,Present
2477,3434,-5.188555683,56.59780412,Chequered Skipper,Present
2499,3456,-4.820592918,56.88532451,Chequered Skipper,Present
2520,3477,-5.082756549,56.81890163,Chequered Skipper,Present
58,505,-5.185627163,56.78530372,Chequered Skipper,Present
69,516,-5.086729226,56.97655389,Chequered Skipper,Present
79,526,-5.539960713,56.72179868,Chequered Skipper,Present
105,552,-5.063670027,56.8962245,Chequered Skipper,Present
127,1036,-5.629766481,56.76281761,Chequered Skipper,Present
130,1039,-5.541809538,56.80221042,Chequered Skipper,Present
160,1115,-5.247959165,56.55895927,Chequered Skipper,Present
178,1133,-5.438092089,56.85950379,Chequered Skipper,Present
184,1139,-5.01558898,56.86009312,Chequered Skipper,Present
196,1151,-5.547571926,56.80249605,Chequered Skipper,Present
227,1182,-5.165094133,56.97863921,Chequered Skipper,Present
230,1185,-5.150082725,56.97632176,Chequered Skipper,Present
242,1197,-5.01558898,56.86009312,Chequered Skipper,Present
332,1287,-5.538540944,56.80230326,Chequered Skipper,Present
342,1299,-5.267914144,56.55439049,Chequered Skipper,Present
388,1345,-5.247959165,56.55895927,Chequered Skipper,Present
389,1346,-5.247959165,56.55895927,Chequered Skipper,Present
390,1347,-5.247959165,56.55895927,Chequered Skipper,Present
414,1371,-5.125368518,56.97604324,Chequered Skipper,Present
430,1387,-5.247959165,56.55895927,Chequered Skipper,Present
470,1427,-5.547571926,56.80249605,Chequered Skipper,Present
478,1435,-5.093935099,56.97412861,Chequered Skipper,Present
510,1467,-5.119581881,56.97573835,Chequered Skipper,Present
517,1474,-5.086729226,56.97655389,Chequered Skipper,Present
519,1476,-5.018780795,56.96068593,Chequered Skipper,Present
522,1479,-5.090798715,56.97600391,Chequered Skipper,Present
588,1545,-5.287402532,56.55387613,Chequered Skipper,Present
590,1547,-5.205895671,56.45622411,Chequered Skipper,Present
594,1551,-5.292040682,56.55105636,Chequered Skipper,Present
596,1553,-5.252135401,56.56019841,Chequered Skipper,Present
606,1563,-5.118798109,56.97620734,Chequered Skipper,Present
607,1564,-5.118798109,56.97620734,Chequered Skipper,Present
608,1565,-5.118798109,56.97620734,Chequered Skipper,Present
612,1569,-5.093860657,56.97323159,Chequered Skipper,Present
673,1630,-5.53527233,56.80239602,Chequered Skipper,Present
674,1631,-5.53527233,56.80239602,Chequered Skipper,Present
676,1633,-5.093860657,56.97323159,Chequered Skipper,Present
686,1643,-5.670450739,56.69329394,Chequered Skipper,Present
688,1645,-5.670450739,56.69329394,Chequered Skipper,Present
689,1646,-5.670450739,56.69329394,Chequered Skipper,Present
697,1654,-5.411449177,56.86428062,Chequered Skipper,Present
702,1659,-5.395158038,56.86562398,Chequered Skipper,Present
705,1662,-5.395158038,56.86562398,Chequered Skipper,Present
740,1697,-5.413906901,56.53068438,Chequered Skipper,Present
800,1757,-5.123951441,56.97877527,Chequered Skipper,Present
894,1851,-5.290416802,56.5510994,Chequered Skipper,Present
911,1868,-5.264201813,56.55853343,Chequered Skipper,Present
912,1869,-5.247959165,56.55895927,Chequered Skipper,Present
935,1892,-5.118364736,56.79374641,Chequered Skipper,Present
970,1927,-5.052832139,56.89424284,Chequered Skipper,Present
989,1946,-5.055632125,56.70721086,Chequered Skipper,Present
1018,1975,-5.242398786,56.87373212,Chequered Skipper,Present
1146,2103,-5.258864254,56.56271891,Chequered Skipper,Present
1205,2162,-5.175593546,56.482174,Chequered Skipper,Present
1211,2168,-5.178010286,56.47222381,Chequered Skipper,Present
1217,2174,-5.175293611,56.47858594,Chequered Skipper,Present
1220,2177,-5.175518556,56.48127699,Chequered Skipper,Present
1240,2197,-5.086729226,56.97655389,Chequered Skipper,Present
1247,2204,-5.555421424,56.71236753,Chequered Skipper,Present
1287,2244,-4.915426858,56.89078578,Chequered Skipper,Present
1293,2250,-5.078748776,56.6801243,Chequered Skipper,Present
1334,2291,-5.185929622,56.45044606,Chequered Skipper,Present
1342,2299,-5.185929622,56.45044606,Chequered Skipper,Present
1356,2313,-5.823727246,56.89907927,Chequered Skipper,Present
1370,2327,-5.636746863,56.78419189,Chequered Skipper,Present
1392,2349,-4.904876698,56.8923799,Chequered Skipper,Present
1394,2351,-4.901528581,56.89155895,Chequered Skipper,Present
1395,2352,-4.898250129,56.89163509,Chequered Skipper,Present
1411,2368,-5.255306959,56.55921637,Chequered Skipper,Present
1417,2374,-5.048228879,57.00895802,Chequered Skipper,Present
1565,2522,-5.263119216,56.55541553,Chequered Skipper,Present
1569,2526,-5.253682671,56.55925894,Chequered Skipper,Present
1614,2571,-5.100287001,56.54475494,Chequered Skipper,Present
1615,2572,-5.08404768,56.5451593,Chequered Skipper,Present
1788,2745,-5.302945923,56.62942664,Chequered Skipper,Present
1818,2775,-5.570024419,56.69396833,Chequered Skipper,Present
1822,2779,-5.407929776,56.86167986,Chequered Skipper,Present
1916,2873,-5.256776981,56.55737992,Chequered Skipper,Present
1932,2889,-5.302945923,56.62942664,Chequered Skipper,Present
1934,2891,-5.286673464,56.62985788,Chequered Skipper,Present
1982,2939,-5.407929776,56.86167986,Chequered Skipper,Present
1991,2948,-5.129545293,56.51480628,Chequered Skipper,Present
1998,2955,-5.162646606,56.5022812,Chequered Skipper,Present
1999,2956,-5.162870857,56.50497228,Chequered Skipper,Present
2023,2980,-5.084640515,56.90155077,Chequered Skipper,Present
2034,2991,-5.086729226,56.97655389,Chequered Skipper,Present
2098,3055,-5.134338919,56.51378641,Chequered Skipper,Present
2129,3086,-5.16653979,56.49049581,Chequered Skipper,Present
2137,3094,-5.162048794,56.495105,Chequered Skipper,Present
2138,3095,-5.162048794,56.495105,Chequered Skipper,Present
2140,3097,-5.162048794,56.495105,Chequered Skipper,Present
2173,3130,-5.155133119,56.50966387,Chequered Skipper,Present
2201,3158,-5.052832139,56.89424284,Chequered Skipper,Present
2221,3178,-5.56356509,56.56513794,Chequered Skipper,Present
2233,3190,-5.749921898,56.90041964,Chequered Skipper,Present
2239,3196,-5.086729226,56.97655389,Chequered Skipper,Present
2247,3204,-5.04970022,56.89611709,Chequered Skipper,Present
2272,3229,-5.321505653,56.55296867,Chequered Skipper,Present
2292,3249,-5.254921529,56.55473169,Chequered Skipper,Present
2293,3250,-5.254921529,56.55473169,Chequered Skipper,Present
2300,3257,-5.254921529,56.55473169,Chequered Skipper,Present
2306,3263,-5.185657065,56.46560023,Chequered Skipper,Present
2309,3266,-5.167285711,56.48872386,Chequered Skipper,Present
2310,3267,-5.151369066,56.5103438,Chequered Skipper,Present
2321,3278,-5.313307592,56.5522887,Chequered Skipper,Present
2331,3288,-5.159362043,56.46281192,Chequered Skipper,Present
2371,3328,-5.159178617,56.49967275,Chequered Skipper,Present
2390,3347,-5.264201813,56.55853343,Chequered Skipper,Present
2417,3374,-5.254921529,56.55473169,Chequered Skipper,Present
2418,3375,-5.254921529,56.55473169,Chequered Skipper,Present
2429,3386,-5.254921529,56.55473169,Chequered Skipper,Present
2473,3430,-5.190106064,56.5968654,Chequered Skipper,Present
2481,3438,-5.188631314,56.59870111,Chequered Skipper,Present
2487,3444,-5.187080822,56.59963981,Chequered Skipper,Present
2488,3445,-5.187080822,56.59963981,Chequered Skipper,Present
2489,3446,-5.187080822,56.59963981,Chequered Skipper,Present
2526,3483,-5.562215197,56.55079156,Chequered Skipper,Present
2528,3485,-5.559136889,56.55267798,Chequered Skipper,Present
2548,3505,-5.114337975,56.91294834,Chequered Skipper,Present
2562,3519,-5.093512796,56.97598172,Chequered Skipper,Present
13,13,-5.251799018,56.4424434,Chequered Skipper,Present
55,502,-5.325537911,56.70074204,Chequered Skipper,Present
85,532,-5.048228879,57.00895802,Chequered Skipper,Present
98,545,-5.608628815,56.75578974,Chequered Skipper,Present
122,1031,-5.417998037,56.86410138,Chequered Skipper,Present
123,1032,-5.407684877,56.8589896,Chequered Skipper,Present
125,1034,-5.600639802,56.74927797,Chequered Skipper,Present
132,1041,-5.540259858,56.80315348,Chequered Skipper,Present
134,1043,-5.538540944,56.80230326,Chequered Skipper,Present
145,1099,-5.532411613,56.71976552,Chequered Skipper,Present
159,1114,-5.247959165,56.55895927,Chequered Skipper,Present
203,1158,-5.531228734,56.80296017,Chequered Skipper,Present
207,1162,-5.680314281,56.69390166,Chequered Skipper,Present
219,1174,-5.548126961,56.71302521,Chequered Skipper,Present
228,1183,-5.163451485,56.97868079,Chequered Skipper,Present
229,1184,-5.158447508,56.97790845,Chequered Skipper,Present
235,1190,-5.436007011,56.86360671,Chequered Skipper,Present
256,1211,-5.540175244,56.80225685,Chequered Skipper,Present
320,1275,-5.540175244,56.80225685,Chequered Skipper,Present
321,1276,-5.540175244,56.80225685,Chequered Skipper,Present
334,1289,-5.538540944,56.80230326,Chequered Skipper,Present
355,1312,-4.911363842,56.89133,Chequered Skipper,Present
375,1332,-5.184848125,56.78577309,Chequered Skipper,Present
403,1360,-5.541894192,56.80310705,Chequered Skipper,Present
404,1361,-5.540259858,56.80315348,Chequered Skipper,Present
405,1362,-5.541894192,56.80310705,Chequered Skipper,Present
406,1363,-5.541894192,56.80310705,Chequered Skipper,Present
407,1364,-5.541894192,56.80310705,Chequered Skipper,Present
424,1381,-5.247959165,56.55895927,Chequered Skipper,Present
425,1382,-5.247959165,56.55895927,Chequered Skipper,Present
428,1385,-5.247959165,56.55895927,Chequered Skipper,Present
429,1386,-5.247959165,56.55895927,Chequered Skipper,Present
438,1395,-5.540259858,56.80315348,Chequered Skipper,Present
459,1416,-5.608628815,56.75578974,Chequered Skipper,Present
480,1437,-4.911363842,56.89133,Chequered Skipper,Present
504,1461,-5.540344478,56.80405012,Chequered Skipper,Present
515,1472,-5.086729226,56.97655389,Chequered Skipper,Present
579,1536,-5.193161796,56.45924948,Chequered Skipper,Present
582,1539,-5.164993064,56.49143421,Chequered Skipper,Present
599,1556,-5.263428335,56.55900324,Chequered Skipper,Present
600,1557,-5.263428335,56.55900324,Chequered Skipper,Present
605,1562,-5.118648021,56.97441335,Chequered Skipper,Present
614,1571,-5.090873091,56.97690093,Chequered Skipper,Present
615,1572,-5.092441358,56.97596328,Chequered Skipper,Present
616,1573,-5.092441358,56.97596328,Chequered Skipper,Present
627,1584,-5.530780879,56.71981179,Chequered Skipper,Present
630,1587,-5.247959165,56.55895927,Chequered Skipper,Present
641,1598,-5.540259858,56.80315348,Chequered Skipper,Present
647,1604,-5.118798109,56.97620734,Chequered Skipper,Present
648,1605,-5.118798109,56.97620734,Chequered Skipper,Present
651,1608,-5.125368518,56.97604324,Chequered Skipper,Present
652,1609,-5.125368518,56.97604324,Chequered Skipper,Present
658,1615,-5.247959165,56.55895927,Chequered Skipper,Present
662,1619,-5.247959165,56.55895927,Chequered Skipper,Present
671,1628,-5.540259858,56.80315348,Chequered Skipper,Present
690,1647,-5.413086399,56.86423584,Chequered Skipper,Present
693,1650,-5.413086399,56.86423584,Chequered Skipper,Present
696,1653,-5.413086399,56.86423584,Chequered Skipper,Present
701,1658,-5.395158038,56.86562398,Chequered Skipper,Present
706,1663,-5.395158038,56.86562398,Chequered Skipper,Present
708,1665,-5.813943971,56.80317009,Chequered Skipper,Present
713,1670,-5.803686352,56.79898789,Chequered Skipper,Present
716,1673,-5.776144827,56.72070151,Chequered Skipper,Present
717,1674,-5.776144827,56.72070151,Chequered Skipper,Present
718,1675,-5.776144827,56.72070151,Chequered Skipper,Present
728,1685,-5.092441358,56.97596328,Chequered Skipper,Present
734,1691,-4.908015683,56.89050922,Chequered Skipper,Present
739,1696,-5.290416802,56.5510994,Chequered Skipper,Present
746,1703,-5.256776981,56.55737992,Chequered Skipper,Present
780,1737,-5.247959165,56.55895927,Chequered Skipper,Present
781,1738,-5.61301089,56.75880943,Chequered Skipper,Present
782,1739,-5.61301089,56.75880943,Chequered Skipper,Present
783,1740,-5.613183317,56.76060257,Chequered Skipper,Present
793,1750,-5.53527233,56.80239602,Chequered Skipper,Present
794,1751,-5.53527233,56.80239602,Chequered Skipper,Present
801,1758,-5.125368518,56.97604324,Chequered Skipper,Present
802,1759,-5.125368518,56.97604324,Chequered Skipper,Present
812,1769,-5.53527233,56.80239602,Chequered Skipper,Present
813,1770,-5.53527233,56.80239602,Chequered Skipper,Present
814,1771,-5.53862552,56.8031999,Chequered Skipper,Present
844,1801,-5.750011854,56.90131605,Chequered Skipper,Present
845,1802,-5.086729226,56.97655389,Chequered Skipper,Present
858,1815,-5.086729226,56.97655389,Chequered Skipper,Present
865,1822,-5.158353394,56.86015676,Chequered Skipper,Present
867,1824,-5.146891067,56.86044636,Chequered Skipper,Present
877,1834,-5.118648021,56.97441335,Chequered Skipper,Present
880,1837,-5.093860657,56.97323159,Chequered Skipper,Present
887,1844,-5.537075718,56.80414293,Chequered Skipper,Present
888,1845,-5.537075718,56.80414293,Chequered Skipper,Present
910,1867,-5.194756746,56.59404914,Chequered Skipper,Present
915,1872,-5.086729226,56.97655389,Chequered Skipper,Present
916,1873,-5.555421424,56.71236753,Chequered Skipper,Present
920,1877,-5.170022048,56.97851434,Chequered Skipper,Present
923,1880,-5.086729226,56.97655389,Chequered Skipper,Present
924,1881,-5.555421424,56.71236753,Chequered Skipper,Present
928,1885,-5.170022048,56.97851434,Chequered Skipper,Present
938,1895,-5.019759235,56.89145178,Chequered Skipper,Present
944,1901,-5.100401765,56.53621248,Chequered Skipper,Present
961,1918,-5.120114835,56.91325358,Chequered Skipper,Present
1023,1980,-5.492038385,56.88362725,Chequered Skipper,Present
1111,2068,-5.26172682,56.55814898,Chequered Skipper,Present
1117,2074,-5.261958578,56.56083977,Chequered Skipper,Present
1176,2133,-5.258324022,56.55644039,Chequered Skipper,Present
1183,2140,-5.260102588,56.55819163,Chequered Skipper,Present
1197,2154,-5.250896055,56.56472563,Chequered Skipper,Present
1207,2164,-5.185512143,56.46483985,Chequered Skipper,Present
1233,2190,-5.24084539,56.85579406,Chequered Skipper,Present
