"","gridref","km_sq","abundance","rec_month","rec_year","easting","northing"
"1072","NM989448","NM9844",1,5,2009,198950,744850
"1073","NM989448","NM9844",1,5,2009,198950,744850
"1074","NM989449","NM9844",1,5,2009,198950,744950
"1075","NM989453","NM9845",1,5,2009,198950,745350
"1076","NM990449","NM9944",1,5,2009,199050,744950
"1077","NM990450","NM9945",1,5,2009,199050,745050
"1078","NM990452","NM9945",1,5,2009,199050,745250
"1079","NM990454","NM9945",1,5,2009,199050,745450
"1080","NM990455","NM9945",1,5,2009,199050,745550
"1081","NM991449","NM9944",1,5,2009,199150,744950
"1082","NM991450","NM9945",1,5,2009,199150,745050
"1083","NM991451","NM9945",1,5,2009,199150,745150
"1084","NM991454","NM9945",1,5,2009,199150,745450
"1085","NM991454","NM9945",1,5,2009,199150,745450
"1086","NM992451","NM9945",1,5,2009,199250,745150
"1087","NM992452","NM9945",1,5,2009,199250,745250
"1088","NM992452","NM9945",1,5,2009,199250,745250
"1089","NM992454","NM9945",1,5,2009,199250,745450
"1090","NM993452","NM9945",1,5,2009,199350,745250
"1091","NM996452","NM9945",1,6,2009,199650,745250
"1092","NM994452","NM9945",1,5,2009,199450,745250
"1093","NM995451","NM9945",1,5,2009,199550,745150
"1094","NM995451","NM9945",1,5,2009,199550,745150
"1095","NM995452","NM9945",1,6,2009,199550,745250
"1096","NM995454","NM9945",1,5,2009,199550,745450
"1097","NM995454","NM9945",1,5,2009,199550,745450
"1098","NM995454","NM9945",1,5,2009,199550,745450
"1099","NM995454","NM9945",1,6,2009,199550,745450
"1100","NM995455","NM9945",1,5,2009,199550,745550
"1101","NM995455","NM9945",1,5,2009,199550,745550
"1102","NM995455","NM9945",2,5,2009,199550,745550
"1103","NM995455","NM9945",1,6,2009,199550,745550
"1104","NM995457","NM9945",1,6,2009,199550,745750
"1105","NM995458","NM9945",1,5,2009,199550,745850
"1106","NM995458","NM9945",5,5,2009,199550,745850
"1107","NM995458","NM9945",1,6,2009,199550,745850
"1108","NM996453","NM9945",1,5,2009,199650,745350
"1109","NM996453","NM9945",1,6,2009,199650,745350
"1110","NM996454","NM9945",1,5,2009,199650,745450
"1111","NM996454","NM9945",3,5,2009,199650,745450
"1112","NM996455","NM9945",1,5,2009,199650,745550
"1113","NM996455","NM9945",1,5,2009,199650,745550
"1114","NM996456","NM9945",1,5,2009,199650,745650
"1115","NM996456","NM9945",2,5,2009,199650,745650
"1116","NM996457","NM9945",1,5,2009,199650,745750
"1117","NM996457","NM9945",3,5,2009,199650,745750
"1118","NM996457","NM9945",1,6,2009,199650,745750
"1119","NM996458","NM9945",1,5,2009,199650,745850
"1120","NM996458","NM9945",1,5,2009,199650,745850
"1121","NM996458","NM9945",7,5,2009,199650,745850
"1122","NM996459","NM9945",1,6,2009,199650,745950
"1123","NM997454","NM9945",1,5,2009,199750,745450
"1124","NM997454","NM9945",1,5,2009,199750,745450
"1125","NM997454","NM9945",1,6,2009,199750,745450
"1126","NM997455","NM9945",1,5,2009,199750,745550
"1127","NM997455","NM9945",1,5,2009,199750,745550
"1128","NM997455","NM9945",5,5,2009,199750,745550
"1129","NM997457","NM9945",1,5,2009,199750,745750
"1130","NM997457","NM9945",1,5,2009,199750,745750
"1131","NM997458","NM9945",1,5,2009,199750,745850
"1132","NM997458","NM9945",1,5,2009,199750,745850
"1133","NM997458","NM9945",11,5,2009,199750,745850
"1134","NM997459","NM9945",1,6,2009,199750,745950
"1135","NM997460","NM9946",1,6,2009,199750,746050
"1136","NM998452","NM9945",1,5,2009,199850,745250
"1137","NM998452","NM9945",1,5,2009,199850,745250
"1138","NM998455","NM9945",1,5,2009,199850,745550
"1139","NM998455","NM9945",1,5,2009,199850,745550
"1140","NM998455","NM9945",1,5,2009,199850,745550
"1141","NM998456","NM9945",1,6,2009,199850,745650
"1142","NM998458","NM9945",1,5,2009,199850,745850
"1143","NM998458","NM9945",7,5,2009,199850,745850
"1144","NM998458","NM9945",1,6,2009,199850,745850
"1145","NM998459","NM9945",1,5,2009,199850,745950
"1146","NM998459","NM9945",4,5,2009,199850,745950
"1147","NM998459","NM9945",1,6,2009,199850,745950
"1148","NM998460","NM9946",1,6,2009,199850,746050
"1149","NM998461","NM9946",1,6,2009,199850,746150
"1150","NM999453","NM9945",1,5,2009,199950,745350
"1151","NM999455","NM9945",1,5,2009,199950,745550
"1152","NM999455","NM9945",1,5,2009,199950,745550
"1153","NM999455","NM9945",1,5,2009,199950,745550
"1154","NM999456","NM9945",1,5,2009,199950,745650
"1155","NM999457","NM9945",1,6,2009,199950,745750
"1156","NM999458","NM9945",1,6,2009,199950,745850
"1157","NM999459","NM9945",1,5,2009,199950,745950
"1158","NM999459","NM9945",1,6,2009,199950,745950
"1159","NM999460","NM9946",1,6,2009,199950,746050
"1160","NM999461","NM9946",1,6,2009,199950,746150
"1161","NM999462","NM9946",1,6,2009,199950,746250
"1162","NN000453","NN0045",1,5,2009,200050,745350
"1163","NN000453","NN0045",1,5,2009,200050,745350
"1164","NN000454","NN0045",1,5,2009,200050,745450
"1165","NN000458","NN0045",1,6,2009,200050,745850
"1166","NN000460","NN0046",1,5,2009,200050,746050
"1167","NN000460","NN0046",1,6,2009,200050,746050
"1168","NN000462","NN0046",1,6,2009,200050,746250
"1169","NN001454","NN0045",1,5,2009,200150,745450
"1170","NN001454","NN0045",1,5,2009,200150,745450
"1171","NN001461","NN0046",1,5,2009,200150,746150
"1172","NN001461","NN0046",1,6,2009,200150,746150
"1173","NN001462","NN0046",1,6,2009,200150,746250
"1174","NN002459","NN0045",1,6,2009,200250,745950
"1175","NN003459","NN0045",1,6,2009,200350,745950
"1176","NM998452","NM9945",3,5,2009,199850,745250
"1177","NN025488","NN0248",0,5,2009,202550,748850
"1178","NM995451","NM9945",2,5,2009,199550,745150
"1179","NM996451","NM9945",2,5,2009,199650,745150
"1180","NM996453","NM9945",2,5,2009,199650,745350
"1181","NM997451","NM9945",1,5,2009,199750,745150
"1182","NM997452","NM9945",2,5,2009,199750,745250
"1183","NM997454","NM9945",3,5,2009,199750,745450
"1184","NM997455","NM9945",2,5,2009,199750,745550
"1185","NM998452","NM9945",7,5,2009,199850,745250
"1186","NM999453","NM9945",6,5,2009,199950,745350
"1187","NN000453","NN0045",1,5,2009,200050,745350
"1188","NN000454","NN0045",1,5,2009,200050,745450
"1189","NN001456","NN0045",2,5,2009,200150,745650
"1190","NN001458","NN0045",2,5,2009,200150,745850
"1191","NN001459","NN0045",1,5,2009,200150,745950
"1192","NN002459","NN0045",9,5,2009,200250,745950
"1193","NN002460","NN0046",1,5,2009,200250,746050
"1194","NN002461","NN0046",1,5,2009,200250,746150
"1195","NN003459","NN0045",2,5,2009,200350,745950
"1196","NN003460","NN0046",2,5,2009,200350,746050
"1197","NN003461","NN0046",3,5,2009,200350,746150
"1198","NN005461","NN0046",1,5,2009,200550,746150
"1199","NN005463","NN0046",1,5,2009,200550,746350
"1200","NN005464","NN0046",2,5,2009,200550,746450
"1201","NN003463","NN0046",0,5,2009,200350,746350
"1202","NM917465","NM9146",2,6,2009,191750,746550
"1203","NN000454","NN0045",5,6,2009,200050,745450
"1204","NM9945","NM9945",2,5,2009,199500,745500
"1205","NN045367","NN0436",4,5,2009,204550,736750
"1206","NN036343","NN0334",5,5,2009,203650,734350
"1207","NN038348","NN0334",3,5,2009,203850,734850
"1208","NN039351","NN0335",2,5,2009,203950,735150
"1209","NN040352","NN0435",1,5,2009,204050,735250
"1210","NN040353","NN0435",1,5,2009,204050,735350
"1211","NN043356","NN0435",4,5,2009,204350,735650
"1212","NN043357","NN0435",1,5,2009,204350,735750
"1213","NN043358","NN0435",2,5,2009,204350,735850
"1214","NN044358","NN0435",1,5,2009,204450,735850
"1215","NN044359","NN0435",2,5,2009,204450,735950
"1216","NN044361","NN0436",2,5,2009,204450,736150
"1217","NN045363","NN0436",4,5,2009,204550,736350
"1218","NN045364","NN0436",2,5,2009,204550,736450
"1219","NN045365","NN0436",2,5,2009,204550,736550
"1220","NN045366","NN0436",4,5,2009,204550,736650
"1221","NM953447","NM9544",1,5,2009,195350,744750
"1222","NN026338","NN0233",1,5,2009,202650,733850
"1223","NN027339","NN0233",1,5,2009,202750,733950
"1224","NM833640","NM8364",5,6,2010,183350,764050
"1225","NM697640","NM6964",1,6,2010,169750,764050
"1226","NM7185","NM7185",2,6,2010,171500,785500
"1227","NN293808","NN2980",1,6,2010,229350,780850
"1228","NM968899","NM9689",5,6,2010,196850,789950
"1229","NM909812","NM9081",1,6,2010,190950,781250
"1230","NM828602","NM8260",1,5,2010,182850,760250
"1231","NM828602","NM8260",1,6,2010,182850,760250
"1232","NN019790","NN0179",1,6,2010,201950,779050
"1233","NN0278","NN0278",3,6,2010,202500,778500
"1234","NM718701","NM7170",1,6,2010,171850,770150
"1235","NM834640","NM8364",1,5,2010,183450,764050
"1236","NM836641","NM8364",1,5,2010,183650,764150
"1237","NM838639","NM8363",1,5,2010,183850,763950
"1238","NM692644","NM6964",1,5,2010,169250,764450
"1239","NM692645","NM6964",2,5,2010,169250,764550
"1240","NN1291","NN1291",4,6,2010,212500,791500
"1241","NM8364","NM8364",0,5,2010,183500,764500
"1242","NM8364","NM8364",6,5,2010,183500,764500
"1243","NM8364","NM8364",0,6,2010,183500,764500
"1244","NN18SW","",2,6,2010,215000,785000
"1245","NM924792","NM9279",1,5,2010,192450,779250
"1246","NM786832","NM7883",2,5,2010,178650,783250
"1247","NM8263","NM8263",4,6,2010,182500,763500
"1248","NM795685","NM7968",2,6,2010,179550,768550
"1249","NN145819","NN1481",0,6,2010,214550,781950
"1250","NN105917","NN1091",0,5,2010,210550,791750
"1251","NN105917","NN1091",1,5,2010,210550,791750
"1252","NM832636","NM8363",0,5,2010,183250,763650
"1253","NN158835","NN1583",0,6,2010,215850,783550
"1254","NN0079","NN0079",0,6,2010,200500,779500
"1255","NM996788","NM9978",0,6,2010,199650,778850
"1256","NN146834","NN1483",0,6,2010,214650,783450
"1257","NN106846","NN1084",0,5,2010,210650,784650
"1258","NN083840","NN0884",0,6,2010,208350,784050
"1259","NN086845","NN0884",0,6,2010,208650,784550
"1260","NN139824","NN1382",0,6,2010,213950,782450
"1261","NN118834","NN1183",0,5,2010,211850,783450
"1262","NN124834","NN1283",0,5,2010,212450,783450
"1263","NN095845","NN0984",0,6,2010,209550,784550
"1264","NN167691","NN1669",0,6,2010,216750,769150
"1265","NN176687","NN1768",0,6,2010,217650,768750
"1266","NN147832","NN1483",0,6,2010,214750,783250
"1267","NN121912","NN1291",1,5,2010,212150,791250
"1268","NN122912","NN1291",0,9,2010,212250,791250
"1269","NN141776","NN1477",1,6,2010,214150,777650
"1270","NN119738","NN1173",2,6,2010,211950,773850
"1271","NN120737","NN1273",2,6,2010,212050,773750
"1272","NM809472","NM8047",1,5,2010,180950,747250
"1273","NM815471","NM8147",1,5,2010,181550,747150
"1274","NM811475","NM8147",1,5,2010,181150,747550
"1275","NM817465","NM8146",1,5,2010,181750,746550
"1276","NM810454","NM8145",1,5,2010,181050,745450
"1277","NM812455","NM8145",1,5,2010,181250,745550
"1278","NM812456","NM8145",2,5,2010,181250,745650
"1279","NM813456","NM8145",7,5,2010,181350,745650
"1280","NM813457","NM8145",1,5,2010,181350,745750
"1281","NM814456","NM8145",2,5,2010,181450,745650
"1282","NM820460","NM8246",2,5,2010,182050,746050
"1283","NM818457","NM8145",1,5,2010,181850,745750
"1284","NM827635","NM8263",1,6,2010,182750,763550
"1285","NM835643","NM8364",1,6,2010,183550,764350
"1286","NN19SW","",12,6,2010,215000,795000
"1287","NN2281","NN2281",4,6,2010,222500,781500
"1288","NN355785","NN3578",2,6,2010,235550,778550
"1289","NN367800","NN3680",0,6,2010,236750,780050
"1290","NN368803","NN3680",0,6,2010,236850,780350
"1291","NN365795","NN3679",2,6,2010,236550,779550
"1292","NN121912","NN1291",1,5,2010,212150,791250
"1293","NN1158","NN1158",4,6,2010,211500,758500
"1294","NN193511","NN1951",0,5,2010,219350,751150
"1295","NM786612","NM7861",0,5,2010,178650,761250
"1296","NN166511","NN1651",0,5,2010,216650,751150
"1297","NN140473","NN1447",0,5,2010,214050,747350
"1298","NN140473","NN1447",0,5,2010,214050,747350
"1299","NN148491","NN1449",0,5,2010,214850,749150
"1300","NM922584","NM9258",0,5,2010,192250,758450
"1301","NM953606","NM9560",0,5,2010,195350,760650
"1302","NM984453","NM9845",1,5,2010,198450,745350
"1303","NM984452","NM9845",1,5,2010,198450,745250
"1304","NM986454","NM9845",1,5,2010,198650,745450
"1305","NM979448","NM9744",1,5,2010,197950,744850
"1306","NM833640","NM8364",5,6,2010,183350,764050
"1307","NM697640","NM6964",1,6,2010,169750,764050
"1308","NM978448","NM9744",3,5,2010,197850,744850
"1309","NM999453","NM9945",9,5,2010,199950,745350
"1310","NN039491","NN0349",14,5,2010,203950,749150
"1311","NM827635","NM8263",1,6,2010,182750,763550
"1312","NN001455","NN0045",40,6,2010,200150,745550
"1313","NM916462","NM9146",2,6,2010,191650,746250
"1314","NN113587","NN1158",9,6,2010,211350,758750
"1315","NN035328","NN0332",1,6,2010,203550,732850
"1316","NN054346","NN0534",1,6,2010,205450,734650
"1317","NM906418","NM9041",1,5,2010,190650,741850
"1318","NN193511","NN1951",1,5,2010,219350,751150
"1319","NM786612","NM7861",1,5,2010,178650,761250
"1320","NN166511","NN1651",1,5,2010,216650,751150
"1321","NN106449","NN1044",1,5,2010,210650,744950
"1322","NN140473","NN1447",1,5,2010,214050,747350
"1323","NN148491","NN1449",1,5,2010,214850,749150
"1324","NM922584","NM9258",1,5,2010,192250,758450
"1325","NM953606","NM9560",1,5,2010,195350,760650
"1326","NN355785","NN3578",2,6,2010,235550,778550
"1327","NN0045","NN0045",2,5,2010,200500,745500
"1328","NN0045","NN0045",33,5,2010,200500,745500
"1329","NN0045","NN0045",38,5,2010,200500,745500
"1330","NN0045","NN0045",36,6,2010,200500,745500
"1331","NN0045","NN0045",22,6,2010,200500,745500
"1332","NN0045","NN0045",18,6,2010,200500,745500
"1333","NN083373","NN0837",2,6,2010,208350,737350
"1334","NN037332","NN0333",4,6,2010,203750,733250
"1335","NN053345","NN0534",2,6,2010,205350,734550
"1336","NN057355","NN0535",2,6,2010,205750,735550
"1337","NN058356","NN0535",2,6,2010,205850,735650
"1338","NN053346","NN0534",2,6,2010,205350,734650
"1339","NN083373","NN0837",2,6,2010,208350,737350
"1340","NN083373","NN0837",2,6,2010,208350,737350
"1341","NN105365","NN1036",1,6,2010,210550,736550
"1342","NN037332","NN0333",4,6,2010,203750,733250
"1343","NM992321","NM9932",1,5,2010,199250,732150
"1344","NM992321","NM9932",1,5,2010,199250,732150
"1345","NM924792","NM9279",1,5,2010,192450,779250
"1346","NM786832","NM7883",2,5,2010,178650,783250
"1347","NN008451","NN0045",3,5,2010,200850,745150
"1348","NM968899","NM9689",5,6,2010,196850,789950
"1349","NM909812","NM9081",1,6,2010,190950,781250
"1350","NN036488","NN0348",1,5,2010,203650,748850
"1351","NN001455","NN0045",2,5,2010,200150,745550
"1352","NN0348","NN0348",1,5,2010,203500,748500
"1353","NM9945","NM9945",2,5,2010,199500,745500
"1354","NN19","",6,6,2011,215000,795000
"1355","NN120912","NN1291",1,6,2011,212050,791250
"1356","NM672851","NM6785",4,5,2011,167250,785150
"1357","NM678850","NM6785",5,5,2011,167850,785050
"1358","NM682850","NM6885",1,5,2011,168250,785050
"1359","NM827634","NM8263",3,6,2011,182750,763450
"1360","NM840642","NM8464",3,6,2011,184050,764250
"1361","NM700854","NM7085",2,6,2011,170050,785450
"1362","NM717851","NM7185",10,5,2011,171750,785150
"1363","NM719852","NM7185",1,5,2011,171950,785250
"1364","NM720852","NM7285",1,5,2011,172050,785250
"1365","NM752690","NM7569",1,6,2011,175250,769050
"1366","NM755693","NM7569",3,6,2011,175550,769350
"1367","NM757694","NM7569",1,6,2011,175750,769450
"1368","NM759695","NM7569",1,6,2011,175950,769550
"1369","NM760695","NM7669",1,6,2011,176050,769550
"1370","NM779717","NM7771",4,6,2011,177950,771750
"1371","NM780717","NM7871",1,6,2011,178050,771750
"1372","NM784717","NM7871",1,6,2011,178450,771750
"1373","NM660519","NM6651",1,6,2011,166050,751950
"1374","NM798678","NM7967",1,6,2011,179850,767850
"1375","NM788687","NM7868",1,6,2011,178850,768750
"1376","NM790686","NM7968",2,6,2011,179050,768650
"1377","NM791689","NM7968",2,6,2011,179150,768950
"1378","NM929798","NM9279",2,5,2011,192950,779850
"1379","NN121912","NN1291",6,5,2011,212150,791250
"1380","NM940640","NM9464",0,5,2011,194050,764050
"1381","NM972640","NM9764",0,5,2011,197250,764050
"1382","NN234815","NN2381",2,6,2011,223450,781550
"1383","NN0179","NN0179",1,7,2011,201500,779500
"1384","NN166689","NN1668",1,6,2011,216650,768950
"1385","NN278807","NN2780",1,6,2011,227850,780750
"1386","NN282806","NN2880",1,6,2011,228250,780650
"1387","NN283806","NN2880",6,6,2011,228350,780650
"1388","NN229815","NN2281",10,6,2011,222950,781550
"1389","NN230815","NN2381",3,6,2011,223050,781550
"1390","NN231815","NN2381",1,6,2011,223150,781550
"1391","NN231815","NN2381",2,6,2011,223150,781550
"1392","NN231816","NN2381",4,6,2011,223150,781650
"1393","NN232815","NN2381",1,6,2011,223250,781550
"1394","NN233815","NN2381",4,6,2011,223350,781550
"1395","NN235815","NN2381",4,6,2011,223550,781550
"1396","NN200817","NN2081",1,6,2011,220050,781750
"1397","NN231822","NN2382",1,6,2011,223150,782250
"1398","NN105917","NN1091",0,5,2011,210550,791750
"1399","NN105917","NN1091",0,5,2011,210550,791750
"1400","NN116836","NN1183",0,6,2011,211650,783650
"1401","NN121912","NN1291",1,6,2011,212150,791250
"1402","NN097430","NN0943",1,5,2011,209750,743050
"1403","NM999453","NM9945",11,6,2011,199950,745350
"1404","NM987305","NM9830",1,5,2011,198750,730550
"1405","NN001457","NN0045",12,5,2011,200150,745750
"1406","NM932446","NM9344",1,5,2011,193250,744650
"1407","NM955446","NM9544",1,5,2011,195550,744650
"1408","NN0045","NN0045",8,5,2011,200500,745500
"1409","NN0045","NN0045",6,5,2011,200500,745500
"1410","NN0045","NN0045",6,5,2011,200500,745500
"1411","NN000455","NN0045",4,6,2011,200050,745550
"1412","NN0045","NN0045",8,6,2011,200500,745500
"1413","NN0045","NN0045",1,6,2011,200500,745500
"1414","NN0045","NN0045",1,5,2011,200500,745500
"1415","NN050486","NN0548",3,6,2011,205050,748650
"1416","NN0147","NN0147",5,5,2011,201500,747500
"1417","NN19","",4,5,2012,215000,795000
"1418","NM722699","NM7269",2,5,2012,172250,769950
"1419","NN102768","NN1076",1,6,2012,210250,776850
"1420","NN224812","NN2281",0,6,2012,222450,781250
"1421","NN2081","NN2081",2,6,2012,220500,781500
"1422","NN121610","NN1261",0,6,2012,212150,761050
"1423","NN112585","NN1158",0,6,2012,211250,758550
"1424","NN116580","NN1158",3,6,2012,211650,758050
"1425","NN127766","NN1276",2,5,2012,212750,776650
"1426","NN131753","NN1375",2,5,2012,213150,775350
"1427","NN127766","NN1276",0,5,2012,212750,776650
"1428","NN131753","NN1375",2,5,2012,213150,775350
"1429","NN197617","NN1961",0,6,2012,219750,761750
"1430","NM972640","NM9764",0,6,2012,197250,764050
"1431","NM803691","NM8069",0,5,2012,180350,769150
"1432","NM791682","NM7968",0,6,2012,179150,768250
"1433","NM793680","NM7968",0,6,2012,179350,768050
"1434","NN146480","NN1448",1,6,2012,214650,748050
"1435","NN1549","NN1549",3,6,2012,215500,749500
"1436","NM9762","NM9762",0,6,2012,197500,762500
"1437","NN116836","NN1183",0,5,2012,211650,783650
"1438","NN0592","NN0592",0,6,2012,205500,792500
"1439","NM681724","NM6872",1,6,2012,168150,772450
"1440","NM9690","NM9690",0,6,2012,196500,790500
"1441","NM9692","NM9692",0,6,2012,196500,792500
"1442","NM9792","NM9792",3,6,2012,197500,792500
"1443","NM9992","NM9992",1,6,2012,199500,792500
"1444","NN0092","NN0092",1,6,2012,200500,792500
"1445","NM9791","NM9791",5,6,2012,197500,791500
"1446","NM9891","NM9891",5,6,2012,198500,791500
"1447","NM9791","NM9791",1,6,2012,197500,791500
"1448","NM9891","NM9891",2,6,2012,198500,791500
"1449","NM9992","NM9992",1,6,2012,199500,792500
"1450","NN0092","NN0092",2,6,2012,200500,792500
"1451","NM9380","NM9380",10,5,2012,193500,780500
"1452","NN0279","NN0279",3,5,2012,202500,779500
"1453","NN109456","NN1045",11,5,2012,210950,745650
"1454","NN099608","NN0960",1,6,2012,209950,760850
"1455","NN001454","NN0045",12,5,2012,200150,745450
"1456","NN001454","NN0045",2,5,2012,200150,745450
"1457","NN001454","NN0045",1,5,2012,200150,745450
"1458","NN027480","NN0248",2,5,2012,202750,748050
"1459","NM982449","NM9844",1,5,2012,198250,744950
"1460","NM982450","NM9845",1,5,2012,198250,745050
"1461","NM984452","NM9845",1,5,2012,198450,745250
"1462","NM985453","NM9845",1,5,2012,198550,745350
"1463","NM985453","NM9845",1,5,2012,198550,745350
"1464","NM986448","NM9844",1,5,2012,198650,744850
"1465","NM986448","NM9844",1,5,2012,198650,744850
"1466","NM986454","NM9845",1,5,2012,198650,745450
"1467","NM986454","NM9845",1,5,2012,198650,745450
"1468","NM986454","NM9845",1,5,2012,198650,745450
"1469","NM987455","NM9845",1,5,2012,198750,745550
"1470","NM988450","NM9845",1,5,2012,198850,745050
"1471","NM988455","NM9845",1,5,2012,198850,745550
"1472","NM989450","NM9845",1,5,2012,198950,745050
"1473","NM990450","NM9945",1,5,2012,199050,745050
"1474","NM991451","NM9945",1,5,2012,199150,745150
"1475","NM992451","NM9945",1,5,2012,199250,745150
"1476","NM992452","NM9945",1,5,2012,199250,745250
"1477","NM993453","NM9945",1,5,2012,199350,745350
"1478","NM995451","NM9945",1,5,2012,199550,745150
"1479","NM995451","NM9945",1,5,2012,199550,745150
"1480","NM995452","NM9945",1,5,2012,199550,745250
"1481","NM995455","NM9945",1,5,2012,199550,745550
"1482","NM995455","NM9945",1,5,2012,199550,745550
"1483","NM995457","NM9945",1,5,2012,199550,745750
"1484","NM996451","NM9945",1,5,2012,199650,745150
"1485","NM996457","NM9945",1,5,2012,199650,745750
"1486","NM997451","NM9945",1,5,2012,199750,745150
"1487","NM997454","NM9945",1,5,2012,199750,745450
"1488","NM998452","NM9945",1,5,2012,199850,745250
"1489","NM998452","NM9945",1,5,2012,199850,745250
"1490","NM998455","NM9945",1,5,2012,199850,745550
"1491","NM998460","NM9946",1,5,2012,199850,746050
"1492","NM999452","NM9945",1,5,2012,199950,745250
"1493","NM999453","NM9945",1,5,2012,199950,745350
"1494","NM999453","NM9945",1,5,2012,199950,745350
"1495","NM999455","NM9945",1,5,2012,199950,745550
"1496","NN002345","NN0034",1,5,2012,200250,734550
"1497","NN003345","NN0034",1,5,2012,200350,734550
"1498","NN011272","NN0127",1,6,2012,201150,727250
"1499","NN011272","NN0127",1,6,2012,201150,727250
"1500","NN0127","NN0127",3,6,2012,201500,727500
"1501","NN028476","NN0247",1,6,2012,202850,747650
"1502","NN036480","NN0348",1,6,2012,203650,748050
"1503","NN036450","NN0345",1,6,2012,203650,745050
"1504","NM681724","NM6872",1,6,2012,168150,772450
"1505","NN0045","NN0045",1,6,2012,200500,745500
"1506","NM9945","NM9945",1,6,2012,199500,745500
"1507","NN095426","NN0942",3,5,2012,209550,742650
"1508","NN104443","NN1044",1,5,2012,210450,744350
"1509","NN205811","NN2081",1,6,2012,220550,781150
"1510","NN208812","NN2081",1,6,2012,220850,781250
"1511","NM997452","NM9945",2,5,2012,199750,745250
"1512","NM998452","NM9945",1,5,2012,199850,745250
"1513","NM999455","NM9945",1,5,2012,199950,745550
"1514","NN004456","NN0045",2,5,2012,200450,745650
"1515","NN042494","NN0449",2,5,2012,204250,749450
"1516","NN102768","NN1076",1,6,2012,210250,776850
"1517","NN130773","NN1377",1,6,2012,213050,777350
"1518","NM998452","NM9945",10,5,2012,199850,745250
"1519","NN045501","NN0450",3,5,2012,204550,750150
"1520","NM978447","NM9744",1,5,2012,197850,744750
"1521","NN0045","NN0045",1,5,2012,200500,745500
"1522","NN0045","NN0045",22,5,2012,200500,745500
"1523","NN0045","NN0045",5,6,2012,200500,745500
"1524","NN0045","NN0045",3,6,2012,200500,745500
"1525","NN146480","NN1448",1,6,2012,214650,748050
"1526","NN1549","NN1549",3,6,2012,215500,749500
"1527","NN109456","NN1045",1,5,2012,210950,745650
"1528","NN0045","NN0045",18,5,2012,200500,745500
"1529","NN0045","NN0045",16,6,2012,200500,745500
"1530","NN020467","NN0246",1,6,2012,202050,746750
"1531","NN020469","NN0246",1,6,2012,202050,746950
"1532","NM955453","NM9545",1,5,2012,195550,745350
"1533","NN0045","NN0045",1,5,2012,200500,745500
"1534","NM963449","NM9644",2,5,2012,196350,744950
"1535","NN127766","NN1276",2,5,2012,212750,776650
"1536","NN131753","NN1375",2,5,2012,213150,775350
"1537","NN112585","NN1158",5,6,2012,211250,758550
"1538","NN116580","NN1158",3,6,2012,211650,758050
"1539","NM998922","NM9992",1,6,2012,199850,792250
"1540","NN003922","NN0092",1,6,2012,200350,792250
"1541","NM968929","NM9692",1,6,2012,196850,792950
"1542","NM973922","NM9792",3,6,2012,197350,792250
"1543","NM969904","NM9690",1,6,2012,196950,790450
"1544","NM979916","NM9791",2,6,2012,197950,791650
"1545","NM984915","NM9891",5,6,2012,198450,791550
"1546","NM9833","NM9833",1,6,2012,198500,733500
"1547","NN018477","NN0147",1,5,2012,201850,747750
"1548","NN022480","NN0248",1,5,2012,202250,748050
"1549","NN063399","NN0639",1,6,2012,206350,739950
"1550","NN063399","NN0639",10,6,2012,206350,739950
"1551","NN066400","NN0640",1,6,2012,206650,740050
"1552","NN066400","NN0640",1,6,2012,206650,740050
"1553","NN055392","NN0539",1,6,2012,205550,739250
"1554","NN055392","NN0539",10,6,2012,205550,739250
"1555","NM997452","NM9945",3,5,2012,199750,745250
"1556","NM998453","NM9945",3,5,2012,199850,745350
"1557","NM999454","NM9945",1,5,2012,199950,745450
"1558","NM999455","NM9945",1,5,2012,199950,745550
"1559","NM987337","NM9833",1,5,2012,198750,733750
"1560","NM988336","NM9833",1,5,2012,198850,733650
"1561","NM989338","NM9833",1,5,2012,198950,733850
"1562","NM990330","NM9933",1,5,2012,199050,733050
"1563","NM990331","NM9933",1,5,2012,199050,733150
"1564","NM988456","NM9845",3,5,2012,198850,745650
"1565","NM995451","NM9945",4,5,2012,199550,745150
"1566","NM998452","NM9945",1,5,2012,199850,745250
"1567","NN001455","NN0045",1,5,2012,200150,745550
"1568","NN000454","NN0045",3,5,2012,200050,745450
"1569","NN001455","NN0045",4,6,2012,200150,745550
"1570","NN099608","NN0960",1,6,2012,209950,760850
"1571","NN099608","NN0960",1,6,2012,209950,760850
"1572","NM999920","NM9992",1,6,2012,199950,792050
"1573","NN000920","NN0092",1,6,2012,200050,792050
"1574","NN005922","NN0092",1,6,2012,200550,792250
"1575","NM977915","NM9791",1,6,2012,197750,791550
"1576","NM984914","NM9891",2,6,2012,198450,791450
"1577","NM991308","NM9930",1,6,2012,199150,730850
"1578","NM921434","NM9243",1,6,2012,192150,743450
"1579","NM9380","NM9380",6,6,2013,193500,780500
"1580","NN0280","NN0280",2,6,2013,202500,780500
"1581","NM833637","NM8363",6,6,2013,183350,763750
"1582","NM647606","NM6460",1,6,2013,164750,760650
"1583","NN2281","NN2281",1,6,2013,222500,781500
"1584","NM830636","NM8363",3,6,2013,183050,763650
"1585","NN112583","NN1158",2,6,2013,211250,758350
"1586","NN031636","NN0363",1,6,2013,203150,763650
"1587","NN070599","NN0759",1,6,2013,207050,759950
"1588","NN1164","NN1164",1,6,2013,211500,764500
